HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA6.hmm	195	3300029190.a:Ga0168711_100039_137	167	3.2e-25	1	140	2	120	0.7128205128205128
GT2.hmm	170	3300029190.a:Ga0168711_100039_72	312	7.9e-29	1	122	5	127	0.711764705882353
GH109.hmm	399	3300029190.a:Ga0168711_100085_115	342	1.9e-20	6	163	2	149	0.39348370927318294
GT2.hmm	170	3300029190.a:Ga0168711_100085_3	296	1.3e-18	2	118	6	117	0.6823529411764706
GT4.hmm	160	3300029190.a:Ga0168711_100085_8	372	4.3e-28	6	150	193	334	0.9
GT4.hmm	160	3300029190.a:Ga0168711_100085_9	375	5.1e-28	8	153	200	341	0.90625
GT51.hmm	177	3300029190.a:Ga0168711_100087_13	844	1.6e-61	2	176	166	342	0.9830508474576272
GH25.hmm	177	3300029190.a:Ga0168711_100087_58	536	3.6e-46	1	177	55	225	0.9943502824858758
GH3.hmm	216	3300029190.a:Ga0168711_100089_28	485	9.3e-61	4	216	206	437	0.9814814814814815
GT51.hmm	177	3300029190.a:Ga0168711_100098_58	887	1.3e-56	4	177	84	264	0.9774011299435028
GT35.hmm	674	3300029190.a:Ga0168711_100098_92	817	9.9e-285	2	674	94	810	0.9970326409495549
GH13_29.hmm	344	3300029190.a:Ga0168711_100098_99	236	1.1e-92	150	343	1	193	0.561046511627907
GH13_20.hmm	300	3300029190.a:Ga0168711_100104_121	460	1.9e-79	8	297	50	330	0.9633333333333334
CBM48.hmm	76	3300029190.a:Ga0168711_100104_122	634	3.4e-19	2	70	29	114	0.8947368421052632
GH13_9.hmm	301	3300029190.a:Ga0168711_100104_122	634	3.8e-156	1	301	185	485	0.9966777408637874
GT28.hmm	157	3300029190.a:Ga0168711_100104_29	356	8.5e-39	2	149	188	336	0.9363057324840764
GT2.hmm	170	3300029190.a:Ga0168711_100104_6	320	2.2e-35	1	164	5	165	0.9588235294117647
GH109.hmm	399	3300029190.a:Ga0168711_100120_4	451	1.1e-20	4	165	129	282	0.40350877192982454
CE4.hmm	130	3300029190.a:Ga0168711_100120_53	337	6.4e-30	6	114	135	245	0.8307692307692308
GT4.hmm	160	3300029190.a:Ga0168711_100128_93	446	1.1e-22	11	131	249	374	0.75
CE6.hmm	99	3300029190.a:Ga0168711_100135_47	276	1.5e-30	1	98	54	145	0.9797979797979798
GH2.hmm	752	3300029190.a:Ga0168711_100143_39	1002	1.2e-215	25	751	29	874	0.9654255319148937
GT2.hmm	170	3300029190.a:Ga0168711_100143_77	368	9.7e-23	1	139	5	133	0.8117647058823529
CBM48.hmm	76	3300029190.a:Ga0168711_100152_15	872	2.5e-19	2	70	127	212	0.8947368421052632
GH13_9.hmm	301	3300029190.a:Ga0168711_100152_15	872	6.9e-151	2	301	292	592	0.9933554817275747
GH77.hmm	494	3300029190.a:Ga0168711_100152_47	501	5.2e-172	1	471	14	480	0.951417004048583
GT2.hmm	170	3300029190.a:Ga0168711_100152_75	231	1e-26	2	163	6	157	0.9470588235294117
GH13_11.hmm	351	3300029190.a:Ga0168711_100161_56	1073	5.3e-47	140	351	271	460	0.6011396011396012
GH2.hmm	752	3300029190.a:Ga0168711_100162_1	2183	1.2e-117	26	552	59	712	0.699468085106383
CBM32.hmm	124	3300029190.a:Ga0168711_100162_1	2183	3.4e-23	12	122	1356	1479	0.8870967741935484
GH33.hmm	342	3300029190.a:Ga0168711_100162_46	387	1.7e-32	15	339	30	363	0.9473684210526315
GH13_39.hmm	316	3300029190.a:Ga0168711_100177_60	711	5e-91	1	316	177	557	0.9968354430379747
CE4.hmm	130	3300029190.a:Ga0168711_100182_14	259	4.3e-28	8	116	75	185	0.8307692307692308
GT2.hmm	170	3300029190.a:Ga0168711_100182_21	1077	8.1e-25	1	131	446	572	0.7647058823529411
CE4.hmm	130	3300029190.a:Ga0168711_100242_32	284	6.8e-33	3	122	71	192	0.9153846153846154
GT5.hmm	472	3300029190.a:Ga0168711_100242_34	482	7.9e-185	1	470	3	475	0.9936440677966102
GT2.hmm	170	3300029190.a:Ga0168711_100255_33	338	4.2e-24	1	148	5	149	0.8647058823529412
GT2.hmm	170	3300029190.a:Ga0168711_100255_34	729	3.6e-28	1	115	185	300	0.6705882352941176
GT2.hmm	170	3300029190.a:Ga0168711_100255_34	729	8.6e-21	1	125	443	569	0.7294117647058823
GT2.hmm	170	3300029190.a:Ga0168711_100255_35	332	1.9e-32	1	169	6	174	0.9882352941176471
GT4.hmm	160	3300029190.a:Ga0168711_100296_6	362	1.5e-33	6	159	172	329	0.95625
GH109.hmm	399	3300029190.a:Ga0168711_100296_7	358	1.5e-27	7	190	2	175	0.45864661654135336
GT2.hmm	170	3300029190.a:Ga0168711_100485_7	241	1.2e-27	1	169	6	168	0.9882352941176471
GT2.hmm	170	3300029190.a:Ga0168711_100485_9	263	1.4e-40	1	110	10	118	0.6411764705882353
GH18.hmm	296	3300029190.a:Ga0168711_100513_10	561	1e-32	40	278	247	542	0.8040540540540541
CE9.hmm	373	3300029190.a:Ga0168711_100513_23	380	2.3e-127	3	373	5	375	0.9919571045576407
CE4.hmm	130	3300029190.a:Ga0168711_100536_14	303	5.6e-21	10	127	23	168	0.9
CE4.hmm	130	3300029190.a:Ga0168711_100536_15	294	1.3e-21	18	125	62	170	0.823076923076923
GT2.hmm	170	3300029190.a:Ga0168711_103032_1	340	1.1e-26	1	106	5	109	0.6176470588235294
