#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT51_e42.hmm|GT51:6  -            174 3300006292.a:Ga0099622_100022_3 -             55      0.18   12.2   0.0   1   1   7.5e-06      0.19   12.2   0.0    30    62     7    44     1    49 0.69 -
GT2_e3292.hmm|GT2:5   -             99 3300006292.a:Ga0099622_100022_13 -            413     0.072   14.0   0.0   1   2   5.2e-05      0.67   10.9   0.0    56    94   278   313   251   317 0.84 -
GT2_e3292.hmm|GT2:5   -             99 3300006292.a:Ga0099622_100022_13 -            413     0.072   14.0   0.0   2   2      0.13   1.7e+03   -0.0   0.0    66    92   327   353   322   357 0.69 -
GT113_e10.hmm|GT113:8 -            294 3300006292.a:Ga0099622_100022_13 -            413      0.12   11.9   0.3   1   1   1.5e-05       0.2   11.3   0.3    92   167    39   113    18   124 0.83 -
GT4_e1530.hmm|GT4:12 -            147 3300006292.a:Ga0099622_100022_22 -            225     0.047   14.0   0.1   1   1   3.4e-06     0.087   13.1   0.1    54   110   145   205   134   210 0.81 -
GH108_e76.hmm|GH108:12 -             93 3300006292.a:Ga0099622_100022_26 -            332     0.024   15.1   0.0   1   2      0.36   9.1e+03   -2.8   0.0    23    42   207   227   187   231 0.71 -
GH108_e76.hmm|GH108:12 -             93 3300006292.a:Ga0099622_100022_26 -            332     0.024   15.1   0.0   2   2   3.2e-06     0.083   13.4   0.0     3    61   258   319   256   325 0.86 -
GH88_e13.hmm|GH88:27 -            298 3300006292.a:Ga0099622_100022_70 -            103     0.036   13.8   0.4   1   1   1.5e-06     0.037   13.7   0.4   184   233    36    82     6    91 0.81 -
AA3_e46.hmm|AA3_1:59|AA8:53|CBM1:34|1.1.99.18:13 -            546 3300006292.a:Ga0099622_100022_96 -            413    0.0001   21.6   0.0   1   1   1.2e-07   0.00015   21.0   0.0     4    42    22    61    19    77 0.82 -
AA3_e37.hmm|AA3_1:57|AA8:29|1.1.99.18:3          -            540 3300006292.a:Ga0099622_100022_96 -            413    0.0001   21.6   0.0   1   1   1.2e-07   0.00014   21.1   0.0     5    39    24    59    21   106 0.81 -
AA3_e61.hmm|AA3_1:69|AA8:33|CBM1:2               -            526 3300006292.a:Ga0099622_100022_96 -            413   0.00089   18.2   0.1   1   1   1.1e-06    0.0014   17.6   0.1     8    42    24    59    18    71 0.86 -
