Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300012659.a:Ga0118093_100666_6	CAE6204650.1|GH28	49.7	593	294	2	36	625	746	1337	5.6e-170	601.7
3300012659.a:Ga0118093_100025_3	QYO62262.1|GH13	60.6	345	134	2	1	344	1	344	2.3e-108	396.7
3300012659.a:Ga0118093_100025_50	AGL63717.2|GT4	49.4	628	301	5	179	805	107	718	3.1e-166	589.7
3300012659.a:Ga0118093_100059_11	ASE57054.1|GT87	99.2	399	3	0	1	399	1	399	2.6e-221	771.5
3300012659.a:Ga0118093_100059_21	ARA85284.1|CE12	57.8	334	134	2	46	374	45	376	1.7e-105	386.7
3300012659.a:Ga0118093_100045_5	SDU45390.1|CBM32	43.0	635	297	18	13	600	2	618	1.5e-117	427.6
3300012659.a:Ga0118093_100045_35	AMJ20771.1|GH13_26	36.0	975	484	21	17	970	4	859	2.8e-157	560.1
3300012659.a:Ga0118093_100045_41	ASE56981.1|GT51	98.3	825	14	0	1	825	1	825	0.0e+00	1438.7
3300012659.a:Ga0118093_100004_48	QCW79542.1|GH101	48.7	534	264	7	9	537	541	1069	1.0e-132	477.6
3300012659.a:Ga0118093_100004_50	ASE56163.1|CBM48|GH13_11	100.0	713	0	0	1	713	1	713	0.0e+00	1518.8
3300012659.a:Ga0118093_100004_53	ASE56166.1|GH13_26	100.0	820	0	0	1	820	1	820	0.0e+00	1665.2
3300012659.a:Ga0118093_100004_59	ASE56171.2|GH13_10	99.8	635	1	0	4	638	1	635	0.0e+00	1318.1
3300012659.a:Ga0118093_100004_62	AWZ17133.1|GH13_30	54.0	1192	527	13	1	1184	401	1579	0.0e+00	1303.9
3300012659.a:Ga0118093_100004_82	BDH58049.1|GT28	52.5	491	213	6	11	488	364	847	3.4e-122	442.6
3300012659.a:Ga0118093_100004_83	ASE56192.1|GT28	99.2	390	3	0	1	390	1	390	1.4e-208	729.2
3300012659.a:Ga0118093_100004_108	AYX82032.1|GT4	100.0	384	0	0	1	384	1	384	8.8e-219	763.1
3300012659.a:Ga0118093_100024_12	BAW92216.1|GH49	53.6	440	201	3	8	445	352	790	2.4e-135	486.1
3300012659.a:Ga0118093_100024_47	QIP41401.1|CE9	52.0	544	255	3	8	549	9	548	3.6e-128	462.6
3300012659.a:Ga0118093_100009_43	AYX82612.1|CE1	100.0	337	0	0	1	337	1	337	3.5e-187	657.9
3300012659.a:Ga0118093_100009_44	AYX82611.1|GT2	99.1	686	6	0	1	686	1	686	0.0e+00	1393.6
3300012659.a:Ga0118093_100009_47	QPR31268.1|CE1	97.7	347	8	0	1	347	1	347	3.8e-197	691.0
3300012659.a:Ga0118093_100009_48	AYX82608.1|CE1	99.7	703	2	0	1	703	1	703	0.0e+00	1322.8
