3300013715.a:Ga0118076_100104	PUL0294_7	31.9	270	160	5	10938	11723	1	254	2.02e-35	137
3300013715.a:Ga0118076_100001	PUL0267_6	44.5	787	393	12	491818	494100	31	799	2.24e-209	664
3300013715.a:Ga0118076_100002	PUL0267_10	60.4	944	363	4	277333	280164	2	934	0.0	1145
3300013715.a:Ga0118076_100003	PUL0017_9	51.8	637	289	7	57033	58934	148	769	1.40e-199	634
3300013715.a:Ga0118076_100005	PUL0178_1	49.4	618	302	6	46497	44653	18	627	5.36e-184	582
3300013715.a:Ga0118076_100006	PUL0142_5	42.4	611	273	12	25407	23743	1	588	1.96e-148	478
3300013715.a:Ga0118076_100017	PUL0335_5	54.7	514	230	1	8835	7294	7	517	2.41e-174	548
3300013715.a:Ga0118076_100004	PUL0061_24	48.7	597	278	11	130704	128953	1	582	3.99e-165	526
3300013715.a:Ga0118076_100050	PUL0168_9	34.5	281	176	5	7419	6595	8	286	8.54e-32	127
3300013715.a:Ga0118076_100007	PUL0413_15	44.3	454	232	8	73765	72428	121	561	6.34e-109	362
3300013715.a:Ga0118076_100020	PUL0006_8	38.2	429	246	8	23742	25007	10	426	1.35e-85	288
