PUL0017	1.04e-193	3300027316_2
PUL0017	1.28e-205	3300027316_2
PUL0038	5.19e-172	3300027316_2
PUL0049	2.26e-88	3300027316_2
PUL0058	7.39e-184	3300027316_2
PUL0106	1.54e-193	3300027316_2
PUL0169	7.85e-108	3300027316_2
PUL0216	1.24e-113	3300027316_2
PUL0267	6.85e-262	3300027316_2
PUL0290	9.92e-19	3300027316_2
PUL0404	7.83e-17	3300027316_2
PUL0454	5.14e-50	3300027316_2
PUL0527	2.15e-66	3300027316_2
PUL02813	4.78e-48	3300027316_2
PUL03004	1.75e-115	3300027316_2
PUL03355	4.31e-159	3300027316_2
PUL03356	4.75e-95	3300027316_2
PUL03472	1.96e-144	3300027316_2
PUL03904	4.89e-37	3300027316_2
PUL04066	3.8e-93	3300027316_2
PUL04299	4.31e-122	3300027316_2
