3300027316_2	GT9	N
3300027316_2	GT9	N
3300027316_2	GT9	N
3300027316_2	GT4	N
3300027316_2	GH18	Y
3300027316_2	GT2	N
3300027316_2	GT2	N
3300027316_2	GH23	N
3300027316_2	GT4	N
3300027316_2	GT26	N
3300027316_2	GH23	Y
3300027316_2	GT20	N
3300027316_2	GT4	N
3300027316_2	GT2	N
3300027316_2	GH23	N
3300027316_2	CE14	N
3300027316_2	CE14	N
3300027316_2	CE14	N
3300027316_2	GH76	N
3300027316_2	GT4	N
3300027316_2	CE14	N
3300027316_2	GT4	N
3300027316_2	GT2	N
3300027316_2	GT26	N
3300027316_2	GT4	N
3300027316_2	GT4	N
3300027316_2	GT9	N
3300027316_2	CE4	N
3300027316_2	GT51	N
3300027316_2	GH15	N
3300027316_2	GT2	N
3300027316_2	GT9	N
3300027316_2	GT4	N
3300027316_2	GH23	Y
3300027316_2	GT94	N
3300027316_2	GT2	N
3300027316_2	CE4	Y
3300027316_2	GT4	N
3300027316_2	CE4	Y
3300027316_2	GT4	N
3300027316_2	GT51	Y
3300027316_2	CE4	Y
3300027316_2	GT4	N
3300027316_2	GT4	N
3300027316_2	GT4	N
3300027316_2	GT4	N
3300027316_2	GH77	N
3300027316_2	GH13_26	N
3300027316_2	GH13_10	N
3300027316_2	CBM48	N
3300027316_2	GH13_16	N
3300027316_2	GH13_3	N
3300027316_2	GT2	N
3300027316_2	GT4	N
3300027316_2	AA7	N
3300027316_2	AA7	N
3300027316_2	GH15	N
3300027316_2	GT2	N
3300027316_2	GT2	N
3300027316_2	GT4	N
3300027316_2	GT9	N
3300027316_2	GT9	N
3300027316_2	GT4	N
3300027316_2	GT9	N
3300027316_2	AA7	N
3300027316_2	CBM48	N
3300027316_2	GH31	N
3300027316_2	GT28	N
3300027316_2	GH1	N
3300027316_2	CE14	N
3300027316_2	GT2	N
3300027316_2	GT4	N
3300027316_2	AA7	N
3300027316_2	GT4	N
3300027316_2	GT4	N
3300027316_2	GT4	N
