HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH23.hmm	135	3300028601.a:Ga0265295_1000010_172	244	7.6e-31	16	123	136	241	0.7925925925925926
GT30.hmm	177	3300028601.a:Ga0265295_1000010_29	418	6.7e-38	2	176	36	205	0.9830508474576272
GT35.hmm	674	3300028601.a:Ga0265295_1000010_7	817	4.7e-279	1	673	97	812	0.9970326409495549
GT66.hmm	693	3300028601.a:Ga0265295_1000011_214	746	9.5e-68	61	644	75	660	0.8412698412698413
GH57.hmm	383	3300028601.a:Ga0265295_1000011_283	711	5.7e-49	20	298	35	322	0.7258485639686684
GT51.hmm	177	3300028601.a:Ga0265295_1000011_332	772	7.6e-50	10	175	57	221	0.9322033898305084
GT4.hmm	160	3300028601.a:Ga0265295_1000041_114	367	3.9e-29	8	158	189	334	0.9375
GH102.hmm	157	3300028601.a:Ga0265295_1000041_117	401	2.9e-53	1	157	146	303	0.9936305732484076
GT9.hmm	225	3300028601.a:Ga0265295_1000041_123	349	1.9e-37	3	221	79	323	0.9688888888888889
GT4.hmm	160	3300028601.a:Ga0265295_1000041_124	370	1e-23	8	152	209	345	0.9
GT4.hmm	160	3300028601.a:Ga0265295_1000041_125	366	6e-25	8	158	189	338	0.9375
GT2.hmm	170	3300028601.a:Ga0265295_1000041_126	270	6.2e-25	18	127	2	107	0.6411764705882353
GT56.hmm	357	3300028601.a:Ga0265295_1000041_15	346	8.6e-89	15	352	9	342	0.9439775910364145
GH23.hmm	135	3300028601.a:Ga0265295_1000041_181	646	1.2e-25	13	122	493	621	0.8074074074074075
GT2.hmm	170	3300028601.a:Ga0265295_1000041_19	247	2.4e-19	1	123	3	123	0.7176470588235294
GT4.hmm	160	3300028601.a:Ga0265295_1000041_20	376	2e-34	12	158	200	348	0.9125
GT8.hmm	257	3300028601.a:Ga0265295_1000041_3	305	2.1e-47	27	255	2	253	0.8871595330739299
GT2.hmm	170	3300028601.a:Ga0265295_1000041_5	341	1.4e-32	1	119	5	120	0.6941176470588235
GT25.hmm	181	3300028601.a:Ga0265295_1000041_6	275	9.9e-28	3	181	18	201	0.9834254143646409
GH109.hmm	399	3300028601.a:Ga0265295_1000041_9	353	2.8e-17	4	187	10	180	0.45864661654135336
GH23.hmm	135	3300028601.a:Ga0265295_1000080_133	546	5.6e-27	4	124	137	275	0.8888888888888888
GT4.hmm	160	3300028601.a:Ga0265295_1000080_161	530	4.9e-20	7	145	201	350	0.8625
GT4.hmm	160	3300028601.a:Ga0265295_1000080_183	408	6.9e-24	11	125	214	325	0.7125
GH24.hmm	137	3300028601.a:Ga0265295_1000080_87	149	1.6e-23	12	125	14	134	0.8248175182481752
GT19.hmm	354	3300028601.a:Ga0265295_1000090_112	376	4.2e-115	2	351	8	353	0.9858757062146892
GT2.hmm	170	3300028601.a:Ga0265295_1000090_153	590	7.2e-33	1	127	59	185	0.7411764705882353
GT9.hmm	225	3300028601.a:Ga0265295_1000090_19	461	7.2e-34	10	213	66	293	0.9022222222222223
GT4.hmm	160	3300028601.a:Ga0265295_1000101_120	375	1.2e-35	9	158	199	345	0.93125
GT9.hmm	225	3300028601.a:Ga0265295_1000101_121	336	1.7e-43	3	220	75	315	0.9644444444444444
CE4.hmm	130	3300028601.a:Ga0265295_1000101_145	332	2.1e-17	3	123	61	274	0.9230769230769231
GT4.hmm	160	3300028601.a:Ga0265295_1000101_146	362	3.2e-27	12	148	177	312	0.85
GT2.hmm	170	3300028601.a:Ga0265295_1000101_160	247	1.1e-35	1	166	9	168	0.9705882352941176
GT35.hmm	674	3300028601.a:Ga0265295_1000101_17	857	3.2e-137	21	548	123	626	0.7818991097922848
GT5.hmm	472	3300028601.a:Ga0265295_1000101_75	494	5.4e-170	2	471	8	480	0.9936440677966102
GT2.hmm	170	3300028601.a:Ga0265295_1000101_81	408	1.1e-25	2	124	8	132	0.7176470588235294
GT2.hmm	170	3300028601.a:Ga0265295_1000101_82	548	1.9e-16	6	116	261	374	0.6470588235294118
GT9.hmm	225	3300028601.a:Ga0265295_1000137_141	513	1.2e-43	5	220	79	325	0.9555555555555556
CE11.hmm	271	3300028601.a:Ga0265295_1000137_96	307	9.7e-100	1	270	2	271	0.992619926199262
GH23.hmm	135	3300028601.a:Ga0265295_1000146_120	185	2.8e-34	17	120	78	179	0.762962962962963
GT2.hmm	170	3300028601.a:Ga0265295_1000146_28	842	2.2e-27	1	124	6	127	0.7235294117647059
GT32.hmm	90	3300028601.a:Ga0265295_1000394_11	274	1.9e-16	10	88	28	104	0.8666666666666667
GT4.hmm	160	3300028601.a:Ga0265295_1000394_29	358	2.4e-24	13	158	185	324	0.90625
GT9.hmm	225	3300028601.a:Ga0265295_1000394_36	416	1.1e-29	10	218	86	315	0.9244444444444444
AA6.hmm	195	3300028601.a:Ga0265295_1000394_52	197	1.4e-51	1	189	4	188	0.9641025641025641
GT51.hmm	177	3300028601.a:Ga0265295_1000409_54	779	5.6e-67	1	176	54	229	0.9887005649717514
GH77.hmm	494	3300028601.a:Ga0265295_1000409_64	501	5.6e-169	1	492	10	496	0.9939271255060729
CBM48.hmm	76	3300028601.a:Ga0265295_1000409_65	632	5.9e-19	3	69	27	111	0.868421052631579
GH13_9.hmm	301	3300028601.a:Ga0265295_1000409_65	632	3.6e-157	1	301	179	479	0.9966777408637874
GT2.hmm	170	3300028601.a:Ga0265295_1000634_1	166	8.5e-21	1	108	19	122	0.6294117647058823
GT2.hmm	170	3300028601.a:Ga0265295_1000775_1	335	4e-16	5	123	44	165	0.6941176470588235
GT28.hmm	157	3300028601.a:Ga0265295_1000946_23	362	8.8e-55	2	157	183	342	0.9872611464968153
GT83.hmm	540	3300028601.a:Ga0265295_1001225_4	521	1.4e-48	10	363	17	377	0.6537037037037037
GT94.hmm	283	3300028601.a:Ga0265295_1003170_23	915	2.7e-20	115	228	23	138	0.3992932862190813
PL38.hmm	279	3300028601.a:Ga0265295_1003170_23	915	1.6e-85	1	272	567	850	0.9713261648745519
GT2.hmm	230	3300028601.a:Ga0265295_1003170_3	738	9.9e-32	3	230	53	281	0.9869565217391304
GT4.hmm	160	3300028601.a:Ga0265295_1003170_5	431	5.4e-17	12	153	259	403	0.88125
GT2.hmm	170	3300028601.a:Ga0265295_1007327_2	307	1.3e-27	1	153	6	159	0.8941176470588236
GT2.hmm	170	3300028601.a:Ga0265295_1007327_4	269	7.1e-21	6	168	9	170	0.9529411764705882
