dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2	GT2:42	-	-	127	3300011584.a:Ga0122290_100001_529	280	6.4e-74	1	126	9	134	0.984251968503937	0.984251968503937
GT4_e1042	GT4:40	-	-	71	3300011584.a:Ga0122290_100001_531	406	1.2e-43	1	71	288	358	0.9859154929577465	0.9859154929577465
GT4_e731	GT4:130	-	-	149	3300011584.a:Ga0122290_100001_544	407	1.9e-68	1	145	225	369	0.9664429530201343	0.9664429530201343
GT20_e1	GT20:8450	2.4.1.15:96	-	473	3300011584.a:Ga0122290_100001_663	475	9.1e-180	9	471	2	454	0.9767441860465116	0.9767441860465116
CBM50_e486	CBM50:11431|GH73:1|CE4:1|GH25:1	-	chitin, peptidoglycan	43	3300011584.a:Ga0122290_100002_299	252	4.4e-20	1	42	43	84	0.9534883720930233	0.9534883720930233
GH2_e92	GH2:6387|CBM67:1|CBM32:1	3.2.1.23:41	beta-galactan	861	3300011584.a:Ga0122290_100002_514	1031	0	3	861	28	887	0.9965156794425087	0.9965156794425087
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300011584.a:Ga0122290_100005_104	306	2.3e-132	1	271	5	276	0.9926470588235294	0.9926470588235294
GT19_e17	GT19:7713	2.4.1.182:13	-	358	3300011584.a:Ga0122290_100005_20	383	2e-172	1	358	10	367	0.9972067039106145	0.9972067039106145
AA6_e2	AA6:22	-	-	195	3300011584.a:Ga0122290_100008_68	199	9.2e-70	2	193	5	193	0.9794871794871794	0.9794871794871794
GH109_e7	GH109:31	-	-	390	3300011584.a:Ga0122290_100014_102	352	9.1e-17	2	147	10	156	0.3717948717948718	0.3717948717948718
GH13_e137	GH13_18:228|GH13:5	2.4.1.352:2	sucrose, glucosylglycerate	342	3300011584.a:Ga0122290_100014_96	560	1.9e-178	1	342	83	424	0.9970760233918129	0.9970760233918129
GT4_e1207	GT4:40	2.4.1.-:1	-	147	3300011584.a:Ga0122290_100059_43	360	1e-68	2	145	179	322	0.9727891156462585	0.9727891156462585
