Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029634.a:Ga0242800_100773_8	QPS14333.1|GH4	100.0	448	0	0	1	448	1	448	3.5e-267	924.1
3300029634.a:Ga0242800_100469_25	QQY27434.1|GH13_31	99.8	550	1	0	1	550	1	550	0.0e+00	1142.9
3300029634.a:Ga0242800_100403_42	CCO12868.2|GH1	64.3	1190	410	6	1	1180	1	1185	0.0e+00	1539.6
3300029634.a:Ga0242800_100403_48	CAD7226128.1|GH38	35.3	706	398	12	11	673	1345	2034	4.6e-109	399.4
3300029634.a:Ga0242800_100296_2	AGL63717.2|GT4	44.3	686	300	10	163	838	107	720	1.8e-147	527.3
3300029634.a:Ga0242800_100296_18	QPS12819.1|GH32	99.8	432	1	0	1	432	1	432	1.4e-268	928.7
3300029634.a:Ga0242800_100296_31	QQV04654.1|GT2	100.0	330	0	0	1	330	5	334	1.9e-193	678.7
3300029634.a:Ga0242800_100296_57	BCL56686.1|GH140	60.7	427	167	1	1	427	1	426	2.0e-163	579.3
3300029634.a:Ga0242800_100296_61	QRT30339.1|CBM0	40.9	1696	868	41	102	1734	85	1709	0.0e+00	1137.5
3300029634.a:Ga0242800_100225_3	QPS12702.1|CBM16|GH16_6	99.9	721	1	0	1	721	1	721	0.0e+00	1439.9
3300029634.a:Ga0242800_100225_7	QMW74027.1|GH1	99.6	494	2	0	1	494	1	494	3.1e-301	1037.3
3300029634.a:Ga0242800_100225_57	QQV04599.1|GH1	99.8	466	1	0	1	466	1	466	1.8e-287	991.5
3300029634.a:Ga0242800_100221_33	QQY27024.1|GH1	100.0	501	0	0	1	501	1	501	9.1e-309	1062.4
3300029634.a:Ga0242800_100221_41	QMW75506.1|GH2	100.0	1564	0	0	1	1564	1	1564	0.0e+00	2968.3
3300029634.a:Ga0242800_100221_44	QMW75503.1|GH4	100.0	472	0	0	1	472	1	472	3.3e-268	927.5
3300029634.a:Ga0242800_100221_66	QWU85921.1|GH130	49.1	464	229	1	3	459	1373	1836	1.2e-135	487.3
3300029634.a:Ga0242800_100221_76	VEC47756.1|GH4	51.3	526	247	4	1	519	1	524	9.6e-136	487.6
3300029634.a:Ga0242800_100255_19	QQY27887.1|GH3	100.0	733	0	0	1	733	1	733	0.0e+00	1481.5
3300029634.a:Ga0242800_100255_21	QPS13295.1|GH38	99.9	886	1	0	1	886	1	886	0.0e+00	1797.7
3300029634.a:Ga0242800_100255_23	QMW73445.1|GH125	100.0	421	0	0	1	421	1	421	1.9e-254	881.7
3300029634.a:Ga0242800_100255_41	QPS13317.1|GH1	100.0	474	0	0	1	474	1	474	2.8e-291	1004.2
3300029634.a:Ga0242800_100255_44	AGL64700.2|GH23	52.8	354	166	1	3	355	2	355	1.3e-104	383.6
3300029634.a:Ga0242800_100255_56	QQY27848.1|GH1	100.0	489	0	0	1	489	1	489	1.5e-303	1045.0
3300029634.a:Ga0242800_100255_60	QMW73407.1|GH1	100.0	492	0	0	1	492	1	492	2.3e-304	1047.7
3300029634.a:Ga0242800_100255_75	QQV05163.1|GH1	100.0	489	0	0	1	489	1	489	1.1e-303	1045.4
3300029634.a:Ga0242800_100853_10	QQY28638.1|GH1	99.8	457	1	0	1	457	5	461	1.7e-282	974.9
3300029634.a:Ga0242800_100158_93	QMW80818.1|GT4	62.8	602	212	3	2	591	24	625	1.9e-212	742.7
3300029634.a:Ga0242800_100158_94	QQV06535.1|GT4	100.0	361	0	0	1	361	1	361	9.5e-207	723.0
3300029634.a:Ga0242800_100158_96	QQV06536.1|GT4	100.0	278	0	0	1	278	100	377	7.9e-153	543.5
3300029634.a:Ga0242800_100158_97	QQV06537.1|GT2	100.0	294	0	0	1	294	1	294	2.9e-169	598.2
3300029634.a:Ga0242800_100158_98	QQV06538.1|GT2	99.3	294	2	0	1	294	1	294	6.8e-171	603.6
3300029634.a:Ga0242800_100271_14	QPS14493.1|CBM48|GH13_14	100.0	694	0	0	1	694	1	694	0.0e+00	1434.1
3300029634.a:Ga0242800_100271_15	QMW75174.1|GT35	100.0	798	0	0	1	798	1	798	0.0e+00	1621.7
3300029634.a:Ga0242800_100271_16	QMW75175.1|CBM48|GH13_9	99.8	620	1	0	1	620	1	620	0.0e+00	1321.2
