3300021310_13	CE2	Y
3300021310_13	GH13_38	N
3300021310_13	GH57	N
3300021310_13	GT4	N
3300021310_13	GH133	N
3300021310_13	GH5_2	Y
3300021310_13	CE1	Y
3300021310_13	GH16_3	Y
3300021310_13	CE8	Y
3300021310_13	GT51	N
3300021310_13	GH5_21	Y
3300021310_13	GT2	N
3300021310_13	GH43_4	N
3300021310_13	PL1	Y
3300021310_13	GH163	Y
3300021310_13	GH51	Y
3300021310_13	GH9	Y
3300021310_13	GH9	Y
3300021310_13	CE4	N
3300021310_13	GH11	Y
3300021310_13	CBM6	Y
3300021310_13	GT4	N
3300021310_13	CE6	Y
3300021310_13	GT51	N
3300021310_13	CE1	Y
3300021310_13	GT2	N
3300021310_13	GH171	Y
3300021310_13	GT4	N
3300021310_13	GH53	Y
3300021310_13	GT83	N
3300021310_13	CE6	Y
3300021310_13	PL14_3	N
3300021310_13	GH3	Y
3300021310_13	PL1	Y
3300021310_13	PL1	Y
3300021310_13	GH73	Y
3300021310_13	GH3	Y
3300021310_13	GH5_4	Y
3300021310_13	CE4	Y
3300021310_13	GH11	Y
3300021310_13	GH11	Y
3300021310_13	GH5_2	Y
3300021310_13	GH9	Y
3300021310_13	GH30_8	Y
3300021310_13	CE1	Y
3300021310_13	GT35	N
3300021310_13	GT51	N
3300021310_13	CE6	Y
3300021310_13	GH5_2	Y
3300021310_13	GH5_2	N
3300021310_13	GH5_2	Y
3300021310_13	GH43_10	Y
3300021310_13	GT28	N
3300021310_13	GH5_2	N
3300021310_13	GH5_2	Y
3300021310_13	GH43_24	Y
3300021310_13	PL11_1	Y
3300021310_13	GH43_29	Y
3300021310_13	GH141	Y
3300021310_13	GH5_2	Y
3300021310_13	GH5_2	Y
3300021310_13	CE1	N
3300021310_13	PL11	Y
3300021310_13	GH43_22	N
3300021310_13	GT51	N
3300021310_13	GH9	Y
3300021310_13	GT9	Y
3300021310_13	GH77	N
3300021310_13	GH23	Y
3300021310_13	GT2	N
3300021310_13	GH23	Y
3300021310_13	GT4	N
3300021310_13	GH5_4	Y
3300021310_13	GT51	N
3300021310_13	GH73	Y
3300021310_13	GT2	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GH39	Y
3300021310_13	GH5_2	Y
3300021310_13	GH30	Y
3300021310_13	GH26	Y
3300021310_13	GH16_25	Y
3300021310_13	GH9	Y
3300021310_13	GH16_3	Y
3300021310_13	GT4	N
3300021310_13	GT32	N
3300021310_13	GT2	N
3300021310_13	GT2	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GT2	N
3300021310_13	GH5_4	Y
3300021310_13	GH10	Y
3300021310_13	GH10	Y
3300021310_13	GH10	Y
3300021310_13	GH5_2	Y
3300021310_13	GT2	N
3300021310_13	GT2	N
3300021310_13	CE4	Y
3300021310_13	GT30	N
3300021310_13	GT19	N
3300021310_13	CE1	Y
3300021310_13	PL11_1	Y
3300021310_13	GH44	Y
3300021310_13	GH25	Y
3300021310_13	CE11	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GT4	N
3300021310_13	GH2	Y
3300021310_13	GH5_38	N
3300021310_13	GH5_8	Y
3300021310_13	GH13_8	N
3300021310_13	GH23	Y
3300021311_10	GH5_21	Y
3300021311_10	GT51	N
3300021311_10	CE8	Y
3300021311_10	GH16_3	Y
3300021311_10	CE1	Y
3300021311_10	GH5_2	Y
3300021311_10	GH133	N
3300021311_10	GT4	N
3300021311_10	GH57	N
3300021311_10	GH13_38	N
3300021311_10	CE2	Y
3300021311_10	GH163	Y
3300021311_10	PL1	Y
3300021311_10	GH43_4	Y
3300021311_10	GT2	N
3300021311_10	GH171	Y
3300021311_10	GT2	N
3300021311_10	PL14_3	N
3300021311_10	CE6	Y
3300021311_10	GT83	N
3300021311_10	GT4	N
3300021311_10	GT4	N
3300021311_10	GT4	N
3300021311_10	GH53	Y
3300021311_10	GT4	N
3300021311_10	GH9	Y
3300021311_10	GH51	Y
3300021311_10	GT51	N
3300021311_10	CE1	Y
3300021311_10	GT4	N
3300021311_10	CE6	Y
3300021311_10	CBM6	Y
3300021311_10	GH11	Y
3300021311_10	CE4	N
3300021311_10	GH9	Y
3300021311_10	GH3	Y
3300021311_10	GH23	Y
3300021311_10	GH13_8	N
3300021311_10	PL1	Y
3300021311_10	PL1	Y
3300021311_10	GH5_4	Y
3300021311_10	CE4	Y
3300021311_10	GH11	Y
3300021311_10	GH11	Y
3300021311_10	GH5_2	Y
3300021311_10	GH9	Y
3300021311_10	GH30_8	Y
3300021311_10	CE1	Y
3300021311_10	GH73	Y
3300021311_10	GT35	N
3300021311_10	GT51	N
3300021311_10	CE6	Y
3300021311_10	GH5_2	N
3300021311_10	GH5_2	Y
3300021311_10	GH43_10	Y
3300021311_10	GT28	N
3300021311_10	GH5_2	N
3300021311_10	GH5_2	Y
3300021311_10	GH43_24	Y
3300021311_10	GH5_2	Y
3300021311_10	PL11_1	Y
3300021311_10	GH43_29	Y
3300021311_10	GH141	Y
3300021311_10	GH5_2	Y
3300021311_10	GH5_2	Y
3300021311_10	CE1	N
3300021311_10	PL11	Y
3300021311_10	GH43_22	N
3300021311_10	GT51	N
3300021311_10	GH9	Y
3300021311_10	GT9	Y
3300021311_10	GH77	N
3300021311_10	GH23	Y
3300021311_10	GT4	N
3300021311_10	GT2	N
3300021311_10	GH73	Y
3300021311_10	GH23	Y
3300021311_10	GT51	N
3300021311_10	GH5_4	Y
3300021311_10	GH39	Y
3300021311_10	GT4	N
3300021311_10	GT4	N
3300021311_10	GT2	N
3300021311_10	GH26	Y
3300021311_10	GH30	Y
3300021311_10	GH16_25	Y
3300021311_10	GH5_2	Y
3300021311_10	GH9	Y
3300021311_10	GH16_3	Y
3300021311_10	GT4	N
3300021311_10	GT4	N
3300021311_10	GT4	N
3300021311_10	GT2	N
3300021311_10	GT2	N
3300021311_10	GT32	N
3300021311_10	GH5_8	Y
3300021311_10	GT2	N
3300021311_10	GT2	N
3300021311_10	CE4	Y
3300021311_10	GT30	N
3300021311_10	GH5_38	N
3300021311_10	GT4	N
3300021311_10	GT4	N
3300021311_10	GT2	N
3300021311_10	GH5_4	Y
3300021311_10	GH10	Y
3300021311_10	GH10	Y
3300021311_10	GH10	Y
3300021311_10	GH5_2	Y
3300021311_10	CE1	Y
3300021311_10	GT19	N
3300021311_10	PL11_1	Y
3300021311_10	GH44	Y
3300021311_10	GH25	Y
3300021311_10	CE11	N
3300021311_10	GT4	N
3300021311_10	GH2	Y
3300021311_10	GH3	Y
3300021318_9	GH13_38	N
3300021318_9	GH16_3	Y
3300021318_9	CE8	Y
3300021318_9	GT51	N
3300021318_9	GH57	N
3300021318_9	GH5_21	Y
3300021318_9	GT4	N
3300021318_9	GH133	N
3300021318_9	GT2	N
3300021318_9	GH43_4	Y
3300021318_9	PL1	Y
3300021318_9	GH5_2	Y
3300021318_9	CE1	Y
3300021318_9	GH3	Y
3300021318_9	GH23	Y
3300021318_9	GH13_8	N
3300021318_9	PL1	Y
3300021318_9	PL1	Y
3300021318_9	GT28	N
3300021318_9	GH5_2	Y
3300021318_9	GH5_2	N
3300021318_9	GH5_2	Y
3300021318_9	GH5_2	Y
