CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	CAZyme	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_230	262080	264029	+	 GH73|GH73
CGC1	null	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_231	264091	265128	+	null
CGC1	CAZyme	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_232	265193	266344	+	GT2| GT2
CGC1	CAZyme	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_233	266341	267387	+	GT2| GT2
CGC1	STP	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_234	268055	268318	+	PTS-HPr
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_235	268454	270157	+	8.A.7.1.1
CGC1	STP	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_236	270311	271243	+	PfkB
CGC1	STP	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_237	271466	272899	+	HD
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_238	273006	274634	+	3.A.1.5.20
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_239	274637	275623	+	3.A.1.5.20
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_240	275613	276524	+	3.A.1.5.2
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_241	276533	278239	+	3.A.1.5.23
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_242	278931	280166	-	3.A.1.122.2
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_243	280163	281098	-	3.A.1.122.2
CGC1	null	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_244	281098	282546	-	null
CGC1	null	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_245	282643	285810	-	null
CGC1	TC	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_246	285812	286492	-	3.A.1.125.3
CGC1	STP	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_247	286610	287764	-	HisKA+HATPase_c
CGC1	TF	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_248	287768	288457	-	Trans_reg_C
CGC1	null	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_249	288519	290192	-	null
CGC1	STP	3300029656.a:Ga0245165_100008	3300029656.a:Ga0245165_100008_250	290392	292008	-	ACT
CGC1	STP	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_12	13896	15545	+	Pribosyltran
CGC1	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_13	15722	16828	+	null
CGC1	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_14	16818	17564	+	null
CGC1	CAZyme	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_15	18018	22664	+	 GH20|CBM32| CBM32|GH20
CGC1	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_16	22850	24055	+	null
CGC1	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_17	24077	24523	+	null
CGC1	TF	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_18	24798	25175	+	GntR
CGC1	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_19	25178	26134	+	3.A.1.149.1
CGC2	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_71	98484	99932	+	2.A.3.3.22
CGC2	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_72	100176	101453	+	null
CGC2	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_73	101667	103154	+	9.B.33.1.1
CGC2	TF	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_74	103325	104062	+	LytTR
CGC2	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_75	104204	105028	+	1.C.113.1.10
CGC2	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_76	105180	106637	+	9.A.40.2.1
CGC2	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_77	106791	107429	+	null
CGC2	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_78	108049	108603	+	2.A.2.2.1
CGC2	null	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_79	108631	109518	+	null
CGC2	TC	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_80	109523	111148	+	4.A.1.1.13
CGC2	CAZyme	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_81	111366	112742	+	 GH4|GH4
CGC2	TF	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_82	113156	113917	+	Trans_reg_C
CGC2	STP	3300029656.a:Ga0245165_100014	3300029656.a:Ga0245165_100014_83	113914	115842	+	HisKA+HATPase_c
CGC1	STP	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_19	17312	18529	-	Aminotran_1_2
CGC1	TF	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_20	18554	18862	-	HTH_3
CGC1	null	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_21	19212	20381	-	null
CGC1	null	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_22	20633	21700	-	null
CGC1	CAZyme	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_23	22077	26762	-	GH36|CBM32
CGC1	null	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_24	27033	27494	-	null
CGC1	null	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_25	27876	28769	-	null
CGC1	TF	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_26	28978	29469	+	MarR
CGC1	TC	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_27	29462	31339	+	3.A.1.135.5
CGC1	TC	3300029656.a:Ga0245165_100093	3300029656.a:Ga0245165_100093_28	31332	33251	+	3.A.1.135.5
CGC1	TC	3300029656.a:Ga0245165_100085	3300029656.a:Ga0245165_100085_77	82874	83617	+	4.F.1.1.7
CGC1	STP	3300029656.a:Ga0245165_100085	3300029656.a:Ga0245165_100085_78	83705	84115	+	FHA
CGC1	TF	3300029656.a:Ga0245165_100085	3300029656.a:Ga0245165_100085_79	84108	85004	+	MerR
