dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE1_e38	CE1:175	-	-	268	3300029066.a:Ga0169219_10001_319	278	7.9e-17	2	145	23	181	0.5335820895522388	0.5335820895522388
AA3_e57	AA3_2:11	-	-	532	3300029066.a:Ga0169219_10001_348	557	7.9e-203	1	532	3	533	0.9981203007518797	0.9981203007518797
GT83_e0	GT83:3973	2.4.2.43:13	-	513	3300029066.a:Ga0169219_10002_245	551	4.8e-250	3	513	8	517	0.9941520467836257	0.9941520467836257
GT2	GT2:8	-	-	158	3300029066.a:Ga0169219_10002_31	263	2.6e-51	1	157	7	164	0.9873417721518988	0.9873417721518988
GT4_e2254	GT4:11	-	-	152	3300029066.a:Ga0169219_10002_42	405	3.7e-49	3	148	227	372	0.9539473684210527	0.9539473684210527
GT2	GT2:630	-	-	347	3300029066.a:Ga0169219_10006_138	838	1.8e-155	4	342	235	573	0.9740634005763689	0.9740634005763689
GH73_e114	GH73:3220	3.2.1.-:3	peptidoglycan	136	3300029066.a:Ga0169219_10006_169	314	1.7e-65	1	136	160	295	0.9926470588235294	0.9926470588235294
GH4_e0	GH4:3065	3.2.1.22:13	raffinose	181	3300029066.a:Ga0169219_10009_49	452	1.5e-105	1	181	7	187	0.994475138121547	0.994475138121547
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	3300029066.a:Ga0169219_10010_94	729	2.3e-27	6	90	122	219	0.84	0.84
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300029066.a:Ga0169219_10010_94	729	7e-159	1	300	275	574	0.9933554817275747	0.9933554817275747
GT5_e31	GT5:5296	2.4.1.21:29	-	473	3300029066.a:Ga0169219_10010_97	478	1.1e-213	1	472	3	474	0.9957716701902748	0.9957716701902748
AA2_e1	AA2:59	-	-	252	3300029066.a:Ga0169219_10016_29	727	9e-18	14	109	92	188	0.376984126984127	0.376984126984127
AA2_e1	AA2:59	-	-	252	3300029066.a:Ga0169219_10016_29	727	1.1e-16	16	249	461	720	0.9246031746031746	0.9246031746031746
CBM50_e567	CBM50:3868	-	chitin, peptidoglycan	42	3300029066.a:Ga0169219_10018_70	441	3.6e-22	1	42	99	140	0.9761904761904762	0.9761904761904762
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	3300029066.a:Ga0169219_10023_92	390	8.6e-39	3	205	160	383	0.9805825242718447	0.9805825242718447
GH37_e6	GH37:7900	3.2.1.28:18	trehalose	476	3300029066.a:Ga0169219_10040_83	550	2.8e-212	1	475	73	545	0.9957983193277311	0.9957983193277311
GT9_e71	GT9:5354	2.4.99.-:11	-	224	3300029066.a:Ga0169219_10051_19	327	2.1e-111	1	222	78	299	0.9866071428571429	0.9866071428571429
GT2	GT2:8	-	-	219	3300029066.a:Ga0169219_10051_21	328	8.3e-54	1	161	10	236	0.730593607305936	0.730593607305936
GH31_e31	GH31:4050	3.2.1.177:12	xyloglucan	431	3300029066.a:Ga0169219_10051_61	773	5.9e-237	1	430	240	669	0.9953596287703016	0.9953596287703016
CBM50_e391	CBM50:1681	-	chitin, peptidoglycan	49	3300029066.a:Ga0169219_10080_30	150	1.1e-29	1	49	100	148	0.9795918367346939	0.9795918367346939
CBM34_e8	CBM34:3739|GH13_21:3729|GH13:3|CBM25:2|GH13_20:1	3.2.1.20:14|3.2.1.1:3	starch	108	3300029066.a:Ga0169219_10001_278	606	1.3e-44	1	107	7	113	0.9814814814814815	0.9814814814814815
GH13_e88	GH13_21:161|CBM34:128|GH13_20:6|GH13:4|CBM25:2	3.2.1.1:1|3.2.1.133:1|3.2.1.20:1	sucrose, starch, starch, starch	315	3300029066.a:Ga0169219_10001_278	606	1.1e-154	1	315	179	492	0.9968253968253968	0.9968253968253968
CE14_e27	CE14:619	-	-	106	3300029066.a:Ga0169219_10001_313	224	3.9e-18	1	106	21	131	0.9905660377358491	0.9905660377358491
GT2	GT2:33	-	-	167	3300029066.a:Ga0169219_10001_314	399	6.4e-101	1	167	35	201	0.9940119760479041	0.9940119760479041
GT4_e2447	GT4:18	-	-	144	3300029066.a:Ga0169219_10002_32	364	1.3e-55	2	140	192	329	0.9583333333333334	0.9583333333333334
GT4_e731	GT4:130	-	-	149	3300029066.a:Ga0169219_10002_36	407	1.9e-68	1	145	225	369	0.9664429530201343	0.9664429530201343
GT4_e1042	GT4:40	-	-	71	3300029066.a:Ga0169219_10002_49	406	1.1e-43	1	71	288	358	0.9859154929577465	0.9859154929577465
CE9_e34	CE9:1668	3.5.1.25:2|3.5.1.80:2	host glycan	366	3300029066.a:Ga0169219_10003_181	378	1.3e-201	1	366	8	373	0.9972677595628415	0.9972677595628415
GH102_e2	GH102:4353	4.2.2.n1:8	-	134	3300029066.a:Ga0169219_10004_115	366	3.1e-69	1	134	127	258	0.9925373134328358	0.9925373134328358
GH2_e29	GH2:3674|GH31:1	3.2.1.31:89	beta-glucuronan	578	3300029066.a:Ga0169219_10005_299	604	5.7e-268	2	578	9	588	0.9965397923875432	0.9965397923875432
AA6_e2	AA6:22	-	-	195	3300029066.a:Ga0169219_10006_105	199	9.2e-70	2	193	5	193	0.9794871794871794	0.9794871794871794
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300029066.a:Ga0169219_10006_194	342	9.6e-107	2	223	56	278	0.9910313901345291	0.9910313901345291
