dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e41	GH13_3:1253|GH0:92|GH13:34|GT4:1	-	sucrose	217	3300012545.a:Ga0118075_10001_114	672	8.3e-88	2	216	230	444	0.9861751152073732	0.9861751152073732
GH25_e84	GH25:31	-	-	180	3300012545.a:Ga0118075_10001_122	387	4.8e-96	1	179	40	218	0.9888888888888889	0.9888888888888889
GH32_e37	GH32:291	-	-	329	3300012545.a:Ga0118075_10001_16	481	1.6e-155	2	329	11	344	0.993920972644377	0.993920972644377
CE1_e24	CE1:8|CBM4:3|GH11:1|CBM88:1|CBM9:1|CBM6:1|CBM35:1	3.1.1.72:1|3.2.1.8:1	xylan	151	3300012545.a:Ga0118075_10001_162	385	1.7e-18	13	149	160	303	0.9006622516556292	0.9006622516556292
GT4_e1800	GT4:638|GT2:1	-	-	166	3300012545.a:Ga0118075_10001_17	385	2.2e-79	3	165	191	357	0.9759036144578314	0.9759036144578314
CE14_e1	CE14:1894	3.5.1.115:3	chitin	135	3300012545.a:Ga0118075_10004_14	297	4.1e-65	1	135	8	146	0.9925925925925926	0.9925925925925926
GH23_e158	GH23:1010|CBM50:175|CE1:1	-	-	80	3300012545.a:Ga0118075_10004_75	394	3.3e-37	1	73	320	392	0.9	0.9
GT39_e0	GT39:966	2.4.1.109:6	-	252	3300012545.a:Ga0118075_10004_82	540	9.7e-117	2	251	52	307	0.9880952380952381	0.9880952380952381
GT4_e3552	GT4:625|GH77:1|GT2:1	-	-	169	3300012545.a:Ga0118075_10005_105	422	2.7e-74	6	167	222	383	0.9526627218934911	0.9526627218934911
CE1_e30	CE1:169	-	-	275	3300012545.a:Ga0118075_10005_72	459	1.1e-76	4	274	112	392	0.9818181818181818	0.9818181818181818
GT20_e1	GT20:8450	2.4.1.15:96	-	473	3300012545.a:Ga0118075_10006_68	481	1.5e-182	7	471	4	473	0.9809725158562368	0.9809725158562368
GT28_e100	GT28:1897	-	-	152	3300012545.a:Ga0118075_10007_10	367	8.5e-61	1	149	192	339	0.9736842105263158	0.9736842105263158
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300012545.a:Ga0118075_10007_49	739	1.6e-38	4	96	32	123	0.9108910891089109	0.9108910891089109
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300012545.a:Ga0118075_10007_49	739	2.2e-182	3	356	202	556	0.9860335195530726	0.9860335195530726
GT4_e1300	GT4:437|GT0:1	2.4.1.57:1	-	150	3300012545.a:Ga0118075_10008_56	368	4.1e-54	3	149	192	329	0.9733333333333334	0.9733333333333334
