dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2	GT2:12	-	-	158	3300005062.a:Ga0070768_1029005_5	467	4.6e-43	1	154	9	182	0.9683544303797469	0.9683544303797469
GT2	GT2:38	-	-	185	3300005062.a:Ga0070768_1030464_8	585	1.2e-67	1	183	283	487	0.9837837837837838	0.9837837837837838
GH103_e37	GH103:9	-	-	203	3300005062.a:Ga0070768_1030934_10	352	1.2e-86	15	203	134	321	0.9261083743842364	0.9261083743842364
GT30_e77	GT30:32	-	-	179	3300005062.a:Ga0070768_1033269_24	426	3.3e-69	4	179	40	215	0.9776536312849162	0.9776536312849162
GT4_e3254	GT4:9	-	-	94	3300005062.a:Ga0070768_1038613_4	380	6.3e-31	2	93	257	347	0.9680851063829787	0.9680851063829787
GT4_e1358	GT4:7	-	-	144	3300005062.a:Ga0070768_1038613_5	551	1.4e-64	3	143	217	355	0.9722222222222222	0.9722222222222222
GT4_e507	GT4:20	-	-	93	3300005062.a:Ga0070768_1040893_32	190	1.7e-29	15	80	33	98	0.6989247311827957	0.6989247311827957
GT9_e107	GT9:34	-	-	243	3300005062.a:Ga0070768_1041087_30	544	8.5e-102	3	243	89	344	0.9876543209876543	0.9876543209876543
GT2	GT2:7	-	-	215	3300005062.a:Ga0070768_1043557_50	421	3.7e-95	1	215	9	225	0.9953488372093023	0.9953488372093023
CBM48_e92	CBM48:28	-	glycogen	72	3300005062.a:Ga0070768_1056049_39	103	1.3e-28	2	72	18	88	0.9722222222222222	0.9722222222222222
GT51_e94	GT51:192	-	-	165	3300005062.a:Ga0070768_1056628_16	237	6.1e-73	2	165	68	231	0.9878787878787879	0.9878787878787879
GT83_e84	GT83:16	-	-	507	3300005062.a:Ga0070768_1056628_88	696	7.8e-216	2	507	51	578	0.9960552268244576	0.9960552268244576
GT2	GT2:41	-	-	161	3300005062.a:Ga0070768_1058618_15	301	4.9e-46	1	159	6	166	0.9813664596273292	0.9813664596273292
AA4_e1	AA4:19	-	-	525	3300005062.a:Ga0070768_1061644_3	461	2.1e-19	12	238	5	221	0.43047619047619046	0.43047619047619046
GT4_e3720	GT4:8	-	-	151	3300005062.a:Ga0070768_1062073_12	383	1.4e-68	1	150	190	339	0.9867549668874173	0.9867549668874173
GT4_e2603	GT4:13|GT2:7|GT0:2	-	-	147	3300005062.a:Ga0070768_1062480_9	1637	7.8e-19	6	140	573	705	0.9115646258503401	0.9115646258503401
GT2	GT2:96	-	-	137	3300005062.a:Ga0070768_1062480_9	1637	6e-43	1	137	804	939	0.9927007299270073	0.9927007299270073
GT5_e14	GT5:19	-	-	473	3300005062.a:Ga0070768_1068616_62	488	1.3e-271	1	473	6	479	0.9978858350951374	0.9978858350951374
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	3300005062.a:Ga0070768_1069755_9	855	1.3e-222	1	528	124	653	0.992467043314501	0.992467043314501
