HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CE1.hmm	227	3300029738.a:Ga0245262_100019_15	264	9.7e-43	2	223	11	261	0.973568281938326
GT2.hmm	170	3300029738.a:Ga0245262_100019_262	304	2.3e-37	1	168	5	164	0.9823529411764705
GT2.hmm	170	3300029738.a:Ga0245262_100019_266	241	1.4e-29	2	158	19	168	0.9176470588235294
GT2.hmm	170	3300029738.a:Ga0245262_100019_284	856	6.7e-27	12	141	2	128	0.7588235294117647
AA3.hmm	618	3300029738.a:Ga0245262_100054_20	400	2.3e-31	92	398	2	398	0.49514563106796117
GH109.hmm	399	3300029738.a:Ga0245262_100054_4	319	3.3e-25	4	161	2	149	0.39348370927318294
GT4.hmm	160	3300029738.a:Ga0245262_100054_48	360	8.5e-40	2	157	188	336	0.96875
GT66.hmm	693	3300029738.a:Ga0245262_100054_97	923	3e-143	2	680	22	796	0.9783549783549783
GT2.hmm	170	3300029738.a:Ga0245262_100155_61	286	3.4e-27	1	132	4	133	0.7705882352941177
GT2.hmm	170	3300029738.a:Ga0245262_100155_62	322	1.9e-28	1	169	4	178	0.9882352941176471
GT2.hmm	170	3300029738.a:Ga0245262_100155_63	321	1.7e-30	1	102	7	108	0.5941176470588235
GT2.hmm	170	3300029738.a:Ga0245262_100155_67	345	1.4e-27	1	153	5	160	0.8941176470588236
GT2.hmm	170	3300029738.a:Ga0245262_100155_68	349	5.4e-25	1	127	6	133	0.7411764705882353
GT2.hmm	170	3300029738.a:Ga0245262_100155_70	534	3.9e-24	1	121	136	252	0.7058823529411765
GT2.hmm	170	3300029738.a:Ga0245262_100155_75	370	1.3e-31	1	120	6	127	0.7
GT2.hmm	170	3300029738.a:Ga0245262_100155_77	513	2.5e-21	1	135	139	272	0.788235294117647
GT2.hmm	170	3300029738.a:Ga0245262_100155_78	478	8.4e-33	1	140	6	144	0.8176470588235294
GT2.hmm	170	3300029738.a:Ga0245262_100155_79	378	4.4e-41	1	152	5	154	0.888235294117647
GT2.hmm	170	3300029738.a:Ga0245262_100205_63	635	8.4e-27	1	117	4	111	0.6823529411764706
GT100.hmm	222	3300029738.a:Ga0245262_100271_18	325	1.6e-51	14	220	92	294	0.9279279279279279
GT8.hmm	257	3300029738.a:Ga0245262_100271_19	351	5.6e-50	31	255	3	273	0.8715953307392996
GT2.hmm	170	3300029738.a:Ga0245262_100271_35	341	1.7e-33	1	118	5	124	0.6882352941176471
GT2.hmm	170	3300029738.a:Ga0245262_100271_38	368	7e-29	1	121	6	128	0.7058823529411765
GT2.hmm	170	3300029738.a:Ga0245262_100404_35	348	5.9e-32	1	132	6	139	0.7705882352941177
GT2.hmm	170	3300029738.a:Ga0245262_100521_1	1578	2.2e-37	1	126	5	129	0.7352941176470589
GT2.hmm	170	3300029738.a:Ga0245262_100521_1	1578	2e-31	1	129	347	478	0.7529411764705882
GT4.hmm	160	3300029738.a:Ga0245262_100521_1	1578	4.7e-29	6	160	978	1137	0.9625
GT2.hmm	170	3300029738.a:Ga0245262_100521_1	1578	8.1e-35	1	138	1176	1318	0.8058823529411765
GT2.hmm	170	3300029738.a:Ga0245262_100521_2	397	1.7e-29	1	129	6	137	0.7529411764705882
GT2.hmm	170	3300029738.a:Ga0245262_100521_4	1194	2e-35	1	168	7	178	0.9823529411764705
GT2.hmm	170	3300029738.a:Ga0245262_100521_4	1194	6.3e-31	1	128	338	467	0.7470588235294118
