Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300013497.a:Ga0121334_100013_121	-	GT51(122-310)	GT51_e170	GT51	N	3
3300013497.a:Ga0121334_100013_231	2.4.1.129:2	GT51(125-292)	GT51_e50	GT51	N	3
3300013497.a:Ga0121334_100013_241	-	GH25(122-317)	GH25_e37	GH25	Y(1-23)	3
3300013497.a:Ga0121334_100013_245	-	GT2(6-105)	GT2	GT2	N	3
3300013497.a:Ga0121334_100013_246	-	GT4(188-297)	GT4_e150	GT4	N	3
3300013497.a:Ga0121334_100013_248	-	GT4(197-346)	GT4_e486	GT4	N	3
3300013497.a:Ga0121334_100013_252	-	GT2(10-173)	GT2	GT2	N	3
3300013497.a:Ga0121334_100013_254	-	GT4(195-342)	GT4_e641	GT4	N	3
3300013497.a:Ga0121334_100013_255	-|-	GT2(6-138)	GT2+GT4_e934	GT2+GT4	N	3
3300013497.a:Ga0121334_100013_260	-	GT2(6-132)	GT2	GT2	N	3
3300013497.a:Ga0121334_100013_307	-	CE4(272-384)	CE4_e144	CE4	N	3
3300013497.a:Ga0121334_100013_43	2.4.1.129:1	GT51(51-228)	GT51_e10	GT51	N	3
3300013497.a:Ga0121334_100013_45	-|-|-	GH73(33-166)	GH73_e20+CBM50_e263+CBM50_e263	CBM50+GH73	Y(1-27)	3
3300013497.a:Ga0121334_100013_80	-	GT51(84-255)	GT51_e78	GT51	Y(1-26)	3
3300013497.a:Ga0121334_100013_85	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(7-475)	GH1_e115	GH1	N	3
3300013497.a:Ga0121334_100013_86	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	GH1(3-497)	GH1_e0	GH1	N	3
3300013497.a:Ga0121334_100015_135	-	CE1(10-248)	CE1_e22	-	N	2
3300013497.a:Ga0121334_100015_164	-	GT28(189-351)	GT28_e1	GT28	N	3
3300013497.a:Ga0121334_100015_203	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(3-471)	GH1_e85	GH1	N	3
3300013497.a:Ga0121334_100015_228	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9|3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	CBM34(6-133)+GH13_20(183-487)	CBM34_e0+GH13_e225	CBM34+GH13_20	N	3
3300013497.a:Ga0121334_100015_229	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(28-363)	GH13_e122	GH13_31	N	3
3300013497.a:Ga0121334_100015_230	2.4.1.8:9	GH65(320-686)	GH65_e0	GH65	N	3
3300013497.a:Ga0121334_100015_250	-	GT2(7-148)	GT2	GT2	N	3
3300013497.a:Ga0121334_100015_282	-	GH170(1-347)	GH170_e17	GH170	N	3
3300013497.a:Ga0121334_100015_298	-	GH38(5-263)	GH38_e31	GH38	N	3
3300013497.a:Ga0121334_100015_299	2.4.1.352:2	GH13_18(80-415)	GH13_e137	GH13_18	N	3
3300013497.a:Ga0121334_100015_35	-	CE4(276-389)	CE4_e144	CE4	Y(1-33)	3
3300013497.a:Ga0121334_100015_39	-	GH20(39-313)	GH20_e32	GH20	Y(1-31)	3
3300013497.a:Ga0121334_100015_70	-	CE9(1-299)	CE9_e85	CE9	N	3
3300013497.a:Ga0121334_100015_91	-	GT5(2-475)	GT5_e1	GT5	N	3
3300013497.a:Ga0121334_100015_92	2.4.1.1:158	GT35(93-795)	GT35_e0	GT35	N	3
3300013497.a:Ga0121334_100015_93	-|-	GH13_39(186-492)	CBM34_e3+GH13_e89	CBM34+GH13	N	3
3300013497.a:Ga0121334_100046_122	-	GH38(4-254)	GH38_e15	GH38	N	3
3300013497.a:Ga0121334_100046_124	3.2.1.86:1	GH1(2-456)	GH1_e103	GH1	N	3
3300013497.a:Ga0121334_100046_26	-	GH25(62-244)	GH25_e76	GH25	Y(1-36)	3
3300013497.a:Ga0121334_100046_28	3.2.1.-:1	GH73(68-206)	GH73_e48	GH73	N	3
3300013497.a:Ga0121334_100053_105	1.14.99.53:4	AA10(29-205)	AA10_e1	AA10	Y(1-21)	3
3300013497.a:Ga0121334_100053_34	-	GH38(3-254)	GH38_e15	GH38	N	3
3300013497.a:Ga0121334_100053_35	3.2.1.-:2	GH125(37-429)	GH125_e0	GH125	N	3
3300013497.a:Ga0121334_100053_38	3.2.1.86:10|3.2.1.85:2|3.2.1.21:1	GH1(2-461)	GH1_e13	GH1	N	3
3300013497.a:Ga0121334_100056_26	3.2.1.17:4|3.2.1.17:4|3.2.1.17:4	GH25(33-216)	GH25_e144+CBM50_e758+CBM50_e758	CBM50+GH25	Y(1-27)	3
3300013497.a:Ga0121334_100056_28	-	GT2(5-165)	GT2	GT2	N	3
3300013497.a:Ga0121334_100056_56	-	GT113(11-327)	GT113_e33	GT113	N	3
3300013497.a:Ga0121334_100056_57	2.4.1.-:1	GT4(311-458)	GT4_e945	GT4	N	3
3300013497.a:Ga0121334_100056_88	-	GH73(161-299)	GH73_e28	GH73	N	3
3300013497.a:Ga0121334_100062_106	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(67-401)	GH13_e122	GH13_31	N	3
3300013497.a:Ga0121334_100062_26	3.2.1.93:2	GH13_29(24-363)	GH13_e1	GH13_29	N	3
3300013497.a:Ga0121334_100062_76	-	GH109(3-150)	-	-	N	1
3300013497.a:Ga0121334_100068_73	-	GH154(19-354)	GH154_e14	GH154	N	3
3300013497.a:Ga0121334_100068_80	3.2.1.23:8|3.2.1.-:2|3.2.1.38:1	GH35(10-328)	GH35_e23	GH35	N	3
3300013497.a:Ga0121334_100068_81	3.2.1.180:3|3.2.1.-:1	GH88(54-375)	GH88_e0	GH88	N	3
3300013497.a:Ga0121334_100068_82	-	PL8(603-870)	PL8_e19	PL8	Y(1-29)	3
3300013497.a:Ga0121334_100086_46	-	GT2(7-172)	GT2	GT2	N	3
