HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA4.hmm	522	3300027043.a:Ga0207800_1000010_12	457	9.1e-26	52	251	34	226	0.38122605363984674
GT2.hmm	170	3300027043.a:Ga0207800_1000014_91	322	2.3e-18	3	130	33	154	0.7470588235294118
GH109.hmm	399	3300027043.a:Ga0207800_1000018_13	329	7.5e-26	6	160	18	161	0.38596491228070173
GT2.hmm	170	3300027043.a:Ga0207800_1000018_19	301	4.4e-27	4	167	8	161	0.9588235294117647
GT2.hmm	170	3300027043.a:Ga0207800_1000018_20	353	3.1e-31	1	169	22	190	0.9882352941176471
GH18.hmm	296	3300027043.a:Ga0207800_1000025_22	452	7.7e-44	4	281	33	358	0.9358108108108109
GH15.hmm	361	3300027043.a:Ga0207800_1000026_48	664	2.7e-76	17	360	284	636	0.9501385041551247
AA6.hmm	195	3300027043.a:Ga0207800_1000028_29	192	9.4e-24	47	140	52	153	0.47692307692307695
CE4.hmm	130	3300027043.a:Ga0207800_1000032_52	300	1.1e-20	23	127	49	161	0.8
GT2.hmm	170	3300027043.a:Ga0207800_1000032_54	534	2.4e-24	2	167	223	384	0.9705882352941176
GT4.hmm	160	3300027043.a:Ga0207800_1000032_58	413	6.3e-27	7	158	220	377	0.94375
GT2.hmm	170	3300027043.a:Ga0207800_1000032_59	309	3e-17	3	131	12	154	0.7529411764705882
GT4.hmm	160	3300027043.a:Ga0207800_1000046_24	377	2.4e-37	7	156	191	338	0.93125
CE4.hmm	130	3300027043.a:Ga0207800_1000046_25	249	6.2e-22	11	127	16	144	0.8923076923076924
GT4.hmm	160	3300027043.a:Ga0207800_1000048_2	395	8.1e-28	6	156	207	363	0.9375
GT4.hmm	160	3300027043.a:Ga0207800_1000048_3	401	2.4e-42	5	160	214	368	0.96875
GT66.hmm	693	3300027043.a:Ga0207800_1000052_11	843	5e-152	4	686	31	728	0.9841269841269841
GT94.hmm	283	3300027043.a:Ga0207800_1000052_12	385	9.4e-21	67	218	156	324	0.5335689045936396
GT4.hmm	160	3300027043.a:Ga0207800_1000052_13	363	3.7e-32	7	154	193	336	0.91875
GT4.hmm	160	3300027043.a:Ga0207800_1000052_14	353	3.7e-43	2	158	167	324	0.975
GT2.hmm	210	3300027043.a:Ga0207800_1000052_16	260	1.4e-22	2	180	4	194	0.8476190476190476
GT2.hmm	170	3300027043.a:Ga0207800_1000052_17	780	3e-31	1	169	249	409	0.9882352941176471
GT2.hmm	170	3300027043.a:Ga0207800_1000052_18	321	5.3e-23	2	169	8	182	0.9823529411764705
GT83.hmm	540	3300027043.a:Ga0207800_1000056_28	548	1.5e-33	11	360	25	419	0.6462962962962963
AA7.hmm	458	3300027043.a:Ga0207800_1000056_8	1016	4.6e-17	13	198	52	235	0.4039301310043668
GT3.hmm	637	3300027043.a:Ga0207800_1000062_16	604	2.2e-87	3	346	13	400	0.5384615384615384
GT4.hmm	160	3300027043.a:Ga0207800_1000062_18	396	2e-30	10	132	213	331	0.7625
GH133.hmm	372	3300027043.a:Ga0207800_1000063_11	684	2.5e-115	6	372	296	652	0.9838709677419355
GH130.hmm	296	3300027043.a:Ga0207800_1000063_12	323	1.3e-103	3	296	12	311	0.9898648648648649
GH57.hmm	383	3300027043.a:Ga0207800_1000075_19	379	7.3e-42	6	310	10	312	0.793733681462141
GH57.hmm	383	3300027043.a:Ga0207800_1000075_20	399	6.2e-63	2	306	6	319	0.793733681462141
GH15.hmm	361	3300027043.a:Ga0207800_1000075_22	680	7.4e-72	4	354	274	656	0.9695290858725761
GT76.hmm	407	3300027043.a:Ga0207800_1000096_10	386	2.5e-22	44	245	51	256	0.49385749385749383
GT2.hmm	170	3300027043.a:Ga0207800_1000096_9	376	1.9e-31	1	166	8	171	0.9705882352941176
GH130.hmm	296	3300027043.a:Ga0207800_1000120_2	345	1.8e-107	3	295	12	310	0.9864864864864865
GT4.hmm	160	3300027043.a:Ga0207800_1000120_3	459	1.6e-29	5	151	172	312	0.9125
GT4.hmm	160	3300027043.a:Ga0207800_1000130_13	389	1.4e-32	12	155	211	355	0.89375
GT2.hmm	170	3300027043.a:Ga0207800_1000130_14	382	2.2e-23	1	168	11	171	0.9823529411764705
AA6.hmm	195	3300027043.a:Ga0207800_1000130_15	210	2.2e-77	1	195	3	205	0.9948717948717949
GH15.hmm	361	3300027043.a:Ga0207800_1000130_17	557	9.1e-78	16	359	211	538	0.9501385041551247
GT66.hmm	693	3300027043.a:Ga0207800_1000130_3	832	3.2e-119	6	601	24	747	0.8585858585858586
GT4.hmm	160	3300027043.a:Ga0207800_1000130_4	366	3.3e-37	9	156	189	333	0.91875
GT4.hmm	160	3300027043.a:Ga0207800_1000130_9	350	1.4e-30	12	157	174	320	0.90625
GT2.hmm	170	3300027043.a:Ga0207800_1000145_16	314	5.6e-29	1	168	8	166	0.9823529411764705
GT35.hmm	674	3300027043.a:Ga0207800_1000181_1	559	2.9e-119	19	583	26	511	0.8367952522255193
GT2.hmm	170	3300027043.a:Ga0207800_1000249_2	529	2e-26	2	168	220	382	0.9764705882352941
GT4.hmm	160	3300027043.a:Ga0207800_1000877_5	387	1.3e-29	9	128	210	328	0.74375
GT2.hmm	170	3300027043.a:Ga0207800_1001256_6	539	5.2e-20	36	166	1	128	0.7647058823529411
GH133.hmm	372	3300027043.a:Ga0207800_1002027_1	474	2.5e-56	6	190	292	466	0.4946236559139785
