Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300027863.a:Ga0207433_10015317_2	ADB37851.1|GH105	66.5	364	121	1	11	373	13	376	6.5e-150	534.3
3300027863.a:Ga0207433_10015317_3	QIK60346.1|GH28	61.7	486	185	1	1	486	1	485	4.3e-181	638.3
3300027863.a:Ga0207433_10015317_5	QIK58423.1|GH106	60.3	923	362	4	1	923	1	919	0.0e+00	1182.9
3300027863.a:Ga0207433_10013725_3	ADY37152.1|GH28	58.7	433	179	0	27	459	30	462	2.3e-152	542.7
3300027863.a:Ga0207433_10013725_6	QIK58730.1|GH105	53.1	369	166	3	3	370	21	383	1.9e-117	426.4
3300027863.a:Ga0207433_10006846_4	QEC67782.1|GH65	70.9	677	195	1	7	683	1	675	1.3e-294	1015.8
3300027863.a:Ga0207433_10006846_5	AHF11512.1|GH31	52.6	853	386	10	3	848	6	847	5.2e-275	951.0
3300027863.a:Ga0207433_10006846_6	QEC76326.1|GH89	66.9	712	231	1	19	730	25	731	5.6e-307	1057.0
3300027863.a:Ga0207433_10006846_8	QEC65666.1|GH13_31	66.3	543	177	3	43	585	5	541	1.4e-223	779.6
3300027863.a:Ga0207433_10006846_9	QKJ65129.1|GH13_31	63.8	561	194	5	39	598	5	557	2.4e-223	778.9
3300027863.a:Ga0207433_10006846_10	UBZ07078.1|GH37	55.5	528	230	4	13	538	9	533	6.2e-170	601.3
3300027863.a:Ga0207433_10070428_3	BAJ64950.1|GT4	57.9	368	154	1	4	371	5	371	3.2e-125	452.2
3300027863.a:Ga0207433_10012083_1	SCM58798.1|GH51	59.4	512	205	2	3	513	4	513	4.2e-192	674.9
3300027863.a:Ga0207433_10012083_9	BBE18432.1|GH127	65.4	661	216	4	1	658	1	651	2.2e-262	908.7
3300027863.a:Ga0207433_10037956_2	QGY42517.1|GH78	61.6	901	343	2	7	905	9	908	0.0e+00	1211.8
3300027863.a:Ga0207433_10023197_2	QKJ30178.1|GH106	48.0	710	350	8	6	707	5	703	2.8e-200	702.6
3300027863.a:Ga0207433_10023197_3	UBE46963.1|GH2	58.8	938	381	4	22	958	24	957	0.0e+00	1219.9
3300027863.a:Ga0207433_10023197_5	ADY54240.1|PL22_2	67.6	389	125	1	20	407	20	408	4.8e-162	574.7
3300027863.a:Ga0207433_10037714_1	QJX48934.1|GH10	52.6	333	155	3	2	333	33	363	2.8e-104	382.5
3300027863.a:Ga0207433_10027565_2	UOG76438.1|GH2	56.7	960	413	2	14	971	6	964	0.0e+00	1148.7
