dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH13_e87	GH13_11:7|CBM48:5|GH13:1	-	sucrose	190	3300029724.a:Ga0245182_100032_125	619	2.7e-57	3	190	273	458	0.9842105263157894	0.9842105263157894
GH25_e250	GH25:12|CBM50:3	-	-	177	3300029724.a:Ga0245182_100075_108	317	6.8e-63	1	171	8	180	0.96045197740113	0.96045197740113
GT2	GT2:11	-	-	159	3300029724.a:Ga0245182_100075_20	267	7.8e-50	1	158	7	166	0.9874213836477987	0.9874213836477987
GH53_e1	GH53:31|CBM61:1	-	-	352	3300029724.a:Ga0245182_100094_138	370	5.3e-181	1	352	6	364	0.9971590909090909	0.9971590909090909
GH172_e7	GH172:9	-	-	253	3300029724.a:Ga0245182_100094_47	343	1.6e-156	1	253	72	324	0.9960474308300395	0.9960474308300395
GH42_e0	GH42:710	3.2.1.-:1	arabinan	366	3300029724.a:Ga0245182_100094_80	663	8.1e-191	1	366	13	378	0.9972677595628415	0.9972677595628415
GH43_e259	GH43_12:55|GH43:2	3.2.1.55:2|3.2.1.37:1	xylan, xylan	286	3300029724.a:Ga0245182_100108_48	524	1.9e-155	1	286	6	292	0.9965034965034965	0.9965034965034965
CBM91_e25	CBM91:72|GH43_12:72	-	xylan	196	3300029724.a:Ga0245182_100108_48	524	1.1e-65	2	193	324	521	0.9744897959183674	0.9744897959183674
GH8_e36	GH8:166	3.2.1.156:5	xylan	312	3300029724.a:Ga0245182_100108_50	381	2.6e-160	2	312	57	373	0.9935897435897436	0.9935897435897436
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300029724.a:Ga0245182_100133_10	752	2.6e-261	1	711	77	750	0.9971910112359551	0.9971910112359551
GT4_e945	GT4:137	2.4.1.-:1	-	142	3300029724.a:Ga0245182_100133_110	503	2.6e-43	2	127	320	447	0.8802816901408451	0.8802816901408451
GH42_e17	GH42:218	3.2.1.23:9	arabinogalactan protein	371	3300029724.a:Ga0245182_100133_35	670	4.9e-198	1	370	14	382	0.9946091644204852	0.9946091644204852
GH51_e19	GH51:1621	3.2.1.55:27	arabinan	489	3300029724.a:Ga0245182_100133_40	507	1.1e-228	2	488	4	504	0.9938650306748467	0.9938650306748467
