Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300029724.a:Ga0245182_100793_1	CBK93002.1|GH136	97.9	1330	28	0	1	1330	1	1330	0.0e+00	2558.5
3300029724.a:Ga0245182_100793_12	CBK93013.1|GH115	100.0	670	0	0	1	670	1	670	0.0e+00	1433.7
3300029724.a:Ga0245182_100793_15	CCO12112.2|GH13_31	60.1	426	167	3	6	429	4	428	1.7e-138	496.5
3300029724.a:Ga0245182_100526_31	CBK90979.1|GH13_31	99.6	541	2	0	1	541	1	541	0.0e+00	1150.2
3300029724.a:Ga0245182_100526_32	CBK90978.1|GH13_31	99.6	561	2	0	1	561	1	561	0.0e+00	1159.1
3300029724.a:Ga0245182_100407_19	CBK91983.1|GH112	97.2	721	20	0	1	721	1	721	0.0e+00	1474.5
3300029724.a:Ga0245182_100407_26	CAD7245033.1|GT58	68.9	473	132	5	4	463	1052	1522	2.2e-176	622.5
3300029724.a:Ga0245182_100234_49	CBK90157.1|GH23	100.0	270	0	0	1	270	1	270	7.2e-143	510.4
3300029724.a:Ga0245182_100234_65	AMJ18631.1|GT2	46.0	1190	599	18	6	1178	2	1164	1.2e-282	976.9
3300029724.a:Ga0245182_100553_4	UBS43322.1|GT2	73.2	310	82	1	19	327	1	310	1.2e-126	456.8
3300029724.a:Ga0245182_100553_9	CAD7235639.1|GT2	42.4	547	296	10	8	551	140	670	5.1e-114	415.6
3300029724.a:Ga0245182_100553_15	QUI22575.1|CBM50	38.7	599	356	7	8	601	33	625	3.6e-118	429.5
3300029724.a:Ga0245182_100553_18	CBK92911.1|CE4	99.6	276	1	0	1	276	8	283	7.1e-162	573.5
3300029724.a:Ga0245182_100553_25	CAG7911095.1|GH5_11	44.0	853	441	16	2	825	577	1421	5.0e-209	731.9
3300029724.a:Ga0245182_100553_26	ACR76309.1|GH43_10	100.0	498	0	0	1	498	1	498	2.9e-312	1074.3
3300029724.a:Ga0245182_100177_25	UML65985.1|GH133	97.6	679	16	0	1	679	1	679	0.0e+00	1398.3
