HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT30.hmm	177	3300025039.a:Ga0207878_100012_401	426	3.2e-70	2	176	33	211	0.9830508474576272
GT83.hmm	540	3300025039.a:Ga0207878_100012_52	484	1.5e-88	8	366	15	393	0.662962962962963
GT2.hmm	170	3300025039.a:Ga0207878_100012_53	343	2.8e-30	1	168	18	180	0.9823529411764705
GH103.hmm	295	3300025039.a:Ga0207878_100012_7	350	1.3e-98	11	295	44	341	0.9627118644067797
GT4.hmm	160	3300025039.a:Ga0207878_100030_82	366	3e-27	8	145	189	319	0.85625
GT2.hmm	170	3300025039.a:Ga0207878_100030_84	305	1.2e-32	1	116	8	122	0.6764705882352942
GT4.hmm	160	3300025039.a:Ga0207878_100030_86	367	1.2e-26	6	152	189	329	0.9125
GT9.hmm	225	3300025039.a:Ga0207878_100030_87	357	8.2e-46	3	219	77	313	0.96
GT9.hmm	225	3300025039.a:Ga0207878_100030_88	330	1.1e-56	2	222	56	307	0.9777777777777777
GT28.hmm	157	3300025039.a:Ga0207878_100042_139	356	3.9e-50	2	156	182	339	0.9808917197452229
CE11.hmm	271	3300025039.a:Ga0207878_100042_145	305	1.5e-116	1	270	4	275	0.992619926199262
AA3_2.hmm	568	3300025039.a:Ga0207878_100042_26	550	1e-175	2	568	5	539	0.9964788732394366
AA3_2.hmm	568	3300025039.a:Ga0207878_100042_32	535	1.4e-165	3	566	2	529	0.9911971830985915
GT51.hmm	177	3300025039.a:Ga0207878_100044_114	224	4.7e-59	12	175	51	214	0.9209039548022598
GT51.hmm	177	3300025039.a:Ga0207878_100044_165	786	1.4e-59	10	174	179	347	0.9265536723163842
GT51.hmm	177	3300025039.a:Ga0207878_100044_81	846	2e-67	2	177	59	234	0.9887005649717514
AA3_2.hmm	568	3300025039.a:Ga0207878_100052_103	532	3e-169	2	566	2	529	0.9929577464788732
GT51.hmm	177	3300025039.a:Ga0207878_100052_108	734	4.7e-50	9	176	15	182	0.943502824858757
CE1.hmm	227	3300025039.a:Ga0207878_100052_112	481	2.3e-19	3	214	33	260	0.9295154185022027
GH23.hmm	135	3300025039.a:Ga0207878_100052_70	475	1.5e-25	4	127	297	459	0.9111111111111111
GT4.hmm	160	3300025039.a:Ga0207878_100058_113	396	5.2e-32	7	152	211	355	0.90625
GT2.hmm	170	3300025039.a:Ga0207878_100058_131	334	1.7e-21	1	116	14	132	0.6764705882352942
GT2.hmm	170	3300025039.a:Ga0207878_100058_133	300	7.1e-30	1	131	4	135	0.7647058823529411
GT4.hmm	160	3300025039.a:Ga0207878_100058_135	354	4e-32	7	159	174	326	0.95
GH3.hmm	216	3300025039.a:Ga0207878_100059_120	340	2.4e-51	7	216	58	284	0.9675925925925926
GT19.hmm	354	3300025039.a:Ga0207878_100059_5	391	3.5e-136	1	353	9	365	0.9943502824858758
AA6.hmm	195	3300025039.a:Ga0207878_100059_64	206	3.3e-66	2	194	10	199	0.9846153846153847
GT4.hmm	160	3300025039.a:Ga0207878_100059_98	391	2.4e-22	10	122	195	300	0.7
CE1.hmm	227	3300025039.a:Ga0207878_100064_28	287	7.4e-51	1	224	27	280	0.9823788546255506
CE1.hmm	227	3300025039.a:Ga0207878_100064_90	549	1e-48	6	223	46	310	0.9559471365638766
GH23.hmm	135	3300025039.a:Ga0207878_100081_22	207	2.6e-29	15	120	86	189	0.7777777777777778
GH23.hmm	135	3300025039.a:Ga0207878_100093_19	698	5.5e-26	14	125	534	685	0.8222222222222222
AA3.hmm	618	3300025039.a:Ga0207878_100125_3	523	6e-43	93	397	7	521	0.4919093851132686
GH23.hmm	135	3300025039.a:Ga0207878_100127_24	639	4.6e-30	12	120	477	606	0.8
AA3_2.hmm	568	3300025039.a:Ga0207878_100138_64	564	8.6e-165	2	566	9	533	0.9929577464788732
AA2.hmm	255	3300025039.a:Ga0207878_100140_45	754	1.3e-16	12	114	99	203	0.4
AA3.hmm	618	3300025039.a:Ga0207878_100141_63	639	2.7e-52	78	404	137	636	0.5275080906148867
GT2.hmm	170	3300025039.a:Ga0207878_100165_47	235	2.2e-17	1	133	4	130	0.7764705882352941
PL12_3.hmm	144	3300025039.a:Ga0207878_100183_22	557	3.2e-29	11	144	333	463	0.9236111111111112
GT2.hmm	170	3300025039.a:Ga0207878_100183_29	1472	3.3e-39	1	168	142	311	0.9823529411764705
GH8.hmm	320	3300025039.a:Ga0207878_100183_32	360	3.7e-77	3	319	40	344	0.9875
