dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH84_e9	GH84:335|CBM32:3	3.2.1.169:1	host glycan	294	3300029675.a:Ga0245254_100001_461	838	7.5e-152	1	293	152	441	0.9931972789115646	0.9931972789115646
GH92_e13	GH92:281	3.2.1.24:1	host glycan	487	3300029675.a:Ga0245254_100001_94	748	6.7e-247	1	485	257	741	0.9938398357289527	0.9938398357289527
GH2_e68	GH2:67	-	-	705	3300029675.a:Ga0245254_100002_18	878	0	5	703	40	736	0.9900709219858156	0.9900709219858156
GH13_e102	GH13:48	3.2.1.54:1|3.2.1.135:1	sucrose, starch, starch	320	3300029675.a:Ga0245254_100002_187	616	6e-160	1	319	163	483	0.99375	0.99375
GH92_e0	GH92:2578|GH43_34:10|GH88:7|GH20:2|GH125:2|CBM32:1|CBM6:1|CBM57:1	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	host glycan, host glycan, host glycan	494	3300029675.a:Ga0245254_100002_24	772	2.7e-206	2	494	262	755	0.9959514170040485	0.9959514170040485
GT4_e3727	GT4:7	-	-	152	3300029675.a:Ga0245254_100002_277	384	1.4e-59	2	150	204	352	0.9736842105263158	0.9736842105263158
GH171_e3	GH171:806|GH3:1	-	-	343	3300029675.a:Ga0245254_100002_353	398	2.3e-153	1	343	45	389	0.9970845481049563	0.9970845481049563
GH15_e39	GH15:132	-	-	363	3300029675.a:Ga0245254_100002_492	596	1.7e-189	2	363	223	583	0.9944903581267218	0.9944903581267218
GH28_e92	GH28:16	-	-	333	3300029675.a:Ga0245254_100012_262	447	2.5e-174	1	333	61	384	0.996996996996997	0.996996996996997
CBM51_e12	CBM51:25	-	host glycan	73	3300029675.a:Ga0245254_100012_266	939	2.6e-19	1	68	29	115	0.9178082191780822	0.9178082191780822
CBM51_e12	CBM51:25	-	host glycan	73	3300029675.a:Ga0245254_100012_266	939	2.7e-26	1	73	123	195	0.9863013698630136	0.9863013698630136
GT3_e2	GT3:273|GT35:70	-	-	338	3300029675.a:Ga0245254_100019_262	553	1e-157	2	336	15	350	0.9881656804733728	0.9881656804733728
GT2	GT2:54	-	-	141	3300029675.a:Ga0245254_100019_60	256	4.2e-62	1	138	5	143	0.9716312056737588	0.9716312056737588
GH92_e38	GH92:113	-	-	526	3300029675.a:Ga0245254_100020_223	790	3.7e-273	1	526	261	784	0.9980988593155894	0.9980988593155894
GH92_e30	GH92:201	3.2.1.-:2	host glycan	521	3300029675.a:Ga0245254_100020_235	759	4.9e-270	3	521	222	741	0.9942418426103646	0.9942418426103646
GH16_e128	GH16_3:94|GH16:4|CBM6:3|CBM4:1	-	-	232	3300029675.a:Ga0245254_100034_102	277	1.3e-111	1	232	42	275	0.9956896551724138	0.9956896551724138
GH2_e74	GH2:579|CBM42:135|CBM67:1|CBM13:1	3.2.1.146:1	alpha-mannan	532	3300029675.a:Ga0245254_100034_39	611	1.4e-200	1	531	55	593	0.9962406015037594	0.9962406015037594
GH3_e1	GH3:5872|GH16:4|CBM6:2|GH144:1	3.2.1.21:20|3.2.1.-:6	beta-glucan, beta-glucan	222	3300029675.a:Ga0245254_100034_94	759	8.1e-105	1	221	106	330	0.990990990990991	0.990990990990991
GH2_e145	GH2:108|CBM32:1	3.2.1.23:2|3.2.1.-:1	beta-galactan, pectin	682	3300029675.a:Ga0245254_100045_16	941	2.1e-289	3	681	26	697	0.9941348973607038	0.9941348973607038
GT4_e2546	GT4:10	-	-	128	3300029675.a:Ga0245254_100045_177	164	7.9e-23	1	70	83	152	0.5390625	0.5390625
GT4_e2031	GT4:5	-	-	153	3300029675.a:Ga0245254_100045_4	392	2.5e-36	2	151	213	362	0.9738562091503268	0.9738562091503268
GT4_e2572	GT4:237	-	-	153	3300029675.a:Ga0245254_100045_50	412	1.2e-19	2	144	221	371	0.9281045751633987	0.9281045751633987
GT2	GT2:444	-	-	314	3300029675.a:Ga0245254_100056_119	342	1.7e-135	2	292	5	296	0.9235668789808917	0.9235668789808917
GT4_e1117	GT4:10	-	-	143	3300029675.a:Ga0245254_100056_129	377	3.4e-63	1	142	188	330	0.986013986013986	0.986013986013986
GT11_e40	GT11:171|GT6:2|GT2:1	2.4.1.69:1	-	283	3300029675.a:Ga0245254_100056_133	183	1.5e-17	105	253	9	147	0.5229681978798587	0.5229681978798587
