3300012661.a:Ga0118099_100480	PUL0214_8	69.1	275	85	0	10693	11517	8	282	2.84e-116	369
3300012661.a:Ga0118099_100024	PUL0106_20	40.5	997	481	19	92496	95330	7	943	2.00e-218	694
3300012661.a:Ga0118099_100369	PUL0232_6	57.1	147	61	2	3990	4427	4	149	1.25e-48	170
3300012661.a:Ga0118099_100840	PUL0106_7	32.3	325	208	7	1422	463	5	322	1.10e-36	140
3300012661.a:Ga0118099_100164	PUL0017_9	45.0	705	301	12	32460	34526	148	781	1.01e-179	574
3300012661.a:Ga0118099_100578	PUL0333_7	38.6	425	244	9	5994	7232	1	420	6.90e-75	255
3300012661.a:Ga0118099_100165	PUL0106_16	41.1	219	93	6	22692	23345	20	203	2.61e-30	120
3300012661.a:Ga0118099_100511	PUL0060_3	44.2	95	52	1	505	221	147	240	5.86e-18	84.7
3300012661.a:Ga0118099_100025	PUL0335_5	52.2	513	236	4	51381	49855	6	513	9.40e-163	515
3300012661.a:Ga0118099_100020	PUL0070_26	47.3	609	291	9	108803	107016	1	592	1.82e-161	515
3300012661.a:Ga0118099_100137	PUL0267_10	58.0	951	381	7	13816	16665	2	935	0.0	1089
3300012661.a:Ga0118099_100060	PUL0491_19	43.2	384	206	5	14284	15426	2	376	5.61e-87	291
3300012661.a:Ga0118099_100035	PUL0230_5	37.1	318	188	4	34786	33869	141	458	9.20e-54	198
3300012661.a:Ga0118099_100036	PUL0047_13	55.2	464	205	3	59842	61230	5	466	2.31e-162	512
3300012661.a:Ga0118099_100054	PUL0335_5	54.6	522	226	2	26561	24996	7	517	8.81e-176	552
3300012661.a:Ga0118099_100014	PUL0584_6	47.1	522	248	10	101695	100184	3	514	6.21e-134	432
3300012661.a:Ga0118099_100221	PUL0295_3	48.4	215	109	2	30044	29403	181	394	8.17e-53	192
3300012661.a:Ga0118099_100001	PUL0267_6	44.9	797	383	13	165537	163240	27	798	1.53e-211	669
3300012661.a:Ga0118099_100238	PUL0390_24	25.7	245	179	2	25261	24533	3	246	4.84e-28	115
3300012661.a:Ga0118099_100163	PUL0152_1	41.8	466	252	4	5696	7090	10	457	2.32e-102	338
3300012661.a:Ga0118099_100104	PUL0143_3	57.3	330	137	2	32457	31480	10	339	3.11e-122	390
3300012661.a:Ga0118099_100019	PUL0038_7	48.8	506	244	6	39605	38094	2	494	3.04e-149	476
3300012661.a:Ga0118099_100072	PUL0121_4	57.5	226	96	0	47437	48114	22	247	7.12e-78	259
3300012661.a:Ga0118099_100890	PUL0179_8	34.0	106	53	4	6331	6017	40	129	9.67e-06	47.8
3300012661.a:Ga0118099_100147	PUL0341_12	47.9	528	254	7	19834	18287	6	524	2.79e-145	464
3300012661.a:Ga0118099_101874	PUL0235_14	27.6	214	132	5	367	960	23	229	1.58e-13	69.7
3300012661.a:Ga0118099_100075	PUL0339_10	59.8	418	161	2	22084	23316	3	420	1.32e-150	476
3300012661.a:Ga0118099_100013	PUL0017_9	50.4	673	311	7	114963	116972	119	771	1.05e-201	639
3300012661.a:Ga0118099_100667	PUL0333_3	57.4	305	128	1	1826	918	4	308	4.58e-110	352
3300012661.a:Ga0118099_100442	PUL0347_13	57.7	142	59	1	1746	2168	22	163	8.56e-42	150
3300012661.a:Ga0118099_100426	PUL0258_3	35.7	263	168	1	5866	5081	3	265	3.86e-48	173
3300012661.a:Ga0118099_100294	PUL0236_2	36.6	344	200	9	23736	24761	3	330	2.28e-52	188
3300012661.a:Ga0118099_100065	PUL0050_20	57.8	275	112	3	24722	25540	1	273	2.82e-89	293
3300012661.a:Ga0118099_100061	PUL0206_1	40.6	678	389	6	40780	42801	31	698	1.81e-154	498
3300012661.a:Ga0118099_100301	PUL0161_20	23.4	479	287	12	9499	10866	103	524	1.14e-14	79.7
3300012661.a:Ga0118099_100709	PUL0124_19	27.8	503	297	16	7227	5803	3	467	2.64e-42	164
3300012661.a:Ga0118099_100016	PUL0142_4	47.5	444	221	7	111531	110212	3	438	8.15e-125	403
3300012661.a:Ga0118099_100322	PUL0429_39	27.2	556	357	10	12063	10432	9	528	2.15e-45	173
3300012661.a:Ga0118099_100954	PUL0230_7	30.5	777	477	17	3762	6044	4	733	1.13e-96	329
3300012661.a:Ga0118099_100083	PUL0121_22	30.3	195	117	7	49097	49630	18	210	1.60e-11	70.9
3300012661.a:Ga0118099_100103	PUL0013_48	28.0	275	164	10	2355	3137	60	314	6.62e-18	89.7
3300012661.a:Ga0118099_100037	PUL0413_15	47.0	455	227	6	78934	77579	118	561	6.09e-118	388
