dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT81_e3	GT81:33	2.4.1.266:1	-	201	3300020025.a:Ga0182234_10001_139	408	2.7e-100	1	200	115	315	0.9900497512437811	0.9900497512437811
AA6_e3	AA6:122	-	-	195	3300020025.a:Ga0182234_10001_21	216	1.9e-63	2	195	14	212	0.9897435897435898	0.9897435897435898
GT4_e383	GT4:29	-	-	145	3300020025.a:Ga0182234_10018_1	375	8e-60	1	141	203	342	0.9655172413793104	0.9655172413793104
GT2	GT2:34	-	-	162	3300020025.a:Ga0182234_10018_2	377	1.8e-73	1	162	6	166	0.9938271604938271	0.9938271604938271
GT2	GT2:18	-	-	155	3300020025.a:Ga0182234_10018_27	306	3.1e-60	1	153	11	163	0.9806451612903225	0.9806451612903225
GT66_e7	GT66:110	2.4.99.18:1	-	671	3300020025.a:Ga0182234_10036_2	824	3.3e-286	1	670	25	697	0.9970193740685543	0.9970193740685543
AA4_e1	AA4:19	-	-	525	3300020025.a:Ga0182234_10051_6	459	1.3e-20	13	250	2	227	0.4514285714285714	0.4514285714285714
GT4_e363	GT4:31	-	-	146	3300020025.a:Ga0182234_10063_54	361	3.1e-67	2	145	186	328	0.9794520547945206	0.9794520547945206
GT4_e2034	GT4:18	-	-	152	3300020025.a:Ga0182234_10063_58	341	4.4e-62	2	151	176	324	0.9802631578947368	0.9802631578947368
GT1_e589	GT1:64	-	-	232	3300020025.a:Ga0182234_10076_29	379	1.3e-101	2	230	145	372	0.9827586206896551	0.9827586206896551
GT4_e1800	GT4:638|GT2:1	-	-	166	3300020025.a:Ga0182234_10086_15	391	2.1e-39	8	165	221	362	0.9457831325301205	0.9457831325301205
GH15_e52	GH15:120	-	-	362	3300020025.a:Ga0182234_10086_16	646	9.6e-154	1	362	277	634	0.9972375690607734	0.9972375690607734
GT2	GT2:18	-	-	163	3300020025.a:Ga0182234_10196_1	305	3.2e-59	1	162	15	174	0.9877300613496932	0.9877300613496932
GT2	GT2:19	-	-	154	3300020025.a:Ga0182234_10300_5	296	5.6e-74	1	153	8	160	0.987012987012987	0.987012987012987
GH15_e3	GH15:9	-	-	385	3300020025.a:Ga0182234_10042_44	408	6.3e-253	1	385	15	399	0.9974025974025974	0.9974025974025974
GT66_e3	GT66:45	2.4.99.18:1	-	595	3300020025.a:Ga0182234_10063_52	787	1.2e-214	3	590	32	622	0.9865546218487395	0.9865546218487395
GT2	GT2:6	-	-	255	3300020025.a:Ga0182234_10196_10	376	1e-131	1	254	45	315	0.9921568627450981	0.9921568627450981
GT4_e1031	GT4:11	-	-	140	3300020025.a:Ga0182234_10196_2	330	6.6e-52	2	138	161	296	0.9714285714285714	0.9714285714285714
