HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
CBM9.hmm	182	3300025632.a:Ga0209194_1000007_125	735	3.4e-19	1	170	37	215	0.9285714285714286
GH109.hmm	399	3300025632.a:Ga0209194_1000007_23	484	6.9e-21	4	159	42	192	0.38847117794486213
GT30.hmm	177	3300025632.a:Ga0209194_1000007_236	410	8.8e-45	12	176	45	205	0.9265536723163842
CE11.hmm	271	3300025632.a:Ga0209194_1000008_138	469	2e-73	1	216	8	224	0.7933579335793358
GT2.hmm	170	3300025632.a:Ga0209194_1000008_190	335	6.8e-17	3	168	6	180	0.9705882352941176
GH144.hmm	404	3300025632.a:Ga0209194_1000008_74	455	2.7e-167	3	403	35	448	0.9900990099009901
PL6.hmm	372	3300025632.a:Ga0209194_1000018_150	775	2.3e-136	3	369	37	405	0.9838709677419355
PL6_1.hmm	347	3300025632.a:Ga0209194_1000018_150	775	2.1e-55	5	247	481	704	0.6974063400576369
PL17_2.hmm	133	3300025632.a:Ga0209194_1000018_151	746	2.8e-25	44	131	175	275	0.6541353383458647
PL17.hmm	139	3300025632.a:Ga0209194_1000018_151	746	7.4e-53	1	138	397	536	0.9856115107913669
GH109.hmm	399	3300025632.a:Ga0209194_1000020_169	464	1.8e-157	2	398	48	455	0.9924812030075187
GH16_3.hmm	230	3300025632.a:Ga0209194_1000020_173	255	5.9e-83	1	230	27	253	0.9956521739130435
GH16_3.hmm	230	3300025632.a:Ga0209194_1000020_174	290	5e-73	1	230	61	288	0.9956521739130435
GH3.hmm	216	3300025632.a:Ga0209194_1000020_175	759	2.6e-64	3	215	99	320	0.9814814814814815
GH16_3.hmm	230	3300025632.a:Ga0209194_1000020_176	137	1.5e-36	96	230	1	131	0.5826086956521739
CE1.hmm	227	3300025632.a:Ga0209194_1000020_18	255	1.9e-35	5	208	34	234	0.8942731277533039
GT2.hmm	170	3300025632.a:Ga0209194_1000020_49	285	5.9e-23	1	130	5	140	0.7588235294117647
GH3.hmm	216	3300025632.a:Ga0209194_1000020_56	802	2.2e-70	4	214	117	331	0.9722222222222222
GT2.hmm	170	3300025632.a:Ga0209194_1000020_60	300	7.8e-17	1	131	5	130	0.7647058823529411
GT4.hmm	160	3300025632.a:Ga0209194_1000020_62	327	1.1e-29	7	153	143	291	0.9125
GT51.hmm	177	3300025632.a:Ga0209194_1000020_98	781	3e-58	2	177	74	251	0.9887005649717514
GH171.hmm	355	3300025632.a:Ga0209194_1000030_131	395	1.8e-107	1	355	50	392	0.9971830985915493
GT28.hmm	157	3300025632.a:Ga0209194_1000030_50	363	1.9e-42	1	140	193	333	0.8853503184713376
AA3.hmm	618	3300025632.a:Ga0209194_1000031_69	588	7.9e-50	80	402	19	583	0.5210355987055016
CBM9.hmm	182	3300025632.a:Ga0209194_1000034_19	741	2.4e-19	1	148	34	194	0.8076923076923077
GH20.hmm	337	3300025632.a:Ga0209194_1000034_22	511	8.6e-108	8	336	156	473	0.973293768545994
GT4.hmm	160	3300025632.a:Ga0209194_1000034_29	376	1e-38	7	157	196	343	0.9375
GH3.hmm	216	3300025632.a:Ga0209194_1000034_30	966	2.2e-57	4	215	97	321	0.9768518518518519
AA3.hmm	618	3300025632.a:Ga0209194_1000034_4	573	3.1e-57	85	404	5	570	0.5161812297734628
AA4.hmm	522	3300025632.a:Ga0209194_1000050_121	465	9.4e-17	15	253	3	232	0.4559386973180077
AA3.hmm	618	3300025632.a:Ga0209194_1000050_18	566	3.3e-43	84	402	2	561	0.5145631067961165
GT2.hmm	170	3300025632.a:Ga0209194_1000050_69	242	4e-27	2	166	6	169	0.9647058823529412
GT2.hmm	230	3300025632.a:Ga0209194_1000050_91	501	5.7e-23	4	227	61	286	0.9695652173913043
GT2.hmm	170	3300025632.a:Ga0209194_1000050_92	231	2.6e-20	2	132	6	131	0.7647058823529411
GH113.hmm	306	3300025632.a:Ga0209194_1000050_97	241	3.1e-75	2	217	25	238	0.7026143790849673
GT2.hmm	170	3300025632.a:Ga0209194_1000050_99	231	2.5e-19	1	126	7	123	0.7352941176470589
CE1.hmm	227	3300025632.a:Ga0209194_1000076_12	297	5.6e-29	5	210	43	270	0.9030837004405287
GT5.hmm	472	3300025632.a:Ga0209194_1000076_72	268	4.2e-40	1	222	5	236	0.4682203389830508
CE14.hmm	124	3300025632.a:Ga0209194_1000076_9	288	4.3e-21	1	117	37	147	0.9354838709677419
GH109.hmm	399	3300025632.a:Ga0209194_1000087_2	448	3.1e-19	5	156	32	176	0.37844611528822053
AA3.hmm	618	3300025632.a:Ga0209194_1000087_60	573	6.8e-57	84	404	4	570	0.517799352750809
GH23.hmm	135	3300025632.a:Ga0209194_1000119_25	308	2.1e-20	2	123	94	227	0.8962962962962963
GT2.hmm	170	3300025632.a:Ga0209194_1000119_33	318	9.6e-29	1	166	4	165	0.9705882352941176
GH73.hmm	128	3300025632.a:Ga0209194_1000172_8	258	3.9e-36	2	128	53	182	0.984375
CE14.hmm	124	3300025632.a:Ga0209194_1000215_3	240	5.5e-22	2	124	7	111	0.9838709677419355
AA3_2.hmm	568	3300025632.a:Ga0209194_1000469_25	541	2e-177	1	567	3	537	0.9964788732394366
CE1.hmm	227	3300025632.a:Ga0209194_1001658_2	721	8.3e-17	5	210	479	700	0.9030837004405287
GT19.hmm	354	3300025632.a:Ga0209194_1001658_6	373	4.8e-121	2	352	4	352	0.9887005649717514
