Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300011681.a:Ga0122032_100001_1002	2.4.1.-:1	GT4(197-346)	GT4_e1442	GT4	N	3
3300011681.a:Ga0122032_100001_1018	2.4.1.129:3	GT51(98-265)	GT51_e113	GT51	N	3
3300011681.a:Ga0122032_100001_1047	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(28-377)	GH13_e122	GH13_31	N	3
3300011681.a:Ga0122032_100001_1098	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9|3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	CBM34(27-159)+GH13_20(207-502)	CBM34_e0+GH13_e225	CBM34+GH13_20	N	3
3300011681.a:Ga0122032_100001_1143	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	GH1(2-475)	GH1_e0	GH1	N	3
3300011681.a:Ga0122032_100001_1198	-	PL9_2(26-377)	PL9_e18	PL9_2	Y(1-23)	3
3300011681.a:Ga0122032_100001_1324	-	GH109(3-152)	-	-	N	1
3300011681.a:Ga0122032_100001_141	2.4.1.-:2	GH13_1(111-521)+GH70(334-728)	GH70_e2	GH70	Y(1-31)	3
3300011681.a:Ga0122032_100001_163	-	GT2(7-164)	GT2	-	N	2
3300011681.a:Ga0122032_100001_219	-	GT4(190-342)	GT4_e2574	GT4	N	3
3300011681.a:Ga0122032_100001_239	3.2.1.-:11|3.2.1.17:2	GH73(1047-1175)	GH73_e162	GH73	Y(1-33)	3
3300011681.a:Ga0122032_100001_250	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(28-356)	GH13_e122	GH13_31	N	3
3300011681.a:Ga0122032_100001_281	-	GT2(5-147)	GT2	GT2	N	3
3300011681.a:Ga0122032_100001_37	-	AA6(5-196)	AA6_e2	-	N	2
3300011681.a:Ga0122032_100001_497	-	GT2(5-165)	GT2	GT2	N	3
3300011681.a:Ga0122032_100001_527	3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(261-573)	CBM48_e14+GH13_e95	CBM48+GH13_14	N	3
3300011681.a:Ga0122032_100001_555	-	GT51(87-275)	GT51_e171	GT51	N	3
3300011681.a:Ga0122032_100001_647	-	GT2(64-217)	GT2	GT2	N	3
3300011681.a:Ga0122032_100001_824	-	GT28(192-347)	GT28_e1	GT28	N	3
3300011681.a:Ga0122032_100001_83	3.2.1.93:2	GH13_29(28-365)	GH13_e1	GH13_29	N	3
3300011681.a:Ga0122032_100002_138	3.2.1.22:25	GH36(12-710)	GH36_e0	GH36	N	3
3300011681.a:Ga0122032_100002_179	-	GT2(6-131)	GT2	GT2	N	3
3300011681.a:Ga0122032_100002_180	-	GT4(342-497)	GT4_e658	GT4	N	3
3300011681.a:Ga0122032_100002_189	-	GT4(326-474)	GT4_e2782	GT4	N	3
3300011681.a:Ga0122032_100002_242	-	GH170(1-343)	GH170_e23	GH170	N	3
3300011681.a:Ga0122032_100002_278	-	GH23(60-199)	GH23_e832	GH23	N	3
3300011681.a:Ga0122032_100002_281	-	GH31(162-587)	GH31_e77	GH31	N	3
3300011681.a:Ga0122032_100002_326	-	GH3(123-342)	GH3_e17	GH3	Y(1-17)	3
3300011681.a:Ga0122032_100002_519	3.2.1.1:18|3.2.1.98:3|3.2.1.41:1	GH13_5(60-399)	GH13_e5	GH13_5	Y(1-28)	3
3300011681.a:Ga0122032_100002_53	-	CE4(33-142)	CE4_e77	CE4	N	3
3300011681.a:Ga0122032_100002_54	-	GT28(200-347)	GT28_e44	GT28	N	3
3300011681.a:Ga0122032_100002_546	-	GH73(241-356)	GH73_e194	GH73	N	3
3300011681.a:Ga0122032_100002_558	3.2.1.52:8	GH3(111-345)	GH3_e28	GH3	Y(1-27)	3
3300011681.a:Ga0122032_100002_634	3.2.1.1:3|2.4.1.18:1	GH57(8-424)	GH57_e30	GH57	N	3
3300011681.a:Ga0122032_100002_643	3.2.1.1:3	GH13_5(31-371)	GH13_e25	GH13_5	N	3
3300011681.a:Ga0122032_100002_688	3.2.1.41:25|3.2.1.1:2|3.2.1.68:2|3.2.1.41:25|3.2.1.1:2|3.2.1.68:2|3.2.1.41:14|3.2.1.1:4|3.2.1.68:2|3.2.1.-:2|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	CBM41(36-136)+CBM41(150-242)+GH13_14(515-830)	CBM41_e0+CBM41_e0+CBM48_e14+GH13_e95	CBM41+CBM48+GH13_14	Y(1-28)	3
3300011681.a:Ga0122032_100002_697	-	GT4(230-384)	GT4_e289	GT4	N	3
3300011681.a:Ga0122032_100002_700	-	GT2(541-663)	GT2	GT2	N	3
3300011681.a:Ga0122032_100002_746	2.4.1.8:9	GH65(316-695)	GH65_e0	GH65	N	3
3300011681.a:Ga0122032_100002_748	3.2.1.1:1	GH13(56-359)	GH13_e53	GH13	Y(1-26)	3
3300011681.a:Ga0122032_100002_752	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9|3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	CBM34(6-140)+GH13_20(188-484)	CBM34_e0+GH13_e225	CBM34+GH13_20	N	3
3300011681.a:Ga0122032_100002_760	-	GT2(37-161)	GT2	GT2	N	3
3300011681.a:Ga0122032_100002_792	3.2.1.26:3	GH32(38-340)	GH32_e76	GH32	N	3
3300011681.a:Ga0122032_100002_827	2.4.1.1:158	GT35(93-803)	GT35_e0	GT35	N	3
3300011681.a:Ga0122032_100002_828	2.4.1.21:9	GT5(2-476)	GT5_e9	GT5	N	3
3300011681.a:Ga0122032_100002_831	-	GT51(69-231)	GT51_e21	GT51	N	3
3300011681.a:Ga0122032_100004_128	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(42-386)	GH13_e122	GH13_31	N	3
3300011681.a:Ga0122032_100004_189	3.2.1.21:71|3.2.1.-:11|3.2.1.38:3|3.2.1.23:2|3.2.1.74:1	GH1(2-441)	GH1_e113	GH1	N	3
3300011681.a:Ga0122032_100004_190	3.2.1.39:1|3.2.1.6:1|3.2.1.39:1|3.2.1.6:1|3.2.1.39:1|3.2.1.6:1|3.2.1.39:1|3.2.1.6:1	GH16_3(35-287)+CBM4(318-461)+CBM4(495-615)+CBM4(643-762)	GH16_e193+CBM4_e9+CBM4_e9+CBM4_e9	CBM4+GH16_3	Y(1-25)	3
3300011681.a:Ga0122032_100004_240	-	GH42(6-379)	GH42_e3	GH42	N	3
3300011681.a:Ga0122032_100004_241	3.2.1.22:2	GH36(11-676)	GH36_e27	GH36	N	3
3300011681.a:Ga0122032_100004_30	-	GT4(186-338)	GT4_e905	GT4	N	3
3300011681.a:Ga0122032_100004_65	-	GH109(2-149)	GH109_e2	-	N	2
3300011681.a:Ga0122032_100005_104	-	CE14(8-126)	CE14_e39	-	N	2
3300011681.a:Ga0122032_100005_211	3.2.1.-:3|3.2.1.21:2	GH3(511-730)	GH3_e14	GH3	N	3
3300011681.a:Ga0122032_100005_32	-	GT2(5-163)	GT2	GT2	N	3
3300011681.a:Ga0122032_100005_53	3.2.1.41:15|3.2.1.-:2|3.2.1.68:1|3.2.1.41:1	GH13_14(183-495)	CBM48_e46+GH13_e95	CBM48+GH13_14	N	3
3300011681.a:Ga0122032_100005_62	-	CE1(5-247)	-	-	N	1
3300011681.a:Ga0122032_100005_90	-	GT26(57-218)	GT26_e87	GT26	N	3
3300011681.a:Ga0122032_100007_164	-	CE4(80-201)	CE4_e24	CE4	N	3
3300011681.a:Ga0122032_100007_180	-|-|-	CE4(35-160)+CBM50(240-283)+CBM50(287-330)	CE4_e327+CBM50_e989+CBM50_e989	CBM50+CE4	Y(1-28)	3
3300011681.a:Ga0122032_100007_196	-	CE9(4-372)	CE9_e17	CE9	N	3
3300011681.a:Ga0122032_100001_164	-	-	GT4_e779	-	N	1
3300011681.a:Ga0122032_100002_698	-	-	GT4_e2245	GT4	N	2
3300011681.a:Ga0122032_100001_159	-	-	GT4_e327	GT4	N	2
3300011681.a:Ga0122032_100005_143	-	-	-	GH0	N	1
3300011681.a:Ga0122032_100005_203	-	-	-	GH13_3	N	1
3300011681.a:Ga0122032_100005_231	-	-	-	GT47	N	1
3300011681.a:Ga0122032_100055_4	-	-	-	GT4	N	1
3300011681.a:Ga0122032_100055_25	-	-	-	GH1	N	1
3300011681.a:Ga0122032_100055_29	-	-	-	GH38	N	1
3300011681.a:Ga0122032_100001_33	-	-	-	GH13	N	1
3300011681.a:Ga0122032_100001_91	-	-	-	GH23	N	1
3300011681.a:Ga0122032_100001_97	-	-	-	GH13_11	N	1
3300011681.a:Ga0122032_100001_105	-	-	-	GT0	N	1
3300011681.a:Ga0122032_100001_115	-	-	-	GT58	N	1
3300011681.a:Ga0122032_100001_160	-	-	-	GT4	N	1
3300011681.a:Ga0122032_100001_167	-	-	-	GT4	N	1
3300011681.a:Ga0122032_100001_240	-	-	-	GH9	N	1
3300011681.a:Ga0122032_100001_242	-	-	-	CBM3	Y(1-23)	1
3300011681.a:Ga0122032_100001_392	-	-	-	GH13_31	N	1
3300011681.a:Ga0122032_100001_516	-	-	-	GT4	N	1
3300011681.a:Ga0122032_100001_598	-	-	-	GH28	N	1
3300011681.a:Ga0122032_100001_644	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100001_654	-	-	-	GH5_11	N	1
3300011681.a:Ga0122032_100001_701	-	-	-	GT83	N	1
3300011681.a:Ga0122032_100001_740	-	-	-	CBM50	N	1
3300011681.a:Ga0122032_100001_894	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100001_942	-	-	-	CBM50+GH25	N	1
3300011681.a:Ga0122032_100001_948	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100001_953	-	-	-	GH13	N	1
3300011681.a:Ga0122032_100001_959	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100001_1008	-	-	-	GH24	N	1
3300011681.a:Ga0122032_100001_1084	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100007_71	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100007_173	-	-	-	GH23	Y(1-22)	1
3300011681.a:Ga0122032_100007_202	-	-	-	GH6	N	1
3300011681.a:Ga0122032_100007_218	-	-	-	GH13_23	N	1
3300011681.a:Ga0122032_100002_290	-	-	-	CBM50	Y(1-25)	1
3300011681.a:Ga0122032_100002_381	-	-	-	GH1	N	1
3300011681.a:Ga0122032_100002_693	-	-	-	GT0	N	1
3300011681.a:Ga0122032_100002_724	-	-	-	GH28	N	1
3300011681.a:Ga0122032_100002_825	-	-	-	GT2	N	1
3300011681.a:Ga0122032_100002_830	-	-	-	CBM48+GH13_9	N	1
3300011681.a:Ga0122032_100070_11	-	-	-	GH84	N	1
