Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300011681.a:Ga0122032_100005_32	QZY86617.1|GT2	100.0	242	0	0	1	242	1	242	1.2e-136	489.6
3300011681.a:Ga0122032_100005_53	AHA30993.1|CBM48|GH13_14	99.3	668	5	0	1	668	1	668	0.0e+00	1340.1
3300011681.a:Ga0122032_100005_90	UKS55950.1|GT26	100.0	241	0	0	1	241	1	241	6.5e-135	483.8
3300011681.a:Ga0122032_100005_143	AGK53502.1|GH0	48.5	520	254	5	1	508	1	518	2.8e-146	522.7
3300011681.a:Ga0122032_100005_203	AWK41767.1|GH13_3	52.5	446	208	3	6	447	18	463	1.5e-132	476.9
3300011681.a:Ga0122032_100005_211	AOS99141.1|GH3	98.0	919	18	0	1	919	1	919	0.0e+00	1804.3
3300011681.a:Ga0122032_100005_231	CAN80640.1|GT47	45.5	420	223	5	6	421	944	1361	6.2e-104	381.7
3300011681.a:Ga0122032_100055_4	AGL63717.2|GT4	50.0	638	299	8	169	804	113	732	2.5e-170	603.2
3300011681.a:Ga0122032_100055_25	CCO12868.2|GH1	74.4	1197	297	2	1	1188	1	1197	0.0e+00	1809.7
3300011681.a:Ga0122032_100055_29	CAD7226128.1|GH38	37.0	721	394	15	11	689	1345	2047	1.2e-117	427.9
3300011681.a:Ga0122032_100004_30	UKS56260.1|GT4	58.1	370	154	1	1	369	1	370	5.5e-125	451.4
3300011681.a:Ga0122032_100004_128	AOS99437.1|GH13_31	99.3	566	4	0	1	566	1	566	0.0e+00	1179.9
3300011681.a:Ga0122032_100004_189	AOS99497.1|GH1	99.6	448	2	0	1	448	1	448	2.6e-278	961.1
3300011681.a:Ga0122032_100004_190	UKS56414.1|CBM4|GH16_3	96.7	785	26	0	1	785	1	785	0.0e+00	1560.4
3300011681.a:Ga0122032_100004_240	AOS99543.1|GH42	99.2	664	5	0	1	664	1	664	0.0e+00	1382.1
3300011681.a:Ga0122032_100004_241	QWB30508.1|GH36	99.2	707	6	0	1	707	1	707	0.0e+00	1466.4
3300011681.a:Ga0122032_100001_33	QYO62262.1|GH13	64.1	345	122	2	1	344	1	344	2.0e-120	436.8
3300011681.a:Ga0122032_100001_83	QWB29817.1|GH13_29	96.7	546	18	0	1	546	1	546	0.0e+00	1126.3
3300011681.a:Ga0122032_100001_91	AGL64700.2|GH23	58.0	350	144	1	3	349	6	355	3.3e-111	405.6
3300011681.a:Ga0122032_100001_97	AMJ20543.1|GH13_11	57.4	406	169	2	13	414	4	409	2.0e-128	463.0
3300011681.a:Ga0122032_100001_105	AMW24368.1|GT0	60.6	363	142	1	5	366	4	366	1.0e-123	447.2
3300011681.a:Ga0122032_100001_115	CAD7245033.1|GT58	66.0	477	142	3	8	471	1055	1524	3.4e-172	608.6
3300011681.a:Ga0122032_100001_141	AOS98796.1|GH70	97.3	892	24	0	1	892	1	892	0.0e+00	1676.4
3300011681.a:Ga0122032_100001_159	QNR22443.1|GT4	67.4	380	124	0	24	403	1	380	1.8e-150	536.2
3300011681.a:Ga0122032_100001_160	VEJ19452.1|GT4	64.0	333	117	2	3	334	371	701	5.7e-116	421.4
3300011681.a:Ga0122032_100001_167	CAI32746.2|GT4	57.6	394	161	1	2	389	1	394	1.0e-129	467.2
3300011681.a:Ga0122032_100001_219	QWB29683.1|GT4	99.7	369	1	0	1	369	1	369	1.1e-210	736.1
3300011681.a:Ga0122032_100001_239	QWB29665.1|GH73	98.7	1194	16	0	1	1194	1	1194	0.0e+00	2291.5
3300011681.a:Ga0122032_100001_240	ULQ52457.1|GH9	36.8	691	414	8	1	674	1	685	1.4e-123	447.6
3300011681.a:Ga0122032_100001_242	CCH00931.1|CBM3	36.6	921	478	27	10	834	23	933	3.0e-132	476.9
3300011681.a:Ga0122032_100001_250	QZY86340.1|GH13_31	98.3	535	9	0	1	535	1	535	0.0e+00	1110.9
3300011681.a:Ga0122032_100001_281	QZY86309.1|GT2	98.9	707	8	0	1	707	1	707	0.0e+00	1399.0
3300011681.a:Ga0122032_100001_392	CCO12112.2|GH13_31	74.9	434	102	4	1	429	1	432	7.6e-179	630.6
3300011681.a:Ga0122032_100001_497	QZY86110.1|GT2	98.1	264	5	0	1	264	1	264	4.1e-151	537.7
3300011681.a:Ga0122032_100001_516	CUS04921.2|GT4	43.5	846	428	7	2	799	16	859	4.7e-214	748.4
3300011681.a:Ga0122032_100001_527	QZY86081.1|CBM48|GH13_14	98.7	713	9	0	1	713	1	713	0.0e+00	1444.5
3300011681.a:Ga0122032_100001_555	QZY86053.1|GT51	99.9	697	1	0	1	697	1	697	0.0e+00	1374.4
3300011681.a:Ga0122032_100001_598	CAN65674.1|GH28	43.7	561	286	7	60	615	94	629	1.8e-131	473.8
3300011681.a:Ga0122032_100001_644	QCU12885.1|GT2	40.7	718	393	14	320	1010	469	1180	4.4e-153	546.2
3300011681.a:Ga0122032_100001_647	UKS55257.1|GT2	99.8	477	1	0	1	477	1	477	1.1e-266	922.5
3300011681.a:Ga0122032_100001_654	CAG7911095.1|GH5_11	43.7	895	468	12	14	876	587	1477	2.2e-217	759.6
3300011681.a:Ga0122032_100001_701	ALR08738.2|GT83	49.7	588	283	7	4	583	2	584	2.2e-152	543.1
3300011681.a:Ga0122032_100001_740	QUI22575.1|CBM50	39.0	598	360	5	3	598	30	624	2.8e-115	419.9
3300011681.a:Ga0122032_100001_824	QZY85799.1|GT28	99.7	364	1	0	1	364	1	364	1.3e-203	712.6
3300011681.a:Ga0122032_100001_894	CAD7280782.1|GT2	55.7	345	150	2	22	365	1795	2137	4.7e-103	378.6
3300011681.a:Ga0122032_100001_942	AGL64353.2|CBM50|GH25	56.4	569	245	2	1	566	1	569	8.4e-186	654.1
3300011681.a:Ga0122032_100001_948	AGL64345.2|GT2	62.6	578	212	2	146	720	279	855	1.9e-206	723.0
3300011681.a:Ga0122032_100001_953	CAD7252417.1|GH13	43.6	603	318	11	121	706	332	929	4.4e-118	429.5
3300011681.a:Ga0122032_100001_959	AGL63871.2|GT2	50.3	461	225	2	252	712	526	982	2.3e-119	433.7
3300011681.a:Ga0122032_100001_1002	QZY85632.1|GT4	99.5	380	2	0	1	380	1	380	2.3e-211	738.4
3300011681.a:Ga0122032_100001_1008	CCO11001.2|GH24	31.8	958	591	19	6	934	7	931	7.3e-118	429.1
3300011681.a:Ga0122032_100001_1018	QZY85619.1|GT51	100.0	706	0	0	63	768	63	768	0.0e+00	1399.8
3300011681.a:Ga0122032_100001_1047	AOT00946.1|GH13_31	98.4	555	9	0	1	555	1	555	0.0e+00	1167.1
3300011681.a:Ga0122032_100001_1084	CAD7280782.1|GT2	41.1	790	407	10	131	886	400	1165	5.6e-166	589.0
3300011681.a:Ga0122032_100001_1098	AHA29932.1|CBM34|GH13_20	99.7	590	2	0	21	610	1	590	0.0e+00	1211.1
3300011681.a:Ga0122032_100001_1143	QZY85501.1|GH1	98.8	485	6	0	1	485	1	485	3.4e-292	1007.3
3300011681.a:Ga0122032_100001_1198	AHA29853.1|PL9_2	92.3	426	33	0	1	426	1	426	1.9e-222	775.4
3300011681.a:Ga0122032_100007_71	QHA94360.1|GT2	49.1	401	188	8	4	396	320	712	3.7e-103	379.0
3300011681.a:Ga0122032_100007_164	QZY87321.1|CE4	99.3	281	2	0	1	281	1	281	5.5e-162	573.9
3300011681.a:Ga0122032_100007_173	CCO11377.2|GH23	39.3	542	314	10	11	539	7	546	4.6e-104	382.5
3300011681.a:Ga0122032_100007_180	UKS56575.1|CBM50|CE4	95.8	283	12	0	1	283	1	283	8.5e-146	520.4
3300011681.a:Ga0122032_100007_196	QWB30605.1|CE9	99.2	385	3	0	1	385	1	385	8.8e-219	763.1
3300011681.a:Ga0122032_100007_202	AXG45674.1|GH6	34.7	849	528	11	5	835	12	852	4.9e-129	466.1
3300011681.a:Ga0122032_100007_218	QYU66396.1|GH13_23	52.4	450	205	5	2	443	8	456	1.2e-114	417.5
3300011681.a:Ga0122032_100002_53	QWB31515.1|CE4	100.0	228	0	0	1	228	1	228	6.3e-132	473.8
3300011681.a:Ga0122032_100002_54	QWB31514.1|GT28	100.0	375	0	0	1	375	1	375	1.8e-221	771.9
3300011681.a:Ga0122032_100002_138	QWB31705.1|GH36	99.9	727	1	0	3	729	1	727	0.0e+00	1491.1
3300011681.a:Ga0122032_100002_179	QWB31406.1|GT2	100.0	630	0	0	1	630	1	630	0.0e+00	1247.3
3300011681.a:Ga0122032_100002_180	QWB31405.1|GT4	100.0	523	0	0	1	523	1	523	4.4e-306	1053.5
3300011681.a:Ga0122032_100002_189	AOT00435.1|GT4	100.0	498	0	0	1	498	1	498	4.0e-288	993.8
3300011681.a:Ga0122032_100002_242	AOT00390.1|GH170	100.0	348	0	0	1	348	1	348	1.2e-198	696.0
3300011681.a:Ga0122032_100002_278	AHA29501.1|GH23	100.0	227	0	0	1	227	1	227	4.0e-126	454.5
3300011681.a:Ga0122032_100002_281	QZY88017.1|GH31	99.7	778	2	0	1	778	14	791	0.0e+00	1635.9
3300011681.a:Ga0122032_100002_290	QKS58250.1|CBM50	47.1	631	306	15	1	619	1	615	3.4e-144	516.5
3300011681.a:Ga0122032_100002_326	QZY87957.1|GH3	96.8	406	13	0	1	406	1	406	3.8e-204	714.5
3300011681.a:Ga0122032_100002_381	AHC21644.2|GH1	57.3	515	214	5	2	513	5	516	1.7e-164	583.2
3300011681.a:Ga0122032_100002_519	QZY87766.1|GH13_5	99.8	513	1	0	1	513	1	513	0.0e+00	1077.8
3300011681.a:Ga0122032_100002_546	QZY87736.1|GH73	98.9	358	4	0	1	358	1	358	2.4e-202	708.4
3300011681.a:Ga0122032_100002_558	AHA29235.1|GH3	98.4	635	10	0	1	635	1	635	0.0e+00	1222.6
3300011681.a:Ga0122032_100002_634	AHA29167.1|GH57	99.6	727	3	0	1	727	1	727	0.0e+00	1493.0
3300011681.a:Ga0122032_100002_643	QZY87646.1|GH13_5	100.0	486	0	0	1	486	1	486	2.3e-301	1037.7
3300011681.a:Ga0122032_100002_688	QZY87603.1|CBM41|CBM48|GH13_14	99.3	970	7	0	1	970	1	970	0.0e+00	1971.4
3300011681.a:Ga0122032_100002_693	AMW24368.1|GT0	58.2	364	145	5	1	360	1	361	7.8e-116	421.0
3300011681.a:Ga0122032_100002_697	AHA29108.1|GT4	98.1	417	8	0	1	417	1	417	5.0e-236	820.5
3300011681.a:Ga0122032_100002_698	AHA29107.1|GT4	99.0	404	4	0	1	404	1	404	1.2e-231	805.8
