Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300012829.a:Ga0160467_100009_170	-|-	GH73(39-165)	GH73_e88+CBM50_e750	-	Y(1-21)	2
3300012829.a:Ga0160467_100009_272	-	GH171(44-387)	GH171_e3	GH171	Y(1-20)	3
3300012829.a:Ga0160467_100009_298	-	GT5(8-229)	GT5_e28	-	N	2
3300012829.a:Ga0160467_100009_469	-	GT2(63-199)	GT2	GT2	N	3
3300012829.a:Ga0160467_100009_54	-	CE4(80-200)	CE4_e122	-	N	2
3300012829.a:Ga0160467_100022_9	-	GT4(194-343)	GT4_e2566	GT4	N	3
3300012829.a:Ga0160467_100031_116	-	GT19(4-343)	GT19_e2	GT19	N	3
3300012829.a:Ga0160467_100031_77	-	GT83(2-473)	GT83_e32	GT83	Y(1-20)	3
3300012829.a:Ga0160467_100052_115	-	GT2(42-160)	GT2	-	Y(1-21)	2
3300012829.a:Ga0160467_100052_145	-	GH15(220-581)	GH15_e57	GH15	N	3
3300012829.a:Ga0160467_100052_146	2.4.1.15:96	GT20(5-462)	GT20_e1	GT20	N	3
3300012829.a:Ga0160467_100052_18	-	CE14(44-162)	-	-	Y(1-20)	1
3300012829.a:Ga0160467_100052_68	-	GT2(18-137)	GT2	GT2	N	3
3300012829.a:Ga0160467_100052_78	-	GH3(111-337)	GH3_e104	GH3	Y(1-23)	3
3300012829.a:Ga0160467_100052_96	-	GT2(27-189)	GT2	GT2	N	3
3300012829.a:Ga0160467_100061_10	-	GT2(5-118)	GT2	-	N	2
3300012829.a:Ga0160467_100061_103	-	CE1(428-671)	-	-	Y(1-19)	1
3300012829.a:Ga0160467_100061_15	-	GT2(6-171)	GT2	-	N	2
3300012829.a:Ga0160467_100061_7	-	CE4(24-141)	CE4_e293	-	N	2
3300012829.a:Ga0160467_100067_70	-	CE11(41-261)	CE11_e18	CE11	N	3
3300012829.a:Ga0160467_100067_73	-	GT4(194-355)	GT4_e535	GT4	N	3
3300012829.a:Ga0160467_100079_12	-	GT2(9-130)	GT2	-	N	2
3300012829.a:Ga0160467_100079_132	-	GH23(127-262)	GH23_e253	-	Y(1-21)	2
3300012829.a:Ga0160467_100079_14	-	GT4(183-330)	GT4_e3031	-	N	2
3300012829.a:Ga0160467_100079_16	-	GT4(195-348)	GT4_e1363	GT4	N	3
3300012829.a:Ga0160467_100079_43	-	GH109(2-169)	GH109_e7	-	N	2
3300012829.a:Ga0160467_100079_72	-	GH23(98-240)	GH23_e357	-	N	2
3300012829.a:Ga0160467_100079_91	1.1.3.-:1	AA7(77-300)	AA7_e0	-	Y(1-25)	2
3300012829.a:Ga0160467_100079_99	-	CE14(21-126)	CE14_e27	-	N	2
3300012829.a:Ga0160467_100081_26	-	GT2(6-174)	GT2	-	N	2
3300012829.a:Ga0160467_100097_10	-	GT9(91-326)	GT9_e15	-	N	2
3300012829.a:Ga0160467_100097_3	-	GH13_3(226-446)	GH13_e41	GH13_3	N	3
3300012829.a:Ga0160467_100097_32	-	GH1(54-361)	GH1_e96	GH1	N	3
3300012829.a:Ga0160467_100097_33	-	CE14(29-149)	CE14_e45	-	N	2
3300012829.a:Ga0160467_100097_35	-	GT9(82-301)	GT9_e288	-	N	2
3300012829.a:Ga0160467_100097_36	-	GT9(81-315)	GT9_e182	-	N	2
3300012829.a:Ga0160467_100097_39	-	GT4(219-372)	GT4_e171	GT4	N	3
3300012829.a:Ga0160467_100097_4	5.4.99.16:7	GH13_16(31-384)	GH13_e0	GH13_16	N	3
3300012829.a:Ga0160467_100097_45	-	GT2(5-124)	GT2	-	N	2
3300012829.a:Ga0160467_100097_5	2.4.1.18:57|2.4.1.18:14	GH13_9(203-502)	CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
3300012829.a:Ga0160467_100097_6	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	GH13_11(182-533)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
3300012829.a:Ga0160467_100097_7	3.2.1.141:34|3.2.1.1:4|-	GH13_10(126-440)	CBM48_e0+GH13_e127	CBM48+GH13_10	N	3
3300012829.a:Ga0160467_100097_8	5.4.99.15:5|-	GH13_26(25-330)+GH77(857-1333)	GH13_e105+GH77_e17	GH13_26+GH77	N	3
3300012829.a:Ga0160467_100106_46	-	GT9(65-313)	GT9_e188	GT9	N	3
3300012829.a:Ga0160467_100106_53	-	GT2(5-170)	GT2	-	N	2
3300012829.a:Ga0160467_100106_81	-	GT4(251-397)	GT4_e2017	-	N	2
3300012829.a:Ga0160467_100112_52	-	GT4(192-344)	GT4_e217	GT4	N	3
3300012829.a:Ga0160467_100112_98	-	GT4(198-344)	GT4_e2089	GT4	N	3
