dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH33_e30	GH33:18	-	-	336	3300029323.a:Ga0243332_100123_18	364	2.9e-55	4	333	14	341	0.9791666666666666	0.9791666666666666
GH18_e221	GH18:43	-	-	287	3300029323.a:Ga0243332_100124_50	550	1e-129	2	286	256	539	0.9895470383275261	0.9895470383275261
GT2	GT2:53|GT4:2	-	-	208	3300029323.a:Ga0243332_100602_24	733	1.4e-80	1	202	186	385	0.9663461538461539	0.9663461538461539
GT2	GT2:156|GT4:8|GT0:3	-	-	243	3300029323.a:Ga0243332_100602_24	733	4.2e-80	10	241	440	685	0.9506172839506173	0.9506172839506173
GH5_e77	CBM11:11|GH5_25:11|GH26:6|GH5:2|GH5_39:1|CBM3:1	3.2.1.4:6|3.2.1.8:2|3.2.1.73:1	beta-glucan, xylan, beta-glucan	249	3300029323.a:Ga0243332_100681_24	389	4.8e-29	6	245	121	360	0.9598393574297188	0.9598393574297188
GH25_e236	GH25:14	-	-	171	3300029323.a:Ga0243332_101135_4	725	4e-73	1	171	57	226	0.9941520467836257	0.9941520467836257
GT2	GT2:91|GT4:74|GT0:2|CE0:1	-	-	217	3300029323.a:Ga0243332_101194_3	1038	5.2e-105	1	216	402	617	0.9907834101382489	0.9907834101382489
GT4_e4024	GT4:75|GT2:64|GT0:1|CE0:1	-	-	122	3300029323.a:Ga0243332_101194_3	1038	5.2e-42	2	121	884	1004	0.9754098360655737	0.9754098360655737
GT2	GT2:29	-	-	168	3300029323.a:Ga0243332_101194_8	309	3.5e-67	1	168	5	178	0.9940476190476191	0.9940476190476191
GT51_e43	GT51:83	-	-	183	3300029323.a:Ga0243332_101351_11	898	2.4e-76	3	183	85	267	0.9836065573770492	0.9836065573770492
AA4_e0	AA4:39	1.1.3.38:1	lignin	535	3300029323.a:Ga0243332_101351_7	480	3.8e-20	31	265	22	239	0.4373831775700935	0.4373831775700935
GT2	GT2:136|GT0:4	-	-	142	3300029323.a:Ga0243332_101385_5	364	1.4e-55	1	141	6	147	0.9859154929577465	0.9859154929577465
GT2	GT2:13	-	-	229	3300029323.a:Ga0243332_101423_8	333	5.5e-47	53	210	112	275	0.6855895196506551	0.6855895196506551
GT2	GT2:147	-	-	133	3300029323.a:Ga0243332_101486_7	340	2.7e-56	1	133	6	139	0.9924812030075187	0.9924812030075187
GT2	GT2:24	-	-	150	3300029323.a:Ga0243332_100124_82	442	2.1e-68	1	146	7	152	0.9666666666666667	0.9666666666666667
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	3300029323.a:Ga0243332_100241_27	646	2.4e-23	5	85	37	130	0.8	0.8
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300029323.a:Ga0243332_100241_27	646	1.1e-158	1	300	197	496	0.9933554817275747	0.9933554817275747
GH13_e141	GH13:115	3.2.1.-:2	sucrose, starch	288	3300029323.a:Ga0243332_100241_28	446	6.4e-136	2	287	40	320	0.9895833333333334	0.9895833333333334
GT28_e30	GT28:2065	-	-	150	3300029323.a:Ga0243332_100241_46	357	2.1e-63	1	148	189	336	0.98	0.98
GH25_e66	GH25:8	-	-	170	3300029323.a:Ga0243332_100309_50	341	1.3e-55	1	170	81	254	0.9941176470588236	0.9941176470588236
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	3300029323.a:Ga0243332_100326_24	500	1e-210	1	474	14	490	0.9874739039665971	0.9874739039665971
GH13_e138	GH13_11:12|CBM48:7	-	sucrose	187	3300029323.a:Ga0243332_100326_53	643	6.2e-81	2	187	264	459	0.9893048128342246	0.9893048128342246
CE4_e362	CE4:61	-	-	127	3300029323.a:Ga0243332_100519_5	290	1.2e-65	5	127	92	214	0.9606299212598425	0.9606299212598425
CBM50_e427	CBM50:10	-	chitin, peptidoglycan	42	3300029323.a:Ga0243332_100606_27	519	7e-16	1	42	472	513	0.9761904761904762	0.9761904761904762
CBM48_e2	CBM48:14087|GH13_9:14033|GH77:8|GH13:5|GT5:2|GH13_3:1|GH0:1	2.4.1.18:57	glycogen	100	3300029323.a:Ga0243332_100805_6	805	1.4e-25	5	89	125	222	0.84	0.84
GH13_e200	GH13_9:2874|CBM48:2782|GH77:10|GH13:7|GH13_3:5|GH0:1|GT5:1|GH13_1:1	2.4.1.18:14	sucrose, alpha-glucan	301	3300029323.a:Ga0243332_100805_6	805	5.9e-158	1	300	295	595	0.9933554817275747	0.9933554817275747
GH73_e116	GH73:17	-	-	107	3300029323.a:Ga0243332_101035_10	756	1.9e-45	1	107	394	500	0.9906542056074766	0.9906542056074766
CE4_e194	CE4:28	-	-	111	3300029323.a:Ga0243332_101191_10	263	1.1e-40	4	109	80	186	0.9459459459459459	0.9459459459459459
GT111_e16	GT111:91|GT8:85|GT2:28|GT29:2	-	-	238	3300029323.a:Ga0243332_101423_1	110	1.2e-39	1	92	10	100	0.38235294117647056	0.38235294117647056
GT111_e16	GT111:91|GT8:85|GT2:28|GT29:2	-	-	238	3300029323.a:Ga0243332_101423_2	622	1.7e-90	2	236	8	243	0.9831932773109243	0.9831932773109243
GT8_e174	GT8:95|GT111:84|GT2:28|GT29:2	-	-	265	3300029323.a:Ga0243332_101423_2	622	7.3e-90	1	264	283	547	0.9924528301886792	0.9924528301886792
GT2	GT2:12|GT4:1	-	-	141	3300029323.a:Ga0243332_101423_5	359	6e-49	2	129	8	135	0.900709219858156	0.900709219858156
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300029323.a:Ga0243332_100113_18	818	0	1	711	95	811	0.9971910112359551	0.9971910112359551
GT2	GT2:13	-	-	141	3300029323.a:Ga0243332_100123_49	326	1.3e-66	1	141	7	149	0.9929078014184397	0.9929078014184397
CE4_e271	CE4:14	-	-	114	3300029323.a:Ga0243332_100124_57	388	5.8e-37	2	111	187	296	0.956140350877193	0.956140350877193
CBM50_e535	CBM50:6	-	chitin, peptidoglycan	46	3300029323.a:Ga0243332_100241_58	463	4.8e-16	3	46	419	462	0.9347826086956522	0.9347826086956522
GT2	GT2:29	-	-	143	3300029323.a:Ga0243332_100602_23	320	6.5e-74	1	143	6	148	0.993006993006993	0.993006993006993
GT2	GT2:27	-	-	171	3300029323.a:Ga0243332_100602_25	329	9.3e-77	1	171	5	173	0.9941520467836257	0.9941520467836257
CBM34_e11	CBM34:126|GH13_39:69|CBM20:58|GH13:56|CBM48:9	3.2.1.1:13|3.2.1.41:12	starch	100	3300029323.a:Ga0243332_100936_2	687	9.8e-22	2	100	19	122	0.98	0.98
GH13_e98	GH13:47|CBM34:38|GH13_39:3|GH13_20:1	-	sucrose	380	3300029323.a:Ga0243332_100936_2	687	3.3e-197	1	380	179	560	0.9973684210526316	0.9973684210526316
CBM50_e714	CBM50:15	-	chitin, peptidoglycan	48	3300029323.a:Ga0243332_101189_8	220	2.1e-26	1	48	171	218	0.9791666666666666	0.9791666666666666
GT2	GT2:12|GT4:1	-	-	141	3300029323.a:Ga0243332_101423_6	340	3.8e-49	1	130	7	136	0.9148936170212766	0.9148936170212766
