#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name         accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
# ------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GH25_e233.hmm|GH25:31 -            176 3300006476.a:Ga0100233_100666_2 -            301     0.045   14.4   0.0   1   1     3e-06     0.076   13.6   0.0    93   148    47   102    29   108 0.89 -
GT31_e70.hmm|GT31:14|2.4.1.-:6 -            194 3300006476.a:Ga0100233_100666_4 -            114     0.064   13.5   0.2   1   1   2.8e-06     0.073   13.3   0.2    30    70    21    61     9    91 0.83 -
GT2_e2230.hmm|GT2:41 -            136 3300006476.a:Ga0100233_100666_5 -            360      0.11   13.2   0.0   1   1   8.2e-06      0.21   12.3   0.0    68    97   270   300   250   315 0.83 -
GT2_e2997.hmm|GT2:9   -            162 3300006476.a:Ga0100233_100105_1 -            227      0.02   15.4   0.3   1   1     7e-06      0.03   14.9   0.3    27   114    62   147    53   175 0.80 -
GT4_e3455.hmm|GT4:6   -            155 3300006476.a:Ga0100233_100105_1 -            227     0.038   14.1   0.0   1   2   0.00074       3.2    7.8   0.0    40    86     8    54     4    96 0.86 -
GT4_e3455.hmm|GT4:6   -            155 3300006476.a:Ga0100233_100105_1 -            227     0.038   14.1   0.0   2   2    0.0087        37    4.4   0.0     5    77   115   188   111   211 0.87 -
GT2_e762.hmm|GT2:7    -            154 3300006476.a:Ga0100233_100105_1 -            227     0.053   13.9   0.0   1   1   2.4e-05       0.1   13.0   0.0    27   105    63   142    51   149 0.88 -
GT2_e1405.hmm|GT2:5   -            134 3300006476.a:Ga0100233_100105_1 -            227     0.059   14.0   0.1   1   1   2.4e-05       0.1   13.2   0.1    74   115   103   144    81   182 0.90 -
GT2_e2702.hmm|GT2:104 -            161 3300006476.a:Ga0100233_100105_1 -            227      0.17   12.4   0.0   1   1   7.8e-05      0.33   11.4   0.0    53   113    43   105    17   113 0.84 -
GT4_e3674.hmm|GT4:20  -            135 3300006476.a:Ga0100233_100105_1 -            227      0.32   11.3   1.6   1   2     0.072   3.1e+02    1.6   0.1     6    25    13    32     8    57 0.78 -
GT4_e3674.hmm|GT4:20  -            135 3300006476.a:Ga0100233_100105_1 -            227      0.32   11.3   1.6   2   2   0.00053       2.3    8.5   0.2     2    74   114   187   112   199 0.90 -
GH4_e21.hmm|GH4:85   -            178 3300006476.a:Ga0100233_100105_19 -            419     0.049   13.6   0.5   1   2   0.00045       5.8    6.8   0.1    57    85    81   109    62   134 0.85 -
GH4_e21.hmm|GH4:85   -            178 3300006476.a:Ga0100233_100105_19 -            419     0.049   13.6   0.5   2   2    0.0021        26    4.6   0.1    51   103   165   217   138   227 0.76 -
GT26_e185.hmm|GT26:9 -            172 3300006476.a:Ga0100233_100105_19 -            419      0.11   12.7   1.3   1   3       0.1   1.3e+03   -0.5   0.0    43    82    10    50     3    62 0.63 -
GT26_e185.hmm|GT26:9 -            172 3300006476.a:Ga0100233_100105_19 -            419      0.11   12.7   1.3   2   3      0.24     3e+03   -1.7   0.0    52    78    73    99    56   105 0.77 -
GT26_e185.hmm|GT26:9 -            172 3300006476.a:Ga0100233_100105_19 -            419      0.11   12.7   1.3   3   3   4.3e-05      0.55   10.5   0.3    51   106   106   165    86   167 0.77 -
GT2_e389.hmm|GT2:8   -             99 3300006476.a:Ga0100233_100105_28 -            314      0.21   12.1   0.0   1   1   2.9e-05      0.37   11.3   0.0     1    81   191   272   191   276 0.85 -
GT4_e1638.hmm|GT4:5  -            135 3300006476.a:Ga0100233_100105_28 -            314      0.26   11.9   0.0   1   1   4.4e-05      0.56   10.9   0.0    22    65   213   256   202   268 0.84 -
GT2_e2537.hmm|GT2:47|GT4:1 -            284 3300006476.a:Ga0100233_100105_68 -            150    0.0014   18.4   0.3   1   1   1.3e-07    0.0017   18.1   0.3   137   277     3   138     1   144 0.75 -
GT4_e2896.hmm|GT4:7|GT2:4  -            141 3300006476.a:Ga0100233_100105_68 -            150     0.086   13.3   0.1   1   2     0.036   4.6e+02    1.2   0.0    48    88    12    53     3    62 0.72 -
GT4_e2896.hmm|GT4:7|GT2:4  -            141 3300006476.a:Ga0100233_100105_68 -            150     0.086   13.3   0.1   2   2   5.7e-05      0.73   10.3   0.0    11    50    65   104    55   110 0.83 -
GT19_e17.hmm|GT19:7713|2.4.1.182:13 -            358 3300006476.a:Ga0100233_100105_82 -            209    0.0039   16.6   0.1   1   1   1.9e-07     0.005   16.2   0.1   162   260    24   125    20   142 0.83 -
CBM50_e938.hmm|CBM50:6|GH73:1                 -             43 3300006476.a:Ga0100233_100105_86 -             84     0.026   15.1   0.1   1   1   3.1e-06      0.04   14.5   0.1     9    41    43    74    41    74 0.93 -
GH116_e9.hmm|GH116:71|3.2.1.45:17|3.2.1.21:13 -            366 3300006476.a:Ga0100233_100105_86 -             84      0.27   10.6   0.0   1   1   2.4e-05      0.31   10.4   0.0    55    90    13    48     2    59 0.75 -
GH65_e12.hmm|GH65:13 -            374 3300006476.a:Ga0100233_100105_87 -            126      0.14   11.5   0.2   1   1   5.5e-06      0.14   11.5   0.2   239   305    11    82     2   113 0.82 -
GT1_e29.hmm|GT1:13|2.4.1.-:10 -            204 3300006476.a:Ga0100233_100105_91 -            177      0.17   12.0   0.0   1   1     2e-05      0.25   11.5   0.0    50    96    51    97    39   107 0.90 -
GT2_e3186.hmm|GT2:14          -            176 3300006476.a:Ga0100233_100105_91 -            177       0.2   12.2   0.0   1   1   2.2e-05      0.28   11.7   0.0    38   107    27    98    25   114 0.82 -
GT2_e2637.hmm|GT2:7  -            112 3300006476.a:Ga0100233_100105_98 -            119    0.0018   18.9   0.0   1   1   1.7e-07    0.0022   18.7   0.0    16    85     6    76     2   110 0.84 -
GT2_e2546.hmm|GT2:9  -            112 3300006476.a:Ga0100233_100105_98 -            119     0.017   15.7   0.0   1   1   1.5e-06      0.02   15.5   0.0    18    68    23    74    21   109 0.82 -
GT31_e98.hmm|GT31:13    -            131 3300006476.a:Ga0100233_100105_99 -            888    0.0078   16.7   0.4   1   2   0.00068       8.7    6.9   0.0    52    78   786   812   769   818 0.86 -
GT31_e98.hmm|GT31:13    -            131 3300006476.a:Ga0100233_100105_99 -            888    0.0078   16.7   0.4   2   2   0.00048       6.1    7.4   0.1    48    76   819   848   810   857 0.82 -
CBM13_e218.hmm|CBM13:31 -            130 3300006476.a:Ga0100233_100105_99 -            888      0.11   13.0   3.7   1   2     1e-05      0.13   12.7   1.5    24   117   407   503   393   514 0.79 -
