HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT51.hmm	177	3300011232.a:Ga0122759_100006_142	858	9.9e-66	3	176	62	235	0.9774011299435028
GT4.hmm	160	3300011232.a:Ga0122759_100006_300	372	6.7e-27	7	151	190	338	0.9
GT51.hmm	177	3300011232.a:Ga0122759_100007_262	799	5.4e-63	9	176	153	323	0.943502824858757
GH23.hmm	135	3300011232.a:Ga0122759_100007_336	1286	3.1e-17	18	123	722	825	0.7777777777777778
GH19.hmm	231	3300011232.a:Ga0122759_100007_65	195	2.6e-30	55	198	57	177	0.6190476190476191
GT19.hmm	354	3300011232.a:Ga0122759_100007_92	392	3.8e-129	1	348	8	369	0.980225988700565
GH103.hmm	295	3300011232.a:Ga0122759_100016_120	334	4.8e-91	8	294	41	330	0.9694915254237289
CE1.hmm	227	3300011232.a:Ga0122759_100016_39	319	7.7e-22	7	194	62	271	0.8237885462555066
GH23.hmm	135	3300011232.a:Ga0122759_100018_121	286	4.3e-33	18	126	106	213	0.8
GH23.hmm	135	3300011232.a:Ga0122759_100018_124	371	8.7e-25	13	127	221	364	0.8444444444444444
AA6.hmm	195	3300011232.a:Ga0122759_100018_18	187	4.4e-42	1	194	3	180	0.9897435897435898
AA1.hmm	358	3300011232.a:Ga0122759_100018_214	616	8.4e-69	10	357	45	581	0.9692737430167597
CE1.hmm	227	3300011232.a:Ga0122759_100018_220	279	8e-50	1	225	21	274	0.986784140969163
CE4.hmm	130	3300011232.a:Ga0122759_100018_40	692	1e-26	5	124	119	286	0.9153846153846154
GH153.hmm	349	3300011232.a:Ga0122759_100018_40	692	1.8e-151	1	348	335	683	0.994269340974212
GT2.hmm	230	3300011232.a:Ga0122759_100018_41	421	4.8e-40	3	230	55	278	0.9869565217391304
CE3.hmm	194	3300011232.a:Ga0122759_100018_74	196	1.2e-17	3	183	17	180	0.9278350515463918
GT51.hmm	177	3300011232.a:Ga0122759_100018_78	225	5.5e-61	12	176	54	218	0.9265536723163842
CE11.hmm	271	3300011232.a:Ga0122759_100025_115	301	6e-106	1	269	4	274	0.988929889298893
GT28.hmm	157	3300011232.a:Ga0122759_100025_121	354	2.7e-51	2	157	183	342	0.9872611464968153
GT30.hmm	177	3300011232.a:Ga0122759_100025_98	434	1.3e-57	2	176	35	215	0.9830508474576272
GH3.hmm	216	3300011232.a:Ga0122759_100026_112	340	2.7e-48	10	215	56	277	0.9490740740740741
GT4.hmm	160	3300011232.a:Ga0122759_100026_114	426	8.9e-40	8	151	245	385	0.89375
GT2.hmm	170	3300011232.a:Ga0122759_100026_132	247	2.5e-18	3	122	8	126	0.7
CE4.hmm	130	3300011232.a:Ga0122759_100026_183	252	1.7e-33	7	127	86	210	0.9230769230769231
GT2.hmm	170	3300011232.a:Ga0122759_100026_184	255	1e-21	1	138	7	138	0.8058823529411765
GT4.hmm	160	3300011232.a:Ga0122759_100026_185	342	2.2e-21	6	126	163	276	0.75
GT25.hmm	181	3300011232.a:Ga0122759_100026_187	256	6.9e-18	5	170	4	176	0.9116022099447514
GT25.hmm	181	3300011232.a:Ga0122759_100026_188	231	3.2e-18	35	172	8	150	0.7569060773480663
AA3_2.hmm	568	3300011232.a:Ga0122759_100027_110	552	4e-165	1	567	4	537	0.9964788732394366
AA6.hmm	195	3300011232.a:Ga0122759_100027_57	194	5.8e-42	3	193	9	179	0.9743589743589743
GT2.hmm	230	3300011232.a:Ga0122759_100027_92	423	6.2e-37	4	228	54	274	0.9739130434782609
CE4.hmm	130	3300011232.a:Ga0122759_100027_93	609	1.1e-24	4	124	93	257	0.9230769230769231
AA6.hmm	195	3300011232.a:Ga0122759_100035_173	197	5.1e-69	2	194	5	193	0.9846153846153847
GH23.hmm	135	3300011232.a:Ga0122759_100035_182	652	3.2e-22	14	123	498	626	0.8074074074074075
AA4.hmm	522	3300011232.a:Ga0122759_100035_50	470	1.6e-24	16	208	10	200	0.367816091954023
CE1.hmm	227	3300011232.a:Ga0122759_100035_82	321	1.1e-24	5	213	64	299	0.9162995594713657
GH23.hmm	135	3300011232.a:Ga0122759_100037_24	1081	1.3e-24	8	131	138	278	0.9111111111111111
GH23.hmm	135	3300011232.a:Ga0122759_100041_144	197	4.9e-19	11	122	83	190	0.8222222222222222
GT4.hmm	160	3300011232.a:Ga0122759_100082_24	391	9.1e-35	12	159	207	356	0.91875
GT4.hmm	160	3300011232.a:Ga0122759_100082_25	362	1.8e-30	6	157	188	331	0.94375
GT2.hmm	170	3300011232.a:Ga0122759_100082_27	324	4.3e-31	1	135	4	141	0.788235294117647
GT2.hmm	170	3300011232.a:Ga0122759_100082_28	320	2.3e-27	1	133	5	145	0.7764705882352941
GH25.hmm	177	3300011232.a:Ga0122759_100090_68	259	2.5e-51	2	177	56	229	0.9887005649717514
GT20.hmm	475	3300011232.a:Ga0122759_100117_52	483	2.8e-151	13	474	2	453	0.9705263157894737
GH103.hmm	295	3300011232.a:Ga0122759_100140_32	429	6.7e-114	1	295	47	345	0.9966101694915255
