#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
CBM32_e215.hmm|CBM32:11 -            115 3300006460.a:Ga0100061_100058_12 -            370      0.18   12.4   0.0   1   2      0.34   8.8e+03   -2.8   0.0    19    52   119   150   117   156 0.62 -
CBM32_e215.hmm|CBM32:11 -            115 3300006460.a:Ga0100061_100058_12 -            370      0.18   12.4   0.0   2   2   2.1e-05      0.53   10.8   0.0    16    80   273   338   258   346 0.85 -
CBM13_e168.hmm|CBM13:10 -            141 3300006460.a:Ga0100061_100058_19 -            145      0.22   11.8   0.0   1   1   1.2e-05      0.32   11.3   0.0     9    67     2    62     1    73 0.90 -
GT4_e254.hmm|GT4:6   -            137 3300006460.a:Ga0100061_100058_20 -            444     0.019   15.1   0.0   1   2   2.1e-05      0.54   10.4   0.0    62   109   122   169   106   178 0.84 -
GT4_e254.hmm|GT4:6   -            137 3300006460.a:Ga0100061_100058_20 -            444     0.019   15.1   0.0   2   2    0.0065   1.7e+02    2.3   0.0    34   129   203   293   194   300 0.73 -
GH20_e118.hmm|GH20:6|CBM32:1 -            316 3300006460.a:Ga0100061_100058_25 -            447       0.1   12.3   0.0   1   1   6.9e-06      0.18   11.6   0.0    96   200   272   386   258   411 0.72 -
GH4_e30.hmm|GH4:290|3.2.1.67:6 -            180 3300006460.a:Ga0100061_100058_27 -            320     0.019   15.3   0.1   1   2   0.00037       2.4    8.4   0.0    63    92    57    86    45   113 0.83 -
GH4_e30.hmm|GH4:290|3.2.1.67:6 -            180 3300006460.a:Ga0100061_100058_27 -            320     0.019   15.3   0.1   2   2    0.0062        40    4.5   0.0    96   146   118   167   107   172 0.80 -
GT4_e3574.hmm|GT4:11           -            148 3300006460.a:Ga0100061_100058_27 -            320      0.15   12.4   0.0   1   2      0.22   1.4e+03   -0.5   0.0    63    84    55    76    19   104 0.63 -
GT4_e3574.hmm|GT4:11           -            148 3300006460.a:Ga0100061_100058_27 -            320      0.15   12.4   0.0   2   2   0.00014      0.87    9.9   0.0    91   139   114   162   109   167 0.79 -
GH4_e27.hmm|GH4:14             -            181 3300006460.a:Ga0100061_100058_27 -            320      0.22   11.7   0.0   1   1   6.4e-05      0.41   10.8   0.0    53    88    46    81    26    88 0.83 -
