#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT2_e3477.hmm|GT2:10 -             64 3300006460.a:Ga0100061_100058_1 -            341    0.0079   16.8   0.1   1   2   0.00024       6.2    7.5   0.1     6    40    40    73    33    76 0.80 -
GT2_e3477.hmm|GT2:10 -             64 3300006460.a:Ga0100061_100058_1 -            341    0.0079   16.8   0.1   2   2   0.00061        16    6.2   0.0    23    50   300   327   289   330 0.89 -
GH16_e305.hmm|GH16_3:21                                                                                -            225 3300006460.a:Ga0100061_100058_3 -            383      0.19   11.8   0.6   1   2   2.8e-05      0.36   10.8   0.2    24    84   141   205   127   210 0.79 -
GH16_e305.hmm|GH16_3:21                                                                                -            225 3300006460.a:Ga0100061_100058_3 -            383      0.19   11.8   0.6   2   2      0.37   4.7e+03   -2.7   0.0   143   162   288   307   261   328 0.63 -
GH16_e342.hmm|GH16_3:100|CBM13:35|CBM12:9|GH16:4|3.2.1.39:1|3.2.1.6:1|3.2.1.73:1|CBM57:1|CBM6:1|CBM4:1 -            232 3300006460.a:Ga0100061_100058_3 -            383      0.36   10.7   1.6   1   2   3.6e-05      0.46   10.3   0.4    19    87   135   207   125   212 0.77 -
GH16_e342.hmm|GH16_3:100|CBM13:35|CBM12:9|GH16:4|3.2.1.39:1|3.2.1.6:1|3.2.1.73:1|CBM57:1|CBM6:1|CBM4:1 -            232 3300006460.a:Ga0100061_100058_3 -            383      0.36   10.7   1.6   2   2      0.24     3e+03   -2.2   0.0    67   100   277   309   256   317 0.67 -
GT4_e1090.hmm|GT4:8  -            123 3300006460.a:Ga0100061_100058_4 -            261     0.015   15.8   0.2   1   2   5.2e-06     0.066   13.7   0.0    16    78    30    93    22   101 0.79 -
GT4_e1090.hmm|GT4:8  -            123 3300006460.a:Ga0100061_100058_4 -            261     0.015   15.8   0.2   2   2      0.15   1.9e+03   -0.7   0.1    22    69   161   208   156   220 0.60 -
GT2_e1262.hmm|GT2:6  -            135 3300006460.a:Ga0100061_100058_4 -            261     0.094   13.1   0.6   1   2     0.093   1.2e+03   -0.2   0.0    42    78    31    67    27    85 0.79 -
GT2_e1262.hmm|GT2:6  -            135 3300006460.a:Ga0100061_100058_4 -            261     0.094   13.1   0.6   2   2   2.8e-05      0.36   11.2   0.1    28    95   172   242   159   258 0.73 -
