Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300012259.a:Ga0121723_100017_251	2.4.1.230:11	GH65(302-677)	GH65_e4	GH65	N	3
3300012259.a:Ga0121723_100017_252	-	GH109(10-155)	GH109_e7	-	N	2
3300012259.a:Ga0121723_100017_258	2.4.1.352:2	GH13_18(90-432)	GH13_e137	GH13_18	N	3
3300012259.a:Ga0121723_100023_126	-	GH105(60-376)	GH105_e57	GH105	N	3
3300012259.a:Ga0121723_100023_144	2.4.1.15:96	GT20(3-451)	GT20_e1	GT20	N	3
3300012259.a:Ga0121723_100023_182	3.2.1.1:2	GH13_5(31-373)	GH13_e245	GH13_5	N	3
3300012259.a:Ga0121723_100023_26	3.2.1.28:18	GH37(61-536)	GH37_e6	GH37	Y(1-35)	3
3300012259.a:Ga0121723_100023_35	4.2.2.n1:8	GH23(38-196)	GH23_e734	GH23	Y(1-19)	3
3300012259.a:Ga0121723_100023_8	3.2.1.26:13	GH32(28-326)	GH32_e0	GH32	N	3
3300012259.a:Ga0121723_100026_150	-	CE8(100-430)	CE8_e3	CE8	Y(1-34)	3
3300012259.a:Ga0121723_100026_56	3.5.1.25:23	CE9(11-382)	CE9_e0	CE9	N	3
3300012259.a:Ga0121723_100028_135	-	GT51(63-226)	GT51_e71	GT51	Y(1-28)	3
3300012259.a:Ga0121723_100028_161	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	GH1(3-473)	GH1_e0	GH1	N	3
3300012259.a:Ga0121723_100028_54	-	GH24(31-172)	GH24_e98	-	Y(1-26)	2
3300012259.a:Ga0121723_100028_90	4.2.2.n1:1	GH23(297-448)	GH23_e225	GH23	N	3
3300012259.a:Ga0121723_100029_123	3.2.1.20:14|3.2.1.1:3|3.2.1.1:1|3.2.1.133:1|3.2.1.20:1	CBM34(5-115)+GH13_21(177-491)	CBM34_e8+GH13_e88	CBM34+GH13_21	N	3
3300012259.a:Ga0121723_100029_61	3.2.1.23:41	GH2(42-919)	GH2_e92	GH2	N	3
3300012259.a:Ga0121723_100031_100	3.2.1.177:1	GH31(216-671)	GH31_e0	GH31	N	3
3300012259.a:Ga0121723_100031_126	4.2.2.n1:10	GH23(493-622)	GH23_e96	GH23	Y(1-28)	3
3300012259.a:Ga0121723_100031_22	3.5.1.108:18	CE11(4-276)	CE11_e22	CE11	N	3
3300012259.a:Ga0121723_100031_28	2.4.1.227:11	GT28(185-341)	GT28_e46	GT28	N	3
3300012259.a:Ga0121723_100032_40	3.2.1.93:2	GH13_29(28-370)	GH13_e1	GH13_29	N	3
3300012259.a:Ga0121723_100032_44	-	GH38(4-264)	GH38_e31	GH38	N	3
3300012259.a:Ga0121723_100032_45	2.4.1.352:2	GH13_18(85-427)	GH13_e137	GH13_18	N	3
3300012259.a:Ga0121723_100032_78	-	GH109(1-153)	-	-	N	1
3300012259.a:Ga0121723_100032_79	-	GH109(2-154)	GH109_e7	-	N	2
3300012259.a:Ga0121723_100032_81	-	GH109(2-149)	-	-	N	1
3300012259.a:Ga0121723_100032_83	-	GH5_13(30-312)	GH5_e234	GH5_13	N	3
3300012259.a:Ga0121723_100033_116	3.5.1.-:8|3.2.1.-:8|3.5.1.-:7|3.2.1.-:7	CE4(106-273)+GH153(316-666)	CE4_e321+GH153_e1	CE4+GH153	Y(1-25)	3
3300012259.a:Ga0121723_100033_117	2.4.1.-:1	GT2(77-297)	GT2	GT2	N	3
3300012259.a:Ga0121723_100033_42	4.2.2.n1:2	GH23(210-355)	GH23_e150	GH23	Y(1-22)	3
3300012259.a:Ga0121723_100033_99	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	GH1(5-474)	GH1_e0	GH1	N	3
3300012259.a:Ga0121723_100034_86	-	GT2(11-171)	GT2	GT2	N	3
3300012259.a:Ga0121723_100034_89	2.4.2.43:13	GT83(5-521)	GT83_e0	GT83	N	3
3300012259.a:Ga0121723_100036_76	2.4.1.129:10	GT51(58-225)	GT51_e0	GT51	N	3
3300012259.a:Ga0121723_100039_22	-	AA1(65-533)	AA1_e20	-	Y(1-29)	2
3300012259.a:Ga0121723_100039_29	-	CE4(226-371)	CE4_e95	CE4	Y(1-20)	3
3300012259.a:Ga0121723_100039_5	3.2.1.-:5	GH43_26(6-306)	GH43_e105	GH43_26	N	3
3300012259.a:Ga0121723_100039_53	2.4.1.129:11	GT51(209-379)	GT51_e28	GT51	N	3
3300012259.a:Ga0121723_100039_89	2.4.1.182:13	GT19(9-366)	GT19_e17	GT19	N	3
3300012259.a:Ga0121723_100040_35	-	GH24(14-154)	GH24_e82	-	N	2
3300012259.a:Ga0121723_100042_60	3.2.1.122:13	GH4(6-182)	GH4_e4	GH4	N	3
3300012259.a:Ga0121723_100042_70	-	GH5_25(78-287)	-	GH0	Y(1-19)	2
3300012259.a:Ga0121723_100042_89	3.2.1.86:10|3.2.1.85:2|3.2.1.21:1	GH1(1-458)	GH1_e13	GH1	N	3
3300012259.a:Ga0121723_100043_13	-	AA1(65-287)	-	-	Y(1-28)	1
3300012259.a:Ga0121723_100043_24	-	GH88(62-388)	GH88_e17	GH88	N	3
3300012259.a:Ga0121723_100043_26	-	GH154(15-352)	GH154_e0	GH154	N	3
3300012259.a:Ga0121723_100044_55	2.4.1.129:12	GT51(54-229)	GT51_e130	GT51	N	3
3300012259.a:Ga0121723_100044_77	2.4.1.25:11	GH77(149-686)	GH77_e27	GH77	N	3
3300012259.a:Ga0121723_100044_78	2.4.1.1:158	GT35(92-795)	GT35_e0	GT35	N	3
3300012259.a:Ga0121723_100044_88	2.4.1.1:158	GT35(101-810)	GT35_e0	GT35	N	3
3300012259.a:Ga0121723_100044_89	2.4.1.21:29	GT5(2-474)	GT5_e31	GT5	N	3
3300012259.a:Ga0121723_100044_91	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1|3.2.1.68:15|3.2.1.-:1	CBM48(11-99)+GH13_11(173-521)	CBM48_e3+GH13_e48	CBM48+GH13_11	N	3
3300012259.a:Ga0121723_100044_92	2.4.1.18:57|2.4.1.18:57|2.4.1.18:14	CBM48(124-211)+GH13_9(274-574)	CBM48_e2+CBM48_e2+GH13_e200	CBM48+GH13_9	N	3
3300012259.a:Ga0121723_100045_13	-	AA6(3-194)	AA6_e2	-	N	2
3300012259.a:Ga0121723_100046_40	3.2.1.52:16	GH3(56-278)	GH3_e19	GH3	N	3
3300012259.a:Ga0121723_100047_20	-	GT4(225-368)	GT4_e731	GT4	N	3
3300012259.a:Ga0121723_100047_35	-	GT2(9-168)	GT2	GT2	N	3
3300012259.a:Ga0121723_100047_7	-	GT4(178-307)	GT4_e2704	GT4	N	3
3300012259.a:Ga0121723_100047_9	-	GT2(9-156)	GT2	GT2	N	3
3300012259.a:Ga0121723_100048_63	3.2.1.28:18	GH37(72-545)	GH37_e6	GH37	N	3
3300012259.a:Ga0121723_100048_66	-	GH24(11-105)	GH24_e68	-	N	2
3300012259.a:Ga0121723_100050_16	-	GH18(25-408)	GH18_e0	GH18	Y(1-21)	3
3300012259.a:Ga0121723_100050_49	-	GT73(14-249)	GT73_e15	GT73	N	3
3300012259.a:Ga0121723_100050_91	-	GH24(2-104)	GH24_e98	-	N	2
3300012259.a:Ga0121723_100052_25	2.4.1.-:18	GT56(1-352)	GT56_e0	GT56	N	3
3300012259.a:Ga0121723_100052_27	2.4.1.-:12	GT26(62-231)	GT26_e141	GT26	N	3
3300012259.a:Ga0121723_100054_1	4.2.2.n1:8	GH102(134-241)	GH102_e2	GH102	N	3
3300012259.a:Ga0121723_100059_38	-	GH108(14-104)	GH108_e60	GH108	N	3
3300012259.a:Ga0121723_100060_17	-	GT2(236-418)	GT2	GT2	N	3
3300012259.a:Ga0121723_100060_50	3.2.1.-:3	GH73(164-297)	GH73_e114	GH73	N	3
3300012259.a:Ga0121723_100063_50	3.2.1.22:13	GH4(5-185)	GH4_e0	GH4+3.2.1.22	N	3
3300012259.a:Ga0121723_100064_17	-	CE19(30-174)	-	-	Y(1-20)	1
3300012259.a:Ga0121723_100065_3	-	CE1(21-273)	-	-	N	1
