Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300022137.a:Ga0214925_100034_102	-	GT8(2-247)	GT8_e141	GT8	N	3
3300022137.a:Ga0214925_100034_103	-	GT8(3-246)	GT8_e236	GT8	N	3
3300022137.a:Ga0214925_100034_115	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(7-498)	GH1_e85	GH1	N	3
3300022137.a:Ga0214925_100034_15	-	GH73(50-190)	GH73_e93	GH73	Y(1-36)	3
3300022137.a:Ga0214925_100034_41	-	CE9(8-376)	CE9_e85	CE9	N	3
3300022137.a:Ga0214925_100034_42	-|-	GH31(374-609)	GH31_e96+CBM32_e14	CBM32+GH31	N	3
3300022137.a:Ga0214925_100034_48	2.4.1.8:9	GH65(320-690)	GH65_e0	GH65	N	3
3300022137.a:Ga0214925_100034_49	3.2.1.54:37|3.2.1.133:20|3.2.1.135:9|3.2.1.54:7|3.2.1.133:3|3.2.1.135:2	CBM34(7-124)+GH13_20(173-471)	CBM34_e0+GH13_e225	CBM34+GH13_20	N	3
3300022137.a:Ga0214925_100034_50	3.2.1.1:1|2.4.1.161:1	GH13_31(30-376)	GH13_e119	GH13_31	N	3
3300022137.a:Ga0214925_100034_52	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	GH13_31(34-363)	GH13_e122	GH13_31	N	3
3300022137.a:Ga0214925_100034_64	-	GT2(22-150)	GT2	GT2	N	3
3300022137.a:Ga0214925_100034_77	-|-	CBM50(32-74)	CBM50_e1012+CBM50_e997	CBM50	Y(1-30)	3
3300022137.a:Ga0214925_100062_12	3.2.1.23:35	GH2(27-883)	GH2_e1	GH2	N	3
3300022137.a:Ga0214925_100069_56	3.2.1.17:3	GH25(8-192)	GH25_e44	GH25	N	3
3300022137.a:Ga0214925_100069_99	-	CE4(36-139)	CE4_e54	-	N	2
3300022137.a:Ga0214925_100073_19	-	GT28(193-355)	GT28_e1	GT28	N	3
3300022137.a:Ga0214925_100077_20	2.4.1.129:2	GT51(79-255)	GT51_e50	GT51	N	3
3300022137.a:Ga0214925_100091_56	-	GH3(64-275)	GH3_e9	GH3	N	3
3300022137.a:Ga0214925_100091_65	-	GT2(7-170)	GT2	GT2	N	3
