Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300011904.a:Ga0121683_100002_129	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(5-478)	GH1_e85	GH1	N	3
3300011904.a:Ga0121683_100002_130	3.2.1.21:5|3.2.1.-:1|3.2.1.23:1	GH1(3-475)	GH1_e87	GH1	N	3
3300011904.a:Ga0121683_100002_137	3.2.1.86:16	GH4(6-183)	GH4_e24	GH4	N	3
3300011904.a:Ga0121683_100002_14	-	PL38(39-311)	PL38_e19	PL38	N	3
3300011904.a:Ga0121683_100002_174	3.2.1.86:12|3.2.1.38:3|3.2.1.85:3|3.2.1.21:1|3.2.1.-:1	GH1(2-465)	GH1_e115	GH1	N	3
3300011904.a:Ga0121683_100002_188	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	GH1(7-485)	GH1_e85	GH1	N	3
3300011904.a:Ga0121683_100002_206	2.4.1.-:9|3.2.1.204:2	GH31(92-521)	GH31_e35	GH31	N	3
3300011904.a:Ga0121683_100002_211	-	GH65(311-674)	GH65_e12	GH65	N	3
3300011904.a:Ga0121683_100002_212	-	GH125(395-581)	-	GH0	N	2
3300011904.a:Ga0121683_100002_221	-	GT2(223-344)	GT2	GT2	N	3
3300011904.a:Ga0121683_100002_230	-	CE9(21-335)	CE9_e75	-	N	2
3300011904.a:Ga0121683_100002_238	-	GH9(318-742)	-	-	N	1
3300011904.a:Ga0121683_100002_242	-	GH9(103-524)	GH9_e3	GH9	N	3
3300011904.a:Ga0121683_100002_270	-	GH28(105-471)	GH28_e123	GH28	N	3
3300011904.a:Ga0121683_100002_277	-	GH105(30-370)	GH105_e32	GH105	N	3
3300011904.a:Ga0121683_100002_324	-	GH38(6-279)	GH38_e41	GH38	N	3
3300011904.a:Ga0121683_100002_381	2.4.1.1:158	GT35(80-749)	GT35_e0	GT35	N	3
3300011904.a:Ga0121683_100002_421	-	GH109(1-175)	GH109_e5	-	N	2
3300011904.a:Ga0121683_100002_423	3.2.1.49:1	GH129(4-625)	GH129_e0	GH129	N	3
3300011904.a:Ga0121683_100002_438	3.2.1.122:13	GH4(6-183)	GH4_e4	GH4	N	3
