CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	STP	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_24	33799	35160	+	PALP
CGC1	TC	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_25	35664	35828	+	3.D.7.2.3
CGC1	TF	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_26	35997	36680	+	Trans_reg_C
CGC1	STP	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_27	36693	37964	+	HisKA+HATPase_c
CGC1	null	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_28	38082	38522	+	null
CGC1	STP	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_29	38674	39852	-	Aminotran_1_2
CGC1	null	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_30	40221	41267	+	null
CGC1	CAZyme	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_31	41280	42662	+	CE11| CE11
CGC2	CAZyme	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_94	115072	117462	-	GH95| GH95
CGC2	CAZyme	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_95	117572	120073	-	GH18| GH18
CGC2	null	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_96	120167	121849	-	null
CGC2	null	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_97	121874	122386	-	null
CGC2	TC	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_98	122395	123822	-	8.A.46.1.3
CGC2	TC	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_99	123833	127153	-	1.B.14.6.1
CGC2	CAZyme	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_100	127725	129593	-	GH20| GH20
CGC2	CAZyme	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_101	129603	131480	-	 GH163|GH163
CGC2	STP	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_102	131698	132633	-	FecR
CGC2	TF	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_103	132744	133322	-	GerE
CGC2	TF	3300008060.a:Ga0114177_100049	3300008060.a:Ga0114177_100049_104	133451	134335	-	HTH_AraC+HTH_AraC
CGC1	CAZyme	3300008060.a:Ga0114177_100019	3300008060.a:Ga0114177_100019_16	18827	19630	-	 GH16_3|GH16_3
CGC1	TC	3300008060.a:Ga0114177_100019	3300008060.a:Ga0114177_100019_17	20119	22665	-	1.B.14.6.14
