Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300011360.a:Ga0121161_100002_142	-	GT4(197-346)	GT4_e2566	GT4	N	3
3300011360.a:Ga0121161_100002_143	-	GH3(100-326)	GH3_e104	GH3	Y(1-21)	3
3300011360.a:Ga0121161_100002_183	-	CE14(6-111)	CE14_e27	CE14	N	3
3300011360.a:Ga0121161_100002_192	2.4.1.305:1	GT2(5-128)	GT2	GT2	N	3
3300011360.a:Ga0121161_100002_194	-	GT30(46-208)	GT30_e55	GT30	Y(1-21)	3
3300011360.a:Ga0121161_100002_207	-	GT2(8-126)	GT2	GT2	N	3
3300011360.a:Ga0121161_100002_209	-	GT2(8-151)	GT2	GT2	N	3
3300011360.a:Ga0121161_100002_210	-	GT2(7-150)	GT2	GT2	N	3
3300011360.a:Ga0121161_100002_212	-|-	GT2(50-201)	GT2+GT4_e425	GT2+GT4	N	3
3300011360.a:Ga0121161_100002_35	-	GH28(73-475)	GH28_e101	GH28	Y(1-19)	3
3300011360.a:Ga0121161_100002_357	-	GT19(4-350)	GT19_e2	GT19	N	3
3300011360.a:Ga0121161_100002_359	-	GT83(69-355)	-	-	N	1
3300011360.a:Ga0121161_100002_417	3.2.1.1:2	GH13_5(30-371)	GH13_e245	GH13_5	N	3
3300011360.a:Ga0121161_100002_420	-|-	GH13_10(385-545)	CBM48_e54+GH13_e156	CBM48+GH13	Y(1-19)	3
3300011360.a:Ga0121161_100002_452	-	GT4(199-348)	GT4_e2685	GT4	N	3
3300011360.a:Ga0121161_100002_458	-	GT4(185-334)	GT4_e2912	-	N	2
3300011360.a:Ga0121161_100002_459	-	GT4(175-318)	GT4_e795	GT4	N	3
3300011360.a:Ga0121161_100002_481	1.10.3.2:4|1.10.3.-:1	AA1(135-643)	AA1_e46	-	Y(1-20)	2
3300011360.a:Ga0121161_100002_583	-	CE1(70-250)	-	-	Y(1-22)	1
3300011360.a:Ga0121161_100002_93	3.2.1.-:8|3.2.1.113:1|3.2.1.114:1|3.2.1.24:1	GH92(267-760)	GH92_e0	GH92	Y(1-22)	3
3300011360.a:Ga0121161_100003_113	-	GT9(112-321)	GT9_e202	GT9	N	3
3300011360.a:Ga0121161_100003_20	-	GT2(9-140)	GT2	GT2	N	3
3300011360.a:Ga0121161_100003_21	-	GT32(23-95)	GT32_e82	GT32	N	3
3300011360.a:Ga0121161_100003_26	-	GT2(6-156)	GT2	GT2	N	3
3300011360.a:Ga0121161_100003_312	-	GT28(203-374)	GT28_e43	GT28	N	3
3300011360.a:Ga0121161_100003_32	-	GT2(5-163)	GT2	GT2	N	3
3300011360.a:Ga0121161_100003_358	-	GT51(79-253)	GT51_e181	GT51	N	3
3300011360.a:Ga0121161_100003_37	-	GT4(194-336)	GT4_e2376	GT4	N	3
3300011360.a:Ga0121161_100003_376	-	GT9(71-304)	GT9_e65	GT9	N	3
3300011360.a:Ga0121161_100003_377	-	GT2(4-133)	GT2	GT2	N	3
3300011360.a:Ga0121161_100003_38	-	GT2(7-137)	GT2	GT2	N	3
3300011360.a:Ga0121161_100003_39	-	GT4(201-348)	GT4_e2536	GT4	N	3
3300011360.a:Ga0121161_100003_41	-	GT4(205-349)	GT4_e3889	GT4	N	3
3300011360.a:Ga0121161_100003_420	-	GH13(55-335)	GH13_e158	GH13	Y(1-20)	3
3300011360.a:Ga0121161_100003_82	-	GT2(5-168)	GT2	GT2	N	3
3300011360.a:Ga0121161_100014_122	-	CE11(5-223)	CE11_e18	CE11	N	3
3300011360.a:Ga0121161_100014_133	3.2.1.71:1|3.2.1.214:1	GH144(1-371)	GH144_e1	GH144	N	3
3300011360.a:Ga0121161_100014_2	-|-	GH5_46(80-345)+CBM6(429-575)	GH5_e50+CBM6_e60	CBM6+GH5_46	Y(1-21)	3
3300011360.a:Ga0121161_100014_7	-	GH13(47-327)	GH13_e24	GH13	Y(1-22)	3
3300011360.a:Ga0121161_100014_79	-	CE8(457-762)	CE8_e50	CE8	N	3
3300011360.a:Ga0121161_100014_80	-	PL1(46-261)	PL1_e102	PL1	N	3
3300011360.a:Ga0121161_100014_83	-	CE8(25-315)	CE8_e20	CE8	Y(1-19)	3
3300011360.a:Ga0121161_100014_85	3.2.1.67:1	GH28(74-473)	GH28_e64	GH28	Y(1-23)	3
3300011360.a:Ga0121161_100014_86	-	CE12(44-270)	CE12_e23	CE12	Y(1-23)	3
3300011360.a:Ga0121161_100014_87	3.2.1.55:2|3.2.1.37:1|-	GH43_10(43-312)+CBM91(346-544)	GH43_e0+CBM91_e10	CBM91+GH43_10	Y(1-23)	3
3300011360.a:Ga0121161_100014_88	3.2.1.-:1	GH105(68-413)	GH105_e41	GH105	Y(1-24)	3
3300011360.a:Ga0121161_100014_89	-	CE8(89-383)	CE8_e96	CE8	N	3
3300011360.a:Ga0121161_100014_90	-|-	PL1(210-383)+CBM77(661-765)	PL1_e59+CBM77_e0	CBM77+PL1	Y(1-21)	3
3300011360.a:Ga0121161_100018_1	-|-	GH73(2-103)	GH73_e88+CBM50_e698	CBM50+GH73	N	3
3300011360.a:Ga0121161_100018_100	-	CE4(31-129)	-	-	N	1
3300011360.a:Ga0121161_100018_101	-	GT4(190-335)	GT4_e858	GT4	N	3
3300011360.a:Ga0121161_100018_64	-	GH73(35-151)	GH73_e100	-	Y(1-26)	2
3300011360.a:Ga0121161_100018_98	-	GT2(5-153)	GT2	GT2	N	3
3300011360.a:Ga0121161_100019_1	-	GH65(64-400)	GH65_e10	GH65	N	3
3300011360.a:Ga0121161_100019_112	2.4.1.1:9|-	GT35(175-495)	GT35_e7+GT35_e2	GT35	N	3
3300011360.a:Ga0121161_100019_80	3.2.1.71:1|3.2.1.214:1	GH144(35-454)	GH144_e1	GH144	Y(1-21)	3
3300011360.a:Ga0121161_100019_81	-	CE1(43-159)	-	-	Y(1-22)	1
3300011360.a:Ga0121161_100019_82	3.2.1.21:20|3.2.1.-:6	GH3(106-327)	GH3_e1	GH3	Y(1-19)	3
3300011360.a:Ga0121161_100020_27	3.2.1.21:4	GH3(168-428)	GH3_e198	GH3	Y(1-18)	3
3300011360.a:Ga0121161_100020_28	-|-	CE1(149-385)	CBM48_e85+CE1_e22	CE0	N	3
3300011360.a:Ga0121161_100020_31	3.2.1.21:33|3.2.1.37:3|3.2.1.-:3|3.2.1.74:1	GH3(118-346)	GH3_e165	GH3	Y(1-34)	3
3300011360.a:Ga0121161_100020_54	-	CBM9(44-218)	-	CBM0	Y(1-20)	2
3300011360.a:Ga0121161_100024_20	-	GT2(10-175)	GT2	GT2	N	3
3300011360.a:Ga0121161_100026_52	-	CE1(5-180)	-	-	N	1
3300011360.a:Ga0121161_100033_60	-	CE1(143-377)	CBM20_e36	-	Y(1-22)	2
3300011360.a:Ga0121161_100036_11	3.2.1.-:1	GH105(68-417)	GH105_e41	GH105	Y(1-28)	3
3300011360.a:Ga0121161_100036_12	-	CE12(22-232)	CE12_e9	CE12	Y(1-19)	3
3300011360.a:Ga0121161_100036_14	-	GH28(75-439)	GH28_e80	GH28	Y(1-20)	3
3300011360.a:Ga0121161_100036_17	-	PL1_2(85-279)	PL1_e17	PL1_2	Y(1-19)	3
3300011360.a:Ga0121161_100036_26	3.2.1.172:1	GH105(65-383)	GH105_e17	GH105	Y(1-30)	3
3300011360.a:Ga0121161_100036_27	4.2.2.23:15|4.2.2.24:5	PL11_1(25-622)	PL11_e0	PL11_1	Y(1-24)	3
3300011360.a:Ga0121161_100036_29	3.2.1.174:1	GH106(23-917)	GH106_e0	GH106	Y(1-22)	3
3300011360.a:Ga0121161_100036_30	-	CE12(192-395)	CE12_e20	CE12	Y(1-19)	3
3300011360.a:Ga0121161_100036_32	3.2.1.-:1|3.2.1.23:1	GH2(36-708)	GH2_e106	GH2	Y(1-23)	3
3300011360.a:Ga0121161_100036_33	3.2.1.173:1	GH28(103-454)	GH28_e117	GH28	N	3
3300011360.a:Ga0121161_100036_8	-	CBM6(124-271)	CBM6_e37	CBM6	N	3
3300011360.a:Ga0121161_100036_9	-	GH50(133-475)	GH50_e13	GH50	Y(1-29)	3
3300011360.a:Ga0121161_100039_24	2.4.1.25:4|2.4.1.25:5	CBM20(135-207)+GH77(237-875)	CBM20_e2+GH77_e22	CBM20+GH77	N	3
3300011360.a:Ga0121161_100041_2	3.2.1.28:18	GH37(22-492)	GH37_e6	GH37	N	3
3300011360.a:Ga0121161_100041_24	-	GH25(68-244)	GH25_e5	GH25	N	3
3300011360.a:Ga0121161_100041_43	-	GT5(5-221)	GT5_e28	GT5	N	3
3300011360.a:Ga0121161_100047_18	-	GT2(5-132)	GT2	GT2	N	3
3300011360.a:Ga0121161_100049_38	-	PL10_1(32-321)	PL10_e21	PL10_1	Y(1-21)	3
3300011360.a:Ga0121161_100051_19	-	GT2(4-167)	GT2	GT2	N	3
3300011360.a:Ga0121161_100051_9	3.2.1.21:12|3.2.1.-:6	GH3(64-283)	GH3_e10	GH3	Y(1-21)	3
3300011360.a:Ga0121161_100053_1	3.2.1.22:1|3.2.1.88:1	GH97(1-232)	GH97_e18	GH97	N	3
3300011360.a:Ga0121161_100053_13	3.2.1.185:1	GH146(24-534)	GH146_e0	GH146	N	3
3300011360.a:Ga0121161_100053_14	-	CE20(92-218)+CE20(395-522)	CE20_e20	CE20	Y(1-16)	3
