HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT5.hmm	472	3300010280.a:Ga0129308_1000050_103	482	5.9e-187	1	471	3	476	0.9957627118644068
CE4.hmm	130	3300010280.a:Ga0129308_1000064_139	293	1.2e-33	2	124	95	221	0.9384615384615385
GT2.hmm	170	3300010280.a:Ga0129308_1000064_142	815	1e-34	1	132	18	148	0.7705882352941177
GT4.hmm	160	3300010280.a:Ga0129308_1000064_142	815	1.9e-29	5	156	542	692	0.94375
GT2.hmm	170	3300010280.a:Ga0129308_1000064_143	382	1.7e-35	1	162	10	174	0.9470588235294117
GT2.hmm	170	3300010280.a:Ga0129308_1000064_144	507	2.9e-30	1	133	9	146	0.7764705882352941
GH73.hmm	128	3300010280.a:Ga0129308_1000064_38	242	1.5e-18	3	124	109	236	0.9453125
GH13_11.hmm	351	3300010280.a:Ga0129308_1000064_89	616	3.5e-41	145	351	267	446	0.5868945868945868
CBM48.hmm	76	3300010280.a:Ga0129308_1000114_70	737	9e-20	2	68	124	207	0.868421052631579
GH13_9.hmm	301	3300010280.a:Ga0129308_1000114_70	737	1.1e-108	2	299	267	563	0.9867109634551495
GH77.hmm	494	3300010280.a:Ga0129308_1000126_107	499	1.7e-173	1	490	11	494	0.9898785425101214
GT2.hmm	170	3300010280.a:Ga0129308_1000126_44	323	1.5e-30	1	129	4	134	0.7529411764705882
GT2.hmm	170	3300010280.a:Ga0129308_1000126_52	806	4e-26	1	131	277	408	0.7647058823529411
GT2.hmm	170	3300010280.a:Ga0129308_1000126_52	806	3.4e-20	1	127	533	661	0.7411764705882353
GT2.hmm	170	3300010280.a:Ga0129308_1000126_53	815	2.1e-23	1	107	283	390	0.6235294117647059
GT2.hmm	170	3300010280.a:Ga0129308_1000126_53	815	2.3e-19	1	129	542	672	0.7529411764705882
GT2.hmm	170	3300010280.a:Ga0129308_1000126_62	619	1.2e-23	1	167	83	242	0.9764705882352941
GT2.hmm	170	3300010280.a:Ga0129308_1000126_62	619	2.4e-27	1	168	340	517	0.9823529411764705
GT2.hmm	170	3300010280.a:Ga0129308_1000126_63	318	6.9e-32	1	170	4	175	0.9941176470588236
GH13_14.hmm	289	3300010280.a:Ga0129308_1000126_90	640	1.6e-106	1	289	187	497	0.9965397923875432
GH133.hmm	372	3300010280.a:Ga0129308_1000126_91	647	6.3e-119	6	372	283	636	0.9838709677419355
GH77.hmm	494	3300010280.a:Ga0129308_1000126_92	485	2.1e-140	1	471	8	466	0.951417004048583
CBM34.hmm	120	3300010280.a:Ga0129308_1000126_93	584	5.2e-20	1	120	6	131	0.9916666666666667
GH13_20.hmm	300	3300010280.a:Ga0129308_1000126_93	584	1.2e-116	1	300	179	478	0.9966666666666667
GH13_31.hmm	349	3300010280.a:Ga0129308_1000126_94	540	2.2e-152	1	349	29	363	0.997134670487106
GT2.hmm	170	3300010280.a:Ga0129308_1000169_10	343	3.1e-27	1	164	6	165	0.9588235294117647
GH77.hmm	494	3300010280.a:Ga0129308_1000231_15	515	7.8e-177	2	476	9	475	0.9595141700404858
GH13_29.hmm	344	3300010280.a:Ga0129308_1000231_6	553	3.9e-178	2	343	26	366	0.9912790697674418
GT51.hmm	177	3300010280.a:Ga0129308_1000321_15	876	3.5e-63	2	176	82	266	0.9830508474576272
CBM48.hmm	76	3300010280.a:Ga0129308_1000321_61	595	7.1e-16	3	67	18	93	0.8421052631578947
GH13_9.hmm	301	3300010280.a:Ga0129308_1000321_61	595	7.3e-122	1	301	164	453	0.9966777408637874
GH13_31.hmm	349	3300010280.a:Ga0129308_1000391_4	557	2.1e-168	1	348	28	375	0.994269340974212
GH31.hmm	427	3300010280.a:Ga0129308_1000391_5	664	6.1e-138	2	427	133	613	0.9953161592505855
GH31.hmm	427	3300010280.a:Ga0129308_1000426_23	809	4.6e-134	1	427	225	706	0.9976580796252927
GH94.hmm	1036	3300010280.a:Ga0129308_1000426_26	901	3.7e-153	369	1019	116	870	0.6274131274131274
GH94.hmm	1036	3300010280.a:Ga0129308_1000426_27	805	5.6e-255	263	1026	2	791	0.7364864864864865
GH3.hmm	216	3300010280.a:Ga0129308_1000426_32	818	5.1e-62	5	216	527	778	0.9768518518518519
GH13_11.hmm	351	3300010280.a:Ga0129308_1000426_40	711	7.5e-149	1	351	187	548	0.9971509971509972
GT4.hmm	160	3300010280.a:Ga0129308_1000426_41	799	4.3e-22	8	151	632	772	0.89375
GH36.hmm	688	3300010280.a:Ga0129308_1000435_13	731	4e-269	2	686	12	710	0.9941860465116279
GH13_4.hmm	400	3300010280.a:Ga0129308_1000436_56	716	1.6e-172	1	400	183	580	0.9975
GT2.hmm	170	3300010280.a:Ga0129308_1000552_29	279	4.8e-19	1	164	10	171	0.9588235294117647
GT28.hmm	157	3300010280.a:Ga0129308_1000552_4	372	5.4e-27	3	154	206	353	0.9617834394904459
GH1.hmm	429	3300010280.a:Ga0129308_1000552_41	476	8.3e-150	3	426	5	470	0.986013986013986
CE9.hmm	373	3300010280.a:Ga0129308_1000552_47	368	4.5e-118	1	370	3	367	0.9892761394101877
CE19.hmm	332	3300010280.a:Ga0129308_1000564_44	615	7e-17	43	182	33	165	0.4186746987951807
CE4.hmm	130	3300010280.a:Ga0129308_1000616_14	411	3.7e-30	4	116	206	319	0.8615384615384616
GH2.hmm	752	3300010280.a:Ga0129308_1000702_11	688	1.7e-97	29	527	3	671	0.6622340425531915
GH25.hmm	177	3300010280.a:Ga0129308_1000702_13	272	3.4e-36	1	177	6	184	0.9943502824858758
CE4.hmm	130	3300010280.a:Ga0129308_1000702_35	436	3.1e-27	4	119	166	284	0.8846153846153846
GH13_20.hmm	300	3300010280.a:Ga0129308_1000702_36	451	1.1e-76	7	298	38	326	0.97
CBM48.hmm	76	3300010280.a:Ga0129308_1000702_37	629	7.2e-21	2	71	26	112	0.9078947368421053
GH13_9.hmm	301	3300010280.a:Ga0129308_1000702_37	629	5e-152	2	301	185	484	0.9933554817275747
GT35.hmm	674	3300010280.a:Ga0129308_1000702_4	821	1.6e-281	1	673	95	812	0.9970326409495549
GH125.hmm	402	3300010280.a:Ga0129308_1000702_5	699	2.7e-103	2	274	25	293	0.6766169154228856
GT2.hmm	170	3300010280.a:Ga0129308_1000819_29	339	1.4e-27	1	106	5	108	0.6176470588235294
GT35.hmm	674	3300010280.a:Ga0129308_1000819_6	756	2.6e-222	2	673	79	753	0.9955489614243324
GH3.hmm	216	3300010280.a:Ga0129308_1000924_11	1023	4.4e-32	10	215	697	926	0.9490740740740741
GH2.hmm	752	3300010280.a:Ga0129308_1000924_12	810	1.8e-98	30	475	4	572	0.5917553191489362
GH78.hmm	504	3300010280.a:Ga0129308_1000924_13	654	8.7e-86	6	485	161	622	0.9503968253968254
GH78.hmm	504	3300010280.a:Ga0129308_1000924_14	525	2.7e-76	6	438	68	520	0.8571428571428571
GH43_35.hmm	294	3300010280.a:Ga0129308_1000924_5	484	3.4e-121	1	293	8	321	0.9931972789115646
