HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH18.hmm	296	3300012889.a:Ga0163159_1000004_162	552	5.7e-25	48	278	259	538	0.777027027027027
GT4.hmm	160	3300012889.a:Ga0163159_1000004_215	444	8.5e-18	12	152	281	415	0.875
GT8.hmm	257	3300012889.a:Ga0163159_1000004_216	319	2.7e-50	31	255	4	253	0.8715953307392996
GT2.hmm	170	3300012889.a:Ga0163159_1000004_222	359	4e-29	1	167	21	194	0.9764705882352941
GT8.hmm	257	3300012889.a:Ga0163159_1000004_225	332	2e-48	30	255	4	256	0.8754863813229572
GT8.hmm	257	3300012889.a:Ga0163159_1000004_226	655	5.3e-42	25	256	9	274	0.8988326848249028
GT4.hmm	160	3300012889.a:Ga0163159_1000004_228	413	6e-32	6	157	193	339	0.94375
GH25.hmm	177	3300012889.a:Ga0163159_1000004_285	540	4.8e-40	1	177	332	525	0.9943502824858758
GT26.hmm	171	3300012889.a:Ga0163159_1000004_98	241	4.2e-63	2	171	55	222	0.9883040935672515
CBM13.hmm	188	3300012889.a:Ga0163159_1000021_205	202	3.9e-19	48	132	14	99	0.44680851063829785
GH77.hmm	494	3300012889.a:Ga0163159_1000021_224	496	1.1e-170	1	471	9	472	0.951417004048583
CE7.hmm	313	3300012889.a:Ga0163159_1000021_48	480	6.1e-16	50	274	209	425	0.7156549520766773
GH3.hmm	216	3300012889.a:Ga0163159_1000021_71	400	1.4e-40	3	215	126	357	0.9814814814814815
GH13_39.hmm	316	3300012889.a:Ga0163159_1000021_86	625	9.1e-126	1	315	185	514	0.9936708860759493
CE9.hmm	373	3300012889.a:Ga0163159_1000077_110	372	5e-127	2	373	4	366	0.9946380697050938
GT2.hmm	230	3300012889.a:Ga0163159_1000077_45	431	1.1e-23	2	228	46	274	0.9826086956521739
GH77.hmm	494	3300012889.a:Ga0163159_1000077_51	507	7.6e-164	1	471	9	470	0.951417004048583
GH32.hmm	293	3300012889.a:Ga0163159_1000104_42	455	1.3e-91	1	293	10	318	0.9965870307167235
GT51.hmm	177	3300012889.a:Ga0163159_1000107_87	867	3.3e-63	5	176	94	269	0.9661016949152542
GT28.hmm	157	3300012889.a:Ga0163159_1000123_103	367	2.8e-24	2	152	194	338	0.9554140127388535
CE4.hmm	130	3300012889.a:Ga0163159_1000123_104	231	1.2e-23	7	125	40	159	0.9076923076923077
GT35.hmm	674	3300012889.a:Ga0163159_1000123_64	809	1.2e-254	1	673	93	805	0.9970326409495549
GT5.hmm	472	3300012889.a:Ga0163159_1000123_65	605	3.9e-172	1	471	2	473	0.9957627118644068
CBM48.hmm	76	3300012889.a:Ga0163159_1000123_68	746	2.8e-20	3	68	22	102	0.8552631578947368
GH13_9.hmm	301	3300012889.a:Ga0163159_1000123_68	746	2.5e-149	1	301	172	472	0.9966777408637874
GT2.hmm	170	3300012889.a:Ga0163159_1000157_34	442	9e-19	1	116	221	324	0.6764705882352942
SLH.hmm	42	3300012889.a:Ga0163159_1000205_60	1049	6.3e-16	1	42	934	975	0.9761904761904762
GT28.hmm	157	3300012889.a:Ga0163159_1000212_39	380	6.9e-44	4	157	202	366	0.9745222929936306
GT2.hmm	170	3300012889.a:Ga0163159_1000212_5	338	1.4e-34	1	116	5	118	0.6764705882352942
GT4.hmm	160	3300012889.a:Ga0163159_1000212_53	340	1.4e-18	5	152	157	299	0.91875
CE1.hmm	227	3300012889.a:Ga0163159_1000215_9	848	8.5e-22	4	212	228	466	0.9162995594713657
CE4.hmm	130	3300012889.a:Ga0163159_1000227_1	279	1.5e-31	2	124	77	203	0.9384615384615385
GH13.hmm	299	3300012889.a:Ga0163159_1000259_30	431	1e-41	12	286	25	312	0.9163879598662207
GT35.hmm	674	3300012889.a:Ga0163159_1000368_49	765	6.9e-213	2	673	73	764	0.9955489614243324
GH5_2.hmm	237	3300012889.a:Ga0163159_1000587_34	650	1e-88	1	236	231	474	0.9915611814345991
CBM2.hmm	101	3300012889.a:Ga0163159_1000587_34	650	2e-20	1	86	553	642	0.8415841584158416
CE4.hmm	130	3300012889.a:Ga0163159_1000587_5	413	1.2e-26	6	114	25	136	0.8307692307692308
SLH.hmm	42	3300012889.a:Ga0163159_1000608_10	597	1.7e-17	1	42	471	512	0.9761904761904762
GT4.hmm	160	3300012889.a:Ga0163159_1000619_22	743	9e-32	6	159	189	341	0.95625
CE4.hmm	130	3300012889.a:Ga0163159_1000710_42	240	2.7e-30	6	113	36	145	0.823076923076923
GT4.hmm	160	3300012889.a:Ga0163159_1001016_4	393	6.3e-32	5	159	202	352	0.9625
CBM50.hmm	40	3300012889.a:Ga0163159_1001090_4	187	7.8e-17	2	40	143	186	0.95
