Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300029339.a:Ga0242823_1000083_62	-	GT26(59-228)	GT26_e156	GT26	N	3
3300029339.a:Ga0242823_1000083_65	-	GT2(46-270)	GT2	GT2	N	3
3300029339.a:Ga0242823_1000193_14	-	AA4(11-240)	AA4_e1	-	N	2
3300029339.a:Ga0242823_1000262_24	-	AA4(10-233)	-	-	N	1
3300029339.a:Ga0242823_1000357_23	-	AA4(9-249)	AA4_e1	-	N	2
3300029339.a:Ga0242823_1000357_66	-	CE11(6-272)	CE11_e34	CE11	N	3
3300029339.a:Ga0242823_1000359_28	-	GT2(42-267)	GT2	GT2	N	3
3300029339.a:Ga0242823_1000359_35	-	GH73(155-284)	GH73_e220	GH73	Y(1-28)	3
3300029339.a:Ga0242823_1000427_8	-	GT28(189-353)	GT28_e1	GT28	N	3
3300029339.a:Ga0242823_1000502_36	-	GT30(37-216)	GT30_e33	GT30	N	3
3300029339.a:Ga0242823_1000502_38	-	GT19(3-351)	GT19_e9	GT19	N	3
3300029339.a:Ga0242823_1000534_7	-	GT83(3-378)	GT83_e69	GT83	Y(1-25)	3
3300029339.a:Ga0242823_1000576_38	-	GT51(75-250)	GT51_e132	GT51	N	3
3300029339.a:Ga0242823_1000610_43	-	GH23(61-188)	GH23_e591	GH23	N	3
3300029339.a:Ga0242823_1000748_19	-	GT2(12-125)	GT2	GT2	N	3
3300029339.a:Ga0242823_1000748_24	2.4.1.-:1	GT2(10-150)	GT2	GT2	N	3
3300029339.a:Ga0242823_1000748_39	-	GT111(5-221)	GT111_e25	GT111	N	3
3300029339.a:Ga0242823_1000887_21	-	GT9(76-320)	GT9_e170	GT9	N	3
3300029339.a:Ga0242823_1000887_22	-	GT9(79-323)	GT9_e90	GT9	N	3
3300029339.a:Ga0242823_1001173_33	-	CE9(5-372)	CE9_e66	CE9	N	3
3300029339.a:Ga0242823_1001173_36	-	GH170(3-340)	GH170_e20	GH170	N	3
3300029339.a:Ga0242823_1001195_19	-	CE1(197-424)	-	-	Y(1-38)	1
3300029339.a:Ga0242823_1001207_14	-	GT8(25-265)	GT8_e248	GT8	N	3
3300029339.a:Ga0242823_1001207_15	-	GT9(81-339)	GT9_e283	GT9	N	3
3300029339.a:Ga0242823_1001207_16	-	GT25(7-171)	GT25_e20	GT25	N	3
3300029339.a:Ga0242823_1001207_18	-	GT8(2-256)	GT8_e70	GT8	N	3
3300029339.a:Ga0242823_1001304_5	-	GT83(3-478)	GT83_e69	GT83	Y(1-26)	3
3300029339.a:Ga0242823_1001557_17	-	CE4(89-212)	CE4_e274	CE4	Y(1-25)	3
3300029339.a:Ga0242823_1001936_14	-	GT2(9-170)	GT2	GT2	N	3
3300029339.a:Ga0242823_1002250_13	-	GT2(6-97)	GT2	GT2	N	3
3300029339.a:Ga0242823_1002641_10	-	GH18(96-344)	GH18_e396	GH18	Y(1-24)	3
3300029339.a:Ga0242823_1003261_6	2.4.1.129:1	GT51(69-235)	GT51_e144	GT51	Y(1-24)	3
3300029339.a:Ga0242823_1000748_30	-	-	GT2	GT2	N	2
3300029339.a:Ga0242823_1002114_14	-	-	-	CBM50+GH25	N	1
3300029339.a:Ga0242823_1001656_4	-	-	-	GH101	N	1
3300029339.a:Ga0242823_1001357_22	-	-	-	GT2	N	1
3300029339.a:Ga0242823_1001936_5	-	-	-	GH27	N	1
3300029339.a:Ga0242823_1000401_25	-	-	-	GT4	N	1
3300029339.a:Ga0242823_1000401_64	-	-	-	GH13_26	N	1
3300029339.a:Ga0242823_1000193_47	-	-	-	GH130	N	1
3300029339.a:Ga0242823_1000083_61	-	-	-	GH1	N	1
3300029339.a:Ga0242823_1000083_80	-	-	-	GT2	N	1
3300029339.a:Ga0242823_1000083_129	-	-	-	GT2	N	1
3300029339.a:Ga0242823_1000083_170	-	-	-	GH13	N	1
3300029339.a:Ga0242823_1000083_177	-	-	-	GH84	N	1
3300029339.a:Ga0242823_1000427_62	-	-	-	GT2	N	1
3300029339.a:Ga0242823_1000359_52	-	-	-	GH13_31	N	1
3300029339.a:Ga0242823_1001039_19	-	-	-	GT2	N	1
3300029339.a:Ga0242823_1001195_4	-	-	-	GH28	N	1
3300029339.a:Ga0242823_1000502_17	-	-	-	GT83	N	1
3300029339.a:Ga0242823_1001290_10	-	-	-	GH13_30	N	1
3300029339.a:Ga0242823_1000576_34	-	-	-	GH28	N	1
3300029339.a:Ga0242823_1000854_11	-	-	-	GH5_11	N	1
3300029339.a:Ga0242823_1000854_28	-	-	-	GH23	N	1
3300029339.a:Ga0242823_1000357_38	-	-	-	GT0	N	1
3300029339.a:Ga0242823_1000357_45	-	-	-	GT58	N	1
3300029339.a:Ga0242823_1001673_18	-	-	-	GT2	N	1
3300029339.a:Ga0242823_1002090_5	-	-	-	GH1	N	1
3300029339.a:Ga0242823_1000828_26	-	-	-	GT4	N	1
3300029339.a:Ga0242823_1000828_40	-	-	-	GH38	N	1
3300029339.a:Ga0242823_1000534_30	-	-	-	GT47	N	1
3300029339.a:Ga0242823_1000578_12	-	-	-	GH13	N	1
