dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH25_e95	GH25:21	-	-	172	3300029508.a:Ga0244830_100021_132	336	1.6e-84	1	171	7	181	0.9883720930232558	0.9883720930232558
GT2	GT2:52	-	-	137	3300029508.a:Ga0244830_100021_158	279	1.9e-20	1	135	5	138	0.9781021897810219	0.9781021897810219
GT4_e2903	GT4:31	-	-	153	3300029508.a:Ga0244830_100021_159	361	9.4e-62	2	152	181	329	0.9803921568627451	0.9803921568627451
GT2	GT2:53|GT4:2	-	-	208	3300029508.a:Ga0244830_100021_170	728	1.9e-62	1	200	197	395	0.9567307692307693	0.9567307692307693
GT2	GT2:156|GT4:8|GT0:3	-	-	243	3300029508.a:Ga0244830_100021_170	728	3.5e-81	10	242	451	700	0.9547325102880658	0.9547325102880658
GH73_e250	GH73:8|GH25:4	-	-	117	3300029508.a:Ga0244830_100021_181	886	2e-60	1	117	298	415	0.9914529914529915	0.9914529914529915
GT2	GT2:6	-	-	135	3300029508.a:Ga0244830_100021_196	312	2.9e-61	1	135	8	144	0.9925925925925926	0.9925925925925926
GH3_e105	GH3:495	3.2.1.-:2	beta-glucan	224	3300029508.a:Ga0244830_100035_10	738	1.2e-112	1	224	76	297	0.9955357142857143	0.9955357142857143
CE4_e134	CE4:21	-	-	121	3300029508.a:Ga0244830_100035_158	448	3e-53	1	118	244	357	0.9669421487603306	0.9669421487603306
GH1_e0	GH1:9150	3.2.1.86:26|3.2.1.23:2|3.2.1.21:1	beta-glucan, beta-galactan, beta-glucan	472	3300029508.a:Ga0244830_100035_18	473	1.3e-168	2	472	1	464	0.9957627118644068	0.9957627118644068
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029508.a:Ga0244830_100035_24	485	8.9e-184	2	470	4	481	0.9957446808510638	0.9957446808510638
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029508.a:Ga0244830_100035_26	489	1.2e-177	1	470	3	485	0.997872340425532	0.997872340425532
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029508.a:Ga0244830_100035_80	491	5.7e-207	1	469	6	484	0.9957446808510638	0.9957446808510638
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029508.a:Ga0244830_100064_113	480	4.6e-221	1	470	3	476	0.997872340425532	0.997872340425532
GT28_e40	GT28:9	-	-	160	3300029508.a:Ga0244830_100064_126	359	9.6e-76	1	160	189	345	0.99375	0.99375
GH23_e21	GH23:981	-	-	138	3300029508.a:Ga0244830_100064_29	336	1.6e-68	1	137	69	206	0.9855072463768116	0.9855072463768116
GH13_e122	GH13_31:1547|GH13_40:132|GH13:79|GH13_29:30|GH13_23:5|GH13_17:3|GH13_36:3|GH13_44:1|GT25:1|GT5:1	5.4.99.11:5|3.2.1.20:4|3.2.1.10:1|3.2.1.-:1|3.2.1.70:1	sucrose, sucrose, starch, starch, starch, starch	344	3300029508.a:Ga0244830_100064_5	552	3.2e-162	1	342	26	371	0.9912790697674418	0.9912790697674418
GH13_e141	GH13:115	3.2.1.-:2	sucrose, starch	288	3300029508.a:Ga0244830_100073_46	430	4e-129	2	288	37	320	0.9930555555555556	0.9930555555555556
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029508.a:Ga0244830_100104_98	491	1e-210	1	470	3	488	0.997872340425532	0.997872340425532
GH1_e85	GH1:13226	3.2.1.86:49|3.2.1.21:4|3.2.1.37:1	beta-glucan, beta-glucan, xylan	470	3300029508.a:Ga0244830_100109_4	477	7.1e-216	2	470	3	474	0.9957446808510638	0.9957446808510638
GH3_e28	GH3:930|GH171:3	3.2.1.52:8	chitin	224	3300029508.a:Ga0244830_100109_99	798	3.8e-92	2	224	113	345	0.9910714285714286	0.9910714285714286
GH140_e0	GH140:190	-	-	379	3300029508.a:Ga0244830_100186_37	427	4e-163	2	376	4	372	0.9868073878627969	0.9868073878627969
GT51_e53	GT51:8	-	-	179	3300029508.a:Ga0244830_100215_10	886	4.1e-106	1	179	68	247	0.994413407821229	0.994413407821229
GH84_e6	GH84:102|CBM32:80|GH20:26	3.2.1.35:2|3.2.1.52:2	host glycan, host glycan	302	3300029508.a:Ga0244830_100215_57	637	9.9e-162	1	302	183	483	0.9966887417218543	0.9966887417218543
CBM32_e59	CBM32:22|GH20:19|CBM51:1|GH110:1|GH89:1	-	host glycan	120	3300029508.a:Ga0244830_100215_58	1623	2.8e-27	4	120	46	160	0.9666666666666667	0.9666666666666667
CBM32_e59	CBM32:22|GH20:19|CBM51:1|GH110:1|GH89:1	-	host glycan	120	3300029508.a:Ga0244830_100215_58	1623	5.2e-32	1	120	183	315	0.9916666666666667	0.9916666666666667
GH20_e18	GH20:121|CBM32:19|CBM62:1	3.2.1.52:2	host glycan	339	3300029508.a:Ga0244830_100215_58	1623	3.8e-156	1	338	542	876	0.9941002949852508	0.9941002949852508
CBM32_e59	CBM32:22|GH20:19|CBM51:1|GH110:1|GH89:1	-	host glycan	120	3300029508.a:Ga0244830_100215_58	1623	2.9e-29	5	120	1233	1348	0.9583333333333334	0.9583333333333334
