Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300013630.a:Ga0121618_10001_1020	-	GH65(543-930)	GH65_e26	GH65	N	3
3300013630.a:Ga0121618_10001_1029	-	AA1(68-579)	AA1_e13	-	Y(1-33)	2
3300013630.a:Ga0121618_10001_1043	-	AA1(63-596)	AA1_e13	-	Y(1-30)	2
3300013630.a:Ga0121618_10001_1105	-	AA1(68-580)	AA1_e13	-	N	2
3300013630.a:Ga0121618_10001_1174	-	GH23(57-167)	GH23_e1003	GH23	Y(1-28)	3
3300013630.a:Ga0121618_10001_1316	-	GT2(184-402)	GT2	GT2	N	3
3300013630.a:Ga0121618_10001_1319	-	GH10(45-369)	GH10_e17	GH10	Y(1-22)	3
3300013630.a:Ga0121618_10001_1353	-	GT2(8-155)	GT2	GT2	N	3
3300013630.a:Ga0121618_10001_611	-	GH23(41-157)	GH23_e1005	-	N	2
3300013630.a:Ga0121618_10001_634	-	GT4(238-368)	GT4_e744	GT4	N	3
3300013630.a:Ga0121618_10001_682	-	GT19(7-360)	GT19_e27	GT19	N	3
3300013630.a:Ga0121618_10001_732	-	CE1(60-281)	-	-	Y(1-28)	1
3300013630.a:Ga0121618_10001_875	-	GT2(92-322)	GT2	GT2	N	3
3300013630.a:Ga0121618_10001_881	-	GH23(513-643)	GH23_e114	GH23	Y(1-20)	3
3300013630.a:Ga0121618_10001_884	-	GT51(59-237)	GT51_e77	GT51	N	3
3300013630.a:Ga0121618_10001_96	-	GT9(71-281)	GT9_e83	GT9	N	3
3300013630.a:Ga0121618_10001_968	-	GH23(75-189)	GH23_e963	GH23	Y(1-23)	3
3300013630.a:Ga0121618_10002_107	-	CE1(21-273)	-	-	N	1
3300013630.a:Ga0121618_10002_250	-	GH23(395-522)	GH23_e492	GH23	Y(1-28)	3
3300013630.a:Ga0121618_10002_257	-	CE4(30-139)	-	-	N	1
3300013630.a:Ga0121618_10002_288	2.4.99.-:2|2.4.99.-:2	GT107(41-341)+GT107(339-673)	GT107_e0+GT107_e0	GT107	N	3
3300013630.a:Ga0121618_10002_307	-	GT28(186-348)	GT28_e97	GT28	N	3
3300013630.a:Ga0121618_10002_353	-	CE1(44-264)	-	-	Y(1-23)	1
3300013630.a:Ga0121618_10002_360	-	GT4(149-301)	GT4_e3156	GT4	N	3
3300013630.a:Ga0121618_10002_378	-	GT30(38-210)	GT30_e30	GT30	N	3
3300013630.a:Ga0121618_10002_399	4.2.2.n1:1	GH103(61-350)	GH103_e1	GH103	Y(1-27)	3
3300013630.a:Ga0121618_10002_501	-	CE1(570-793)	-	-	Y(1-24)	1
3300013630.a:Ga0121618_10003_109	3.2.1.49:3	GH109(28-437)	GH109_e1	GH109	Y(1-26)	3
3300013630.a:Ga0121618_10003_145	-	GT9(71-271)	GT9_e175	GT9	N	3
3300013630.a:Ga0121618_10003_193	-	GH3(61-278)	GH3_e228	GH3	N	3
