HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT8.hmm	257	3300008155.a:Ga0114001_100010_100	309	4e-52	31	256	5	268	0.8754863813229572
GT2.hmm	170	3300008155.a:Ga0114001_100010_191	278	2.4e-20	2	132	5	141	0.7647058823529411
GT2.hmm	170	3300008155.a:Ga0114001_100010_195	331	1.9e-31	2	129	7	135	0.7470588235294118
GT2.hmm	170	3300008155.a:Ga0114001_100010_199	320	5.4e-26	1	132	8	145	0.7705882352941177
GT2.hmm	170	3300008155.a:Ga0114001_100010_200	291	4.2e-23	1	125	8	135	0.7294117647058823
GT4.hmm	160	3300008155.a:Ga0114001_100012_176	381	4.8e-39	6	158	195	345	0.95
GH3.hmm	216	3300008155.a:Ga0114001_100012_177	565	4.2e-58	4	215	103	329	0.9768518518518519
GH73.hmm	128	3300008155.a:Ga0114001_100012_201	383	2.6e-34	2	128	33	162	0.984375
GT2.hmm	170	3300008155.a:Ga0114001_100012_215	343	1.9e-26	1	145	18	158	0.8470588235294118
GT2.hmm	170	3300008155.a:Ga0114001_100012_222	304	8.5e-30	1	158	3	159	0.9235294117647059
GT28.hmm	157	3300008155.a:Ga0114001_100012_244	358	3.5e-49	1	157	183	342	0.9936305732484076
GT2.hmm	170	3300008155.a:Ga0114001_100012_259	253	4e-36	1	127	6	129	0.7411764705882353
CE1.hmm	227	3300008155.a:Ga0114001_100012_263	714	1.5e-16	5	218	472	701	0.9383259911894273
GT4.hmm	160	3300008155.a:Ga0114001_100012_39	381	4.6e-27	8	154	207	350	0.9125
CE1.hmm	227	3300008155.a:Ga0114001_100012_47	666	1.2e-18	5	221	419	662	0.9515418502202643
GT51.hmm	177	3300008155.a:Ga0114001_100017_10	778	1.5e-55	1	176	70	246	0.9887005649717514
CE14.hmm	124	3300008155.a:Ga0114001_100017_130	240	1.4e-27	1	124	6	111	0.9919354838709677
GT30.hmm	177	3300008155.a:Ga0114001_100017_20	409	7.2e-40	11	176	44	207	0.9322033898305084
GH73.hmm	128	3300008155.a:Ga0114001_100024_89	157	2e-24	3	128	39	155	0.9765625
GT51.hmm	177	3300008155.a:Ga0114001_100047_105	216	5e-60	9	177	42	209	0.9491525423728814
GH25.hmm	177	3300008155.a:Ga0114001_100047_25	285	2.9e-47	2	177	86	262	0.9887005649717514
GT4.hmm	160	3300008155.a:Ga0114001_100047_27	355	1.4e-32	4	155	177	324	0.94375
GT4.hmm	160	3300008155.a:Ga0114001_100047_53	365	1.8e-26	8	154	193	331	0.9125
CE4.hmm	130	3300008155.a:Ga0114001_100047_54	259	7.6e-17	20	127	31	130	0.823076923076923
GT2.hmm	170	3300008155.a:Ga0114001_100047_56	236	5.1e-24	1	139	5	149	0.8117647058823529
GT4.hmm	160	3300008155.a:Ga0114001_100047_58	378	1.1e-33	7	157	203	352	0.9375
GT2.hmm	170	3300008155.a:Ga0114001_100047_59	299	6.3e-28	1	127	5	130	0.7411764705882353
GT4.hmm	160	3300008155.a:Ga0114001_100047_60	383	1.1e-28	9	157	206	351	0.925
CE11.hmm	271	3300008155.a:Ga0114001_100048_105	466	1.5e-75	1	220	5	225	0.8081180811808119
GT2.hmm	170	3300008155.a:Ga0114001_100048_125	255	6e-23	3	140	11	139	0.8058823529411765
GT2.hmm	170	3300008155.a:Ga0114001_100048_127	316	1.9e-26	1	155	5	159	0.9058823529411765
GT2.hmm	170	3300008155.a:Ga0114001_100048_128	298	3e-21	1	163	6	169	0.9529411764705882
CE4.hmm	130	3300008155.a:Ga0114001_100048_40	252	3.5e-17	5	123	52	175	0.9076923076923077
GT2.hmm	170	3300008155.a:Ga0114001_100048_41	331	2e-38	1	166	5	168	0.9705882352941176
GT19.hmm	354	3300008155.a:Ga0114001_100048_76	371	9e-127	2	352	6	353	0.9887005649717514
GT2.hmm	170	3300008155.a:Ga0114001_100060_106	239	1.8e-29	2	169	5	170	0.9823529411764705
GT9.hmm	225	3300008155.a:Ga0114001_100060_48	326	3.3e-31	9	220	77	305	0.9377777777777778
GT4.hmm	160	3300008155.a:Ga0114001_100098_43	390	7.4e-33	2	157	197	356	0.96875
GT27.hmm	295	3300008155.a:Ga0114001_100098_81	324	5.4e-24	2	237	6	233	0.7966101694915254
GH171.hmm	355	3300008155.a:Ga0114001_100101_91	409	1.9e-110	1	355	56	406	0.9971830985915493
GT2.hmm	170	3300008155.a:Ga0114001_100474_24	318	1.1e-32	1	150	4	149	0.8764705882352941
CE1.hmm	227	3300008155.a:Ga0114001_100920_20	325	8.7e-20	3	140	69	210	0.6035242290748899
