dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT2	GT2:253|GT8:1|GT0:1	2.4.1.-:1	-	280	3300011456.a:Ga0121223_10003_377	418	5.8e-131	3	270	56	323	0.9535714285714286	0.9535714285714286
GT51_e71	GT51:5520	-	-	166	3300011456.a:Ga0121223_10006_15	794	6.3e-78	1	165	73	236	0.9879518072289156	0.9879518072289156
CE11_e22	CE11:9240	3.5.1.108:18	exo-polysaccharide	272	3300011456.a:Ga0121223_10007_131	304	2e-127	1	272	5	276	0.9963235294117647	0.9963235294117647
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300011456.a:Ga0121223_10007_137	366	3.4e-59	1	159	192	352	0.9875	0.9875
AA6_e2	AA6:22	-	-	195	3300011456.a:Ga0121223_10007_30	198	2.6e-45	2	194	5	193	0.9846153846153847	0.9846153846153847
CE9_e18	CE9:1220	-	-	357	3300011456.a:Ga0121223_10010_151	376	1.8e-156	1	357	11	366	0.9971988795518207	0.9971988795518207
CE14_e48	CE14:43	-	-	106	3300011456.a:Ga0121223_10010_221	251	2.6e-18	1	106	43	157	0.9905660377358491	0.9905660377358491
GT2	GT2:98|GT4:77	-	-	236	3300011456.a:Ga0121223_10014_49	700	5.3e-109	1	234	75	308	0.9872881355932204	0.9872881355932204
GT4_e3741	GT4:107|GT2:82	-	-	128	3300011456.a:Ga0121223_10014_49	700	1.7e-51	5	128	548	672	0.9609375	0.9609375
PL17_e4	PL17_2:212|PL17:6	4.2.2.26:6|4.2.2.3:2	alginate, alginate	136	3300011456.a:Ga0121223_10014_73	743	2.7e-16	48	134	191	272	0.6323529411764706	0.6323529411764706
PL17_e4	PL17_2:212|PL17:6	4.2.2.26:6|4.2.2.3:2	alginate, alginate	136	3300011456.a:Ga0121223_10014_73	743	3.5e-58	1	134	394	527	0.9779411764705882	0.9779411764705882
GH18_e66	GH18:854|CBM2:460|CBM5:127|CBM12:58|CBM57:1|GH8:1	3.2.1.14:41|3.2.1.-:2|3.2.1.17:2|3.2.1.132:1	chitin, chitin, peptidoglycan	350	3300011456.a:Ga0121223_10017_86	395	2.3e-123	4	348	31	377	0.9828571428571429	0.9828571428571429
CE9_e59	CE9:650	-	-	370	3300011456.a:Ga0121223_10018_120	383	1.5e-170	1	370	7	378	0.9972972972972973	0.9972972972972973
GT60_e0	GT60:132	-	-	308	3300011456.a:Ga0121223_10018_54	453	8.7e-107	1	308	7	327	0.9967532467532467	0.9967532467532467
GH77_e33	GH77:1003|CBM48:2|GH13_10:2	-	-	528	3300011456.a:Ga0121223_10032_13	613	1.1e-136	184	517	284	599	0.6306818181818182	0.6306818181818182
CBM50_e534	CBM50:58	-	chitin, peptidoglycan	47	3300011456.a:Ga0121223_10043_22	567	1e-25	1	47	51	97	0.9787234042553191	0.9787234042553191
GT20_e1	GT20:8450	2.4.1.15:96	-	473	3300011456.a:Ga0121223_10056_19	455	2.1e-178	9	469	2	453	0.9725158562367865	0.9725158562367865
GH5_e121	GH5_48:175	3.2.1.132:1|3.2.1.52:1	chitosan, chitin	315	3300011456.a:Ga0121223_10001_17	398	2.8e-155	1	315	40	355	0.9968253968253968	0.9968253968253968
GH23_e34	GH23:216	-	-	133	3300011456.a:Ga0121223_10003_161	669	4.6e-51	1	109	28	136	0.8120300751879699	0.8120300751879699
CBM32_e120	CBM32:37|GH0:25|CBM0:1|GH15:1	-	host glycan	109	3300011456.a:Ga0121223_10003_340	1056	2.7e-36	6	109	201	304	0.944954128440367	0.944954128440367
GH144_e10	GH144:566|CBM0:2|CBM9:1	-	-	432	3300011456.a:Ga0121223_10003_344	535	1.5e-220	2	432	52	483	0.9953703703703703	0.9953703703703703
GH3_e187	GH3:475	-	-	225	3300011456.a:Ga0121223_10006_72	336	4.8e-128	1	225	54	278	0.9955555555555555	0.9955555555555555
GT4_e1089	GT4:57|GT2:3|GT0:1	-	-	126	3300011456.a:Ga0121223_10007_240	1098	2.4e-32	3	126	515	640	0.9761904761904762	0.9761904761904762
GT4_e1089	GT4:57|GT2:3|GT0:1	-	-	126	3300011456.a:Ga0121223_10007_240	1098	5e-44	1	125	919	1052	0.9841269841269841	0.9841269841269841
GT83_e10	GT83:611	-	-	503	3300011456.a:Ga0121223_10008_161	572	2.2e-225	2	502	8	511	0.9940357852882704	0.9940357852882704
GT2	GT2:33	-	-	110	3300011456.a:Ga0121223_10008_163	269	7.3e-54	1	110	15	125	0.990909090909091	0.990909090909091
GT2	GT2:630	-	-	347	3300011456.a:Ga0121223_10008_184	643	2.5e-145	4	342	140	478	0.9740634005763689	0.9740634005763689
CBM50_e784	CBM50:113	-	chitin, peptidoglycan	49	3300011456.a:Ga0121223_10008_72	98	1.5e-30	1	49	48	96	0.9795918367346939	0.9795918367346939
GH3_e227	GH3:1109|CBM6:10|GH30_3:8|CBM35:2|GH30:2|GH16_3:1|CBM0:1	3.2.1.21:3|3.2.1.74:3|3.2.1.-:3|3.2.1.6:2|3.2.1.155:1	beta-glucan, beta-glucan, beta-glucan, xyloglucan	222	3300011456.a:Ga0121223_10008_81	844	1.4e-103	3	222	127	349	0.9864864864864865	0.9864864864864865
CE12_e24	CE12:112|CE8:3|GH43_18:1	-	-	215	3300011456.a:Ga0121223_10009_83	286	2.9e-97	1	215	38	273	0.9953488372093023	0.9953488372093023
PL10_e17	PL10_1:20	-	-	296	3300011456.a:Ga0121223_10009_90	383	4.6e-159	1	296	71	365	0.9966216216216216	0.9966216216216216
GH109_e1	GH109:434	3.2.1.49:3	host glycan	408	3300011456.a:Ga0121223_10010_158	452	5.4e-200	1	408	30	441	0.9975490196078431	0.9975490196078431
GT2	GT2:8	-	-	188	3300011456.a:Ga0121223_10010_223	229	2.6e-62	2	188	6	198	0.9893617021276596	0.9893617021276596
GT1_e435	GT1:348	-	-	382	3300011456.a:Ga0121223_10010_27	431	3.3e-168	1	381	43	421	0.9947643979057592	0.9947643979057592
GT51_e145	GT51:478	-	-	177	3300011456.a:Ga0121223_10014_138	807	4e-97	1	177	59	236	0.9943502824858758	0.9943502824858758
GT4_e1924	GT4:21	-	-	153	3300011456.a:Ga0121223_10017_113	382	2.4e-73	2	153	195	346	0.9869281045751634	0.9869281045751634
GH103_e12	GH103:1128	-	-	288	3300011456.a:Ga0121223_10018_147	383	5.9e-115	2	288	77	375	0.9930555555555556	0.9930555555555556
GT4_e505	GT4:72|GT2:1	-	-	147	3300011456.a:Ga0121223_10018_42	372	9.7e-69	1	147	198	344	0.9931972789115646	0.9931972789115646
GH13_e140	GH13_23:660|GH13:8|GH13_17:7|GH13_36:2|GH13_31:1	3.2.1.20:1	sucrose, starch	349	3300011456.a:Ga0121223_10020_125	538	2.4e-173	1	348	30	376	0.994269340974212	0.994269340974212
GT19_e17	GT19:7713	2.4.1.182:13	-	358	3300011456.a:Ga0121223_10001_100	420	2.6e-154	1	357	38	397	0.994413407821229	0.994413407821229
GH92_e12	GH92:491|CBM47:1|CBM32:1|CBM6:1	3.2.1.24:2	host glycan	519	3300011456.a:Ga0121223_10001_580	825	6.7e-251	1	517	269	798	0.9942196531791907	0.9942196531791907
AA3_e57	AA3_2:11	-	-	532	3300011456.a:Ga0121223_10006_102	561	1.5e-203	1	532	7	537	0.9981203007518797	0.9981203007518797
GH73_e204	GH73:1619	-	-	137	3300011456.a:Ga0121223_10006_173	404	1.4e-55	1	134	235	367	0.9708029197080292	0.9708029197080292
CBM48_e3	CBM48:14267|GH13_11:14161|GH13:59|GH77:38|GH13_10:2|GH13_36:1	3.2.1.68:75|2.4.1.25:4|3.2.1.-:1	glycogen	101	3300011456.a:Ga0121223_10006_255	715	3e-41	5	96	23	113	0.900990099009901	0.900990099009901
GH13_e48	GH13_11:3001|CBM48:2819|GH13:35|GH77:23|GH13_10:3	3.2.1.68:15|3.2.1.-:1	sucrose, starch, starch	358	3300011456.a:Ga0121223_10006_255	715	5.2e-175	3	356	192	541	0.9860335195530726	0.9860335195530726
GT83_e19	GT83:350	-	-	509	3300011456.a:Ga0121223_10006_47	577	5.8e-253	3	509	20	527	0.9941060903732809	0.9941060903732809
GH43_e147	GH43_34:350|GH43_3:101|CBM66:38|GH92:10|CBM32:3|GH3:2|GH43:1|CBM84:1|CBM42:1	3.2.1.146:1	beta-galactan	280	3300011456.a:Ga0121223_10008_175	329	3.8e-132	1	279	31	311	0.9928571428571429	0.9928571428571429
CE8_e63	CE8:9	-	-	315	3300011456.a:Ga0121223_10008_227	320	1.4e-150	1	315	28	313	0.9968253968253968	0.9968253968253968
GH102_e23	GH102:925	-	-	153	3300011456.a:Ga0121223_10009_178	384	2.8e-79	1	152	129	280	0.9869281045751634	0.9869281045751634
GH103_e3	GH103:1578	-	-	294	3300011456.a:Ga0121223_10009_3	723	1.1e-141	2	294	31	327	0.9931972789115646	0.9931972789115646
GT2	GT2:211	-	-	122	3300011456.a:Ga0121223_10010_62	257	2.5e-50	1	122	16	136	0.9918032786885246	0.9918032786885246
AA10_e42	AA10:151|CBM73:138	-	-	180	3300011456.a:Ga0121223_10010_99	407	1.2e-98	1	180	48	227	0.9944444444444445	0.9944444444444445
CBM73_e11	CBM73:139|AA10:138	-	chitin	52	3300011456.a:Ga0121223_10010_99	407	1.3e-29	1	52	353	404	0.9807692307692307	0.9807692307692307
GT51_e99	GT51:592	-	-	164	3300011456.a:Ga0121223_10014_91	252	1.2e-79	1	163	78	240	0.9878048780487805	0.9878048780487805
GH23_e543	GH23:449|CBM50:197	-	-	126	3300011456.a:Ga0121223_10017_138	536	8.4e-62	1	126	206	331	0.9920634920634921	0.9920634920634921
CBM50_e851	CBM50:197|GH23:197	-	chitin, peptidoglycan	44	3300011456.a:Ga0121223_10017_138	536	1.9e-21	1	44	488	531	0.9772727272727273	0.9772727272727273
GH23_e765	GH23:465	-	-	129	3300011456.a:Ga0121223_10018_112	658	3.5e-66	1	129	487	616	0.9922480620155039	0.9922480620155039
GT30_e0	GT30:6984|GT2:1	2.4.99.-:25	-	177	3300011456.a:Ga0121223_10018_38	433	9.2e-73	1	176	43	219	0.9887005649717514	0.9887005649717514
CE1_e38	CE1:175	-	-	268	3300011456.a:Ga0121223_10018_87	277	2.5e-17	6	140	27	176	0.5	0.5
GH24_e252	GH24:8	-	-	131	3300011456.a:Ga0121223_10021_111	155	1.1e-75	2	131	18	147	0.9847328244274809	0.9847328244274809
GT2	GT2:12	-	-	224	3300011456.a:Ga0121223_10021_144	395	8.3e-111	1	224	55	280	0.9955357142857143	0.9955357142857143
GT9_e167	GT9:474	-	-	229	3300011456.a:Ga0121223_10021_154	342	9.7e-130	2	229	66	293	0.9912663755458515	0.9912663755458515
GH23_e935	GH23:133	-	-	107	3300011456.a:Ga0121223_10025_68	255	2e-54	1	107	136	242	0.9906542056074766	0.9906542056074766
GT83_e87	GT83:7|GT2:1	-	-	356	3300011456.a:Ga0121223_10028_112	613	6.7e-30	8	312	16	315	0.8539325842696629	0.8539325842696629
CBM48_e0	CBM48:5017|GH13_10:4928|GH13:79|GH77:20|GT5:1|GH13_26:1|GH13_9:1	3.2.1.141:34|3.2.1.1:4	glycogen	103	3300011456.a:Ga0121223_10032_14	574	1.1e-30	5	102	4	101	0.941747572815534	0.941747572815534
GH13_e120	GH13_10:566|CBM48:519|GH77:7|GH13:3	-	sucrose	309	3300011456.a:Ga0121223_10032_14	574	2e-141	3	308	119	416	0.9870550161812298	0.9870550161812298
GT5_e0	GT5:1421|CBM48:1	-	-	465	3300011456.a:Ga0121223_10032_16	515	3.6e-216	1	465	46	508	0.9978494623655914	0.9978494623655914
GH19_e142	GH19:158	-	-	145	3300011456.a:Ga0121223_10035_4	335	1.2e-69	1	145	20	163	0.993103448275862	0.993103448275862
GH23_e893	GH23:491|CBM50:7	-	-	111	3300011456.a:Ga0121223_10001_208	311	2.6e-52	2	110	197	304	0.972972972972973	0.972972972972973
GH2_e75	GH2:472	3.2.1.25:2	beta-mannan	725	3300011456.a:Ga0121223_10001_585	873	0	3	722	26	745	0.9917241379310345	0.9917241379310345
GH23_e876	GH23:323	-	-	129	3300011456.a:Ga0121223_10003_176	323	1.4e-69	1	127	18	144	0.9767441860465116	0.9767441860465116
GH92_e15	GH92:254|CBM32:4|CBM13:3	-	-	507	3300011456.a:Ga0121223_10003_228	796	8.7e-237	1	506	273	779	0.9960552268244576	0.9960552268244576
CE4_e321	CE4:3543|GH153:3495|GT2:1	3.5.1.-:8|3.2.1.-:8	peptidoglycan	170	3300011456.a:Ga0121223_10003_376	632	5e-69	1	169	94	262	0.9882352941176471	0.9882352941176471
GH153_e0	GH153:1203|CE4:1180	3.5.1.-:1|3.2.1.-:1	exo-polysaccharide	343	3300011456.a:Ga0121223_10003_376	632	3.2e-133	1	342	307	622	0.9941690962099126	0.9941690962099126
GT2	GT2:59	-	-	180	3300011456.a:Ga0121223_10007_186	280	3.1e-72	6	178	5	176	0.9555555555555556	0.9555555555555556
