CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_5	4472	7672	-	1.B.14.6.1
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_6	8016	11633	+	 GH38|GH38
CGC1	null	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_7	11653	11934	+	null
CGC1	null	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_8	12187	14697	-	null
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_9	14793	16607	-	GH2| GH2
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_10	16710	17816	-	GH43_26| GH43_26
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_11	18094	20157	+	CBM13|GH127
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_12	20196	22232	+	CBM66|GH127
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_13	22373	24133	+	GH2| GH2
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_14	24349	25515	+	GH76| GH76
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_15	25658	28156	+	 GH3|GH3
CGC1	CAZyme	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_16	28238	29314	+	GH43_26| GH43_26
CGC1	TF	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_17	29496	33485	-	HTH_AraC+HTH_AraC
CGC1	STP	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_18	33555	34868	-	Peptidase_M23
CGC1	null	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_19	34865	35452	-	null
CGC1	STP	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_20	35449	37179	-	TPR_2+TPR_2
CGC1	null	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_21	37237	37671	-	null
CGC1	STP	3300029065.a:Ga0169207_1031	3300029065.a:Ga0169207_1031_22	37746	39101	+	HD
CGC1	STP	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_46	47120	47650	+	NUDIX
CGC1	null	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_47	47769	48311	-	null
CGC1	CAZyme	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_48	48374	50719	-	 GH92|GH92
CGC1	TC	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_49	50899	55218	+	2.A.6.1.2
CGC1	null	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_50	55240	56127	+	null
CGC1	TC	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_51	56156	57217	+	9.B.33.1.1
CGC1	TF	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_52	57214	57993	+	LytTR
CGC1	STP	3300029065.a:Ga0169207_1023	3300029065.a:Ga0169207_1023_53	58082	59551	+	Fer4+Fer4
CGC1	CAZyme	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_93	88092	90230	+	GH172| GH172
CGC1	null	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_94	90309	90542	-	null
CGC1	CAZyme	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_95	91171	93831	-	GH35| GH35
CGC1	null	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_96	93961	94422	-	null
CGC1	null	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_97	94451	96160	-	null
CGC1	TC	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_98	96160	99531	-	1.B.14.6.1
CGC1	STP	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_99	99720	100685	-	FecR
CGC1	TF	3300029065.a:Ga0169207_1022	3300029065.a:Ga0169207_1022_100	100751	101299	-	GerE
CGC1	TF	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_2	1199	1750	+	GerE
CGC1	STP	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_3	1747	2595	+	FecR
CGC1	null	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_4	2620	4179	+	null
CGC1	TC	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_5	4198	5097	-	2.A.7.3.40
CGC1	TC	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_6	5186	6529	+	2.A.66.1.32
CGC1	TC	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_7	6684	7358	+	9.B.186.1.3
CGC1	CAZyme	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_8	7482	8228	+	 GT51|GT51
CGC1	TC	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_9	8332	10221	-	8.A.46.2.1
CGC1	TC	3300029065.a:Ga0169207_1115	3300029065.a:Ga0169207_1115_10	10243	13620	-	1.B.14.6.2
CGC1	CAZyme	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_1	344	2878	-	GH33|CE17
CGC1	STP	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_2	3070	3627	+	NUDIX
CGC1	null	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_3	3707	3799	+	null
CGC1	TC	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_4	3866	4921	+	8.A.59.2.1
CGC1	TF	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_5	4930	5685	+	LytTR
CGC1	STP	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_6	5709	7214	+	Fer4+Fer4+Fer4
CGC1	STP	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_7	7242	8624	+	Fer4
CGC1	TC	3300029065.a:Ga0169207_1065	3300029065.a:Ga0169207_1065_8	8944	10920	+	1.B.14.1.4
CGC1	TF	3300029065.a:Ga0169207_1060	3300029065.a:Ga0169207_1060_6	5379	5921	+	GerE
CGC1	STP	3300029065.a:Ga0169207_1060	3300029065.a:Ga0169207_1060_7	6008	7156	+	FecR
CGC1	null	3300029065.a:Ga0169207_1060	3300029065.a:Ga0169207_1060_8	7175	7306	+	null
CGC1	TC	3300029065.a:Ga0169207_1060	3300029065.a:Ga0169207_1060_9	7322	10720	+	1.B.14.6.1
CGC1	null	3300029065.a:Ga0169207_1060	3300029065.a:Ga0169207_1060_10	10735	12579	+	null
CGC1	CAZyme	3300029065.a:Ga0169207_1060	3300029065.a:Ga0169207_1060_11	12671	14263	+	 GH27|CBM35| CBM35|GH27
CGC1	TC	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_45	63058	66228	-	1.B.14.6.1
CGC1	TF	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_46	66548	70576	+	HTH_AraC
CGC1	null	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_47	70775	71560	+	null
CGC1	null	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_48	71557	73626	+	null
CGC1	TC	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_49	73639	74958	+	2.A.1.1.3
CGC1	null	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_50	74994	76124	+	null
CGC1	CAZyme	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_51	76121	78193	+	GH127| GH127
CGC1	null	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_52	78301	78582	+	null
CGC1	STP	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_53	78629	79321	-	Pribosyltran
CGC1	null	3300029065.a:Ga0169207_1024	3300029065.a:Ga0169207_1024_54	79356	80162	-	null
