Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300011900.a:Ga0120971_100070_53	CAE6201338.1|GH1	52.8	635	281	8	7	626	587	1217	9.1e-189	664.1
3300011900.a:Ga0120971_100070_98	ULQ52457.1|GH9	39.0	680	390	7	6	662	3	680	1.6e-130	470.7
3300011900.a:Ga0120971_100070_101	QLL58963.1|GH20	97.8	809	18	0	1	809	1	809	0.0e+00	1581.6
3300011900.a:Ga0120971_100046_84	ARS39208.1|CBM32|GH31	67.7	1240	396	3	47	1285	57	1293	0.0e+00	1783.5
3300011900.a:Ga0120971_100046_116	QLL59276.1|GH2	96.6	826	28	0	1	826	1	826	0.0e+00	1652.9
3300011900.a:Ga0120971_100046_120	CAE6204650.1|GH28	49.1	603	297	4	2	597	745	1344	7.9e-166	587.8
3300011900.a:Ga0120971_100049_8	CCO12112.2|GH13_31	68.0	428	135	2	1	426	1	428	7.9e-168	594.0
3300011900.a:Ga0120971_100013_26	QLL57722.1|GH23	98.9	282	3	0	1	282	1	282	2.0e-156	555.4
3300011900.a:Ga0120971_100013_27	AGL63717.2|GT4	36.5	630	356	10	171	791	110	704	3.6e-108	396.7
3300011900.a:Ga0120971_100013_54	AVM55139.1|GH65	60.1	675	267	2	4	676	683	1357	2.9e-241	838.6
3300011900.a:Ga0120971_100013_92	QLL58514.1|CBM77|PL1	97.6	834	20	0	1	834	1	834	0.0e+00	1608.2
3300011900.a:Ga0120971_100013_108	QLL58529.1|CE11	99.8	462	1	0	1	462	1	462	2.2e-264	914.8
3300011900.a:Ga0120971_100013_131	ALR08738.2|GT83	45.1	586	307	7	3	578	2	582	1.8e-146	523.5
3300011900.a:Ga0120971_100013_137	QQD14684.1|CBM32|GH2	70.2	1337	392	3	16	1352	15	1344	0.0e+00	2006.1
3300011900.a:Ga0120971_100013_160	QLL57648.1|CBM50|GH73	98.3	360	6	0	1	360	1	360	2.7e-201	704.9
3300011900.a:Ga0120971_100013_242	CAD7252417.1|GH13	52.2	582	270	6	130	706	341	919	6.9e-156	555.1
3300011900.a:Ga0120971_100013_266	QLL58674.1|GH25	98.2	281	5	0	1	281	1	281	8.5e-163	576.6
3300011900.a:Ga0120971_100013_286	QLL57401.1|GT4	96.4	413	15	0	1	413	1	413	1.3e-231	805.8
3300011900.a:Ga0120971_100013_332	QLL57436.1|GT2|GT9	73.2	257	69	0	1	257	377	633	1.1e-103	380.2
3300011900.a:Ga0120971_100013_333	QLL57436.1|GT2|GT9	96.3	350	13	0	1	350	1	350	1.8e-194	682.2
3300011900.a:Ga0120971_100041_7	QMI84898.1|GT2	71.7	446	126	0	46	491	1	446	1.3e-185	653.3
3300011900.a:Ga0120971_100041_87	QLL56641.1|GH92	98.1	932	18	0	1	932	1	932	0.0e+00	1876.7
3300011900.a:Ga0120971_100041_109	QLL56621.1|GH89	98.2	715	13	0	1	715	1	715	0.0e+00	1471.1
3300011900.a:Ga0120971_100018_15	CAE6110940.1|CE8	43.8	536	274	9	31	557	270	787	1.7e-117	427.2
3300011900.a:Ga0120971_100018_24	QLL59404.1|GT4	99.2	378	3	0	1	378	1	378	3.8e-214	747.7
3300011900.a:Ga0120971_100018_42	QLL59423.1|GH20	96.9	754	23	0	1	754	1	754	0.0e+00	1491.5
3300011900.a:Ga0120971_100018_64	UAB86434.1|GT0	47.1	512	267	4	33	543	1	509	7.7e-128	461.5
3300011900.a:Ga0120971_100018_66	QLL56765.1|GT2	99.2	237	2	0	1	237	1	237	2.0e-133	478.8
3300011900.a:Ga0120971_100018_67	QLL56764.1|GT9	97.1	349	10	0	1	349	1	349	1.4e-194	682.6
3300011900.a:Ga0120971_100018_121	QLL56712.1|GT2	99.2	240	2	0	1	240	1	240	2.1e-133	478.8
3300011900.a:Ga0120971_100018_156	AXG45674.1|GH6	41.1	862	465	12	4	841	11	853	1.8e-134	484.2
3300011900.a:Ga0120971_100018_160	QLL59529.1|GT19	97.0	370	11	0	1	370	1	370	2.0e-204	715.3
3300011900.a:Ga0120971_100018_263	QLL59609.1|GT51	99.7	778	2	0	1	778	1	778	0.0e+00	1548.9
3300011900.a:Ga0120971_100018_275	CUS04921.2|GT4	32.6	995	473	15	3	951	17	859	1.9e-153	547.4
3300011900.a:Ga0120971_100069_8	UKZ91289.1|AA0	67.5	754	219	5	6	738	2	750	1.1e-307	1059.3
3300011900.a:Ga0120971_100011_6	CAN65674.1|GH28	41.0	546	290	8	73	612	111	630	8.0e-116	421.8
3300011900.a:Ga0120971_100011_70	QLL59432.1|CBM50	95.6	615	27	0	1	615	1	615	0.0e+00	1124.4
3300011900.a:Ga0120971_100011_86	AWZ17133.1|GH13_30	35.4	1210	681	27	258	1430	403	1548	6.0e-183	646.0
3300011900.a:Ga0120971_100011_103	QLL56815.1|GH33	98.5	344	5	0	8	351	1	344	1.3e-176	622.9
3300011900.a:Ga0120971_100011_104	QLL56816.1|CBM48|GH13	96.4	933	34	0	1	933	1	933	0.0e+00	1836.6
3300011900.a:Ga0120971_100011_111	QLL56823.1|GH65	98.3	765	13	0	1	765	1	765	0.0e+00	1494.9
3300011900.a:Ga0120971_100011_112	QLL56824.1|GH13	98.2	617	11	0	1	617	1	617	0.0e+00	1252.7
3300011900.a:Ga0120971_100011_113	QLL56826.1|GH97	99.3	725	5	0	1	725	1	725	0.0e+00	1498.4
3300011900.a:Ga0120971_100011_114	QLL56827.1|GH13_19	96.9	551	17	0	1	551	1	551	0.0e+00	1114.8
3300011900.a:Ga0120971_100011_115	QLL56828.1|GH13	99.4	462	3	0	1	462	1	462	5.1e-274	946.8
3300011900.a:Ga0120971_100011_142	CCO12868.2|GH1	44.0	1444	508	15	8	1407	5	1191	0.0e+00	1107.8
3300011900.a:Ga0120971_100011_159	QLL56875.1|GT2	97.3	330	9	0	1	330	1	330	9.3e-193	676.4
3300011900.a:Ga0120971_100011_163	CAI32746.2|GT4	54.8	394	172	1	1	388	1	394	2.7e-122	442.6
3300011900.a:Ga0120971_100011_179	QZO96499.1|GT2	70.1	328	96	2	1	327	1	327	1.7e-130	469.5
3300011900.a:Ga0120971_100011_182	QZO88373.1|GT4	70.2	379	113	0	1	379	1	379	1.7e-153	546.2
3300011900.a:Ga0120971_100011_186	QIG90166.1|GT2	68.8	321	100	0	1	321	1	321	2.4e-121	439.1
3300011900.a:Ga0120971_100011_203	QIY84232.1|GT4	83.6	384	63	0	6	389	5	388	1.1e-187	659.8
