HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH57.hmm	383	3300011985.a:Ga0119793_1000005_101	628	1.9e-45	9	361	18	330	0.9190600522193212
GH1.hmm	429	3300011985.a:Ga0119793_1000005_215	428	6.5e-109	4	428	3	409	0.9883449883449883
GT4.hmm	160	3300011985.a:Ga0119793_1000005_69	369	2.9e-22	11	127	190	306	0.725
GT35.hmm	674	3300011985.a:Ga0119793_1000031_76	818	1.8e-273	8	673	99	810	0.9866468842729971
GT5.hmm	472	3300011985.a:Ga0119793_1000041_105	492	2.4e-175	1	471	2	481	0.9957627118644068
GH36.hmm	688	3300011985.a:Ga0119793_1000041_29	775	1.7e-243	1	675	8	690	0.9796511627906976
GT4.hmm	160	3300011985.a:Ga0119793_1000041_84	372	5.1e-30	8	154	186	333	0.9125
GH13.hmm	299	3300011985.a:Ga0119793_1000077_87	1201	4.4e-20	21	292	340	703	0.9063545150501672
GT51.hmm	177	3300011985.a:Ga0119793_1000083_18	855	4.6e-59	2	176	58	233	0.9830508474576272
GH20.hmm	337	3300011985.a:Ga0119793_1000083_2	352	9.7e-32	39	255	63	298	0.6409495548961425
GT51.hmm	177	3300011985.a:Ga0119793_1000083_85	764	3.2e-46	16	175	60	219	0.8983050847457628
GH23.hmm	135	3300011985.a:Ga0119793_1000083_91	429	4.2e-21	2	128	87	230	0.9333333333333333
GH23.hmm	135	3300011985.a:Ga0119793_1000088_70	690	4.3e-24	17	121	544	665	0.7703703703703704
GT2.hmm	170	3300011985.a:Ga0119793_1000097_64	364	4.5e-19	3	107	24	142	0.611764705882353
GT2.hmm	170	3300011985.a:Ga0119793_1000097_66	331	2.9e-24	1	133	22	174	0.7764705882352941
GH57.hmm	383	3300011985.a:Ga0119793_1000116_25	525	3e-39	2	275	8	386	0.7127937336814621
CE1.hmm	227	3300011985.a:Ga0119793_1000116_61	312	3.4e-29	8	221	72	306	0.9383259911894273
GH73.hmm	128	3300011985.a:Ga0119793_1000172_42	192	8.2e-20	2	125	62	185	0.9609375
GH29.hmm	346	3300011985.a:Ga0119793_1000172_56	477	7.2e-87	39	340	26	331	0.869942196531792
GT4.hmm	160	3300011985.a:Ga0119793_1000224_27	390	3.1e-40	3	155	202	352	0.95
GH13_31.hmm	349	3300011985.a:Ga0119793_1000260_19	542	1.5e-131	1	348	26	367	0.994269340974212
GH13_11.hmm	351	3300011985.a:Ga0119793_1000316_13	715	5.7e-150	1	351	192	544	0.9971509971509972
GH77.hmm	494	3300011985.a:Ga0119793_1000325_27	541	6.3e-160	1	481	9	530	0.97165991902834
GH171.hmm	355	3300011985.a:Ga0119793_1000390_35	407	3e-137	1	355	50	406	0.9971830985915493
GT4.hmm	160	3300011985.a:Ga0119793_1000402_34	426	7.5e-21	8	124	230	345	0.725
GH3.hmm	216	3300011985.a:Ga0119793_1000410_27	399	9.4e-40	8	215	102	321	0.9583333333333334
GT26.hmm	171	3300011985.a:Ga0119793_1000456_33	247	2e-30	2	169	58	225	0.9766081871345029
GH3.hmm	216	3300011985.a:Ga0119793_1000636_10	557	1.8e-56	5	214	115	340	0.9675925925925926
GT28.hmm	157	3300011985.a:Ga0119793_1001023_22	392	1.3e-38	2	154	200	369	0.9681528662420382
GH166.hmm	224	3300011985.a:Ga0119793_1001131_16	274	4.6e-57	2	220	49	264	0.9732142857142857
AA4.hmm	522	3300011985.a:Ga0119793_1002655_4	587	7.3e-18	4	261	68	334	0.49233716475095785
