HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH3.hmm	216	3300026288.a:Ga0209572_1000026_157	341	4.9e-40	13	215	63	282	0.9351851851851852
GH109.hmm	399	3300026288.a:Ga0209572_1000026_182	318	2.8e-21	4	154	3	144	0.37593984962406013
GT4.hmm	160	3300026288.a:Ga0209572_1000026_196	376	1.5e-28	23	159	207	342	0.85
GT4.hmm	160	3300026288.a:Ga0209572_1000026_197	416	1.3e-29	11	158	230	382	0.91875
GT19.hmm	354	3300026288.a:Ga0209572_1000026_27	390	3.5e-116	1	350	11	364	0.9858757062146892
GT2.hmm	170	3300026288.a:Ga0209572_1000026_361	300	1.2e-20	2	167	9	170	0.9705882352941176
GT2.hmm	197	3300026288.a:Ga0209572_1000026_57	703	2.9e-16	3	182	215	425	0.9086294416243654
GT51.hmm	177	3300026288.a:Ga0209572_1000029_101	211	1.3e-47	10	167	35	193	0.8870056497175142
GT4.hmm	160	3300026288.a:Ga0209572_1000029_212	396	2.3e-18	12	158	200	344	0.9125
GH109.hmm	399	3300026288.a:Ga0209572_1000029_28	415	8.3e-19	7	169	9	166	0.40601503759398494
GT4.hmm	160	3300026288.a:Ga0209572_1000029_301	389	1.2e-22	8	150	215	357	0.8875
GH109.hmm	399	3300026288.a:Ga0209572_1000029_33	365	5e-19	7	158	6	149	0.37844611528822053
CBM48.hmm	76	3300026288.a:Ga0209572_1000029_331	734	2.5e-20	2	70	124	209	0.8947368421052632
GH13_9.hmm	301	3300026288.a:Ga0209572_1000029_331	734	3.2e-163	2	301	278	577	0.9933554817275747
GH103.hmm	295	3300026288.a:Ga0209572_1000029_351	342	9.8e-101	1	280	29	305	0.9457627118644067
GT4.hmm	160	3300026288.a:Ga0209572_1000029_41	384	5.2e-25	12	157	200	347	0.90625
AA3.hmm	618	3300026288.a:Ga0209572_1000029_57	531	1.4e-49	88	400	4	529	0.5048543689320388
GT2.hmm	170	3300026288.a:Ga0209572_1000031_163	264	1e-18	1	111	10	110	0.6470588235294118
GH8.hmm	320	3300026288.a:Ga0209572_1000031_201	365	4e-80	3	318	43	350	0.984375
GT2.hmm	170	3300026288.a:Ga0209572_1000031_203	1132	9e-38	1	169	496	685	0.9882352941176471
GT2.hmm	197	3300026288.a:Ga0209572_1000031_203	1132	8.6e-23	1	182	594	802	0.9187817258883249
GT28.hmm	157	3300026288.a:Ga0209572_1000031_234	363	3.7e-46	2	157	186	348	0.9872611464968153
CE11.hmm	271	3300026288.a:Ga0209572_1000031_244	316	1.3e-102	1	270	3	276	0.992619926199262
AA4.hmm	522	3300026288.a:Ga0209572_1000031_261	475	3.1e-24	12	249	14	239	0.4540229885057471
GT51.hmm	177	3300026288.a:Ga0209572_1000031_39	692	1.4e-45	12	174	66	228	0.9152542372881356
GH13_11.hmm	351	3300026288.a:Ga0209572_1000031_73	1447	6.1e-141	1	351	180	526	0.9971509971509972
GH77.hmm	494	3300026288.a:Ga0209572_1000031_73	1447	6.4e-143	2	478	872	1384	0.9635627530364372
GT5.hmm	472	3300026288.a:Ga0209572_1000031_75	486	5.2e-156	3	471	10	480	0.9915254237288136
GT35.hmm	674	3300026288.a:Ga0209572_1000031_78	831	7.2e-263	1	673	114	826	0.9970326409495549
GH109.hmm	399	3300026288.a:Ga0209572_1000031_86	329	2.3e-17	6	157	2	142	0.37844611528822053
GH109.hmm	399	3300026288.a:Ga0209572_1000031_92	376	1.1e-25	4	167	2	164	0.40852130325814534
GH102.hmm	157	3300026288.a:Ga0209572_1000036_102	379	1.1e-48	1	157	116	272	0.9936305732484076
GH109.hmm	399	3300026288.a:Ga0209572_1000036_143	344	5.9e-17	8	186	8	169	0.44611528822055135
AA1.hmm	358	3300026288.a:Ga0209572_1000036_145	470	2.4e-34	23	357	58	462	0.9329608938547486
GT2.hmm	230	3300026288.a:Ga0209572_1000036_162	463	1.9e-28	1	228	87	313	0.9869565217391304
AA4.hmm	522	3300026288.a:Ga0209572_1000036_168	474	3e-17	16	237	9	220	0.42337164750957856
GH5_39.hmm	293	3300026288.a:Ga0209572_1000036_173	421	4e-59	4	291	65	390	0.9795221843003413
GT4.hmm	160	3300026288.a:Ga0209572_1000036_19	412	5e-20	5	155	211	374	0.9375
AA3_2.hmm	568	3300026288.a:Ga0209572_1000036_206	540	5.1e-162	2	568	9	537	0.9964788732394366
GH103.hmm	295	3300026288.a:Ga0209572_1000036_22	392	1.2e-105	1	295	22	315	0.9966101694915255
GT4.hmm	160	3300026288.a:Ga0209572_1000036_268	379	1.2e-32	5	158	185	336	0.95625
PL12_3.hmm	144	3300026288.a:Ga0209572_1000036_271	643	7.9e-34	2	132	407	534	0.9027777777777778
GT26.hmm	171	3300026288.a:Ga0209572_1000036_274	253	1.5e-62	3	171	56	224	0.9824561403508771
GT4.hmm	160	3300026288.a:Ga0209572_1000036_275	368	2.2e-36	8	154	187	334	0.9125
CE19.hmm	332	3300026288.a:Ga0209572_1000036_80	301	4e-20	50	287	38	298	0.713855421686747
GH31.hmm	427	3300026288.a:Ga0209572_1000036_86	789	2.1e-116	2	426	238	686	0.9929742388758782
GT4.hmm	160	3300026288.a:Ga0209572_1000037_172	406	4.1e-25	6	148	205	358	0.8875
GT30.hmm	177	3300026288.a:Ga0209572_1000037_236	429	2.5e-62	2	176	38	212	0.9830508474576272
GH2.hmm	752	3300026288.a:Ga0209572_1000037_326	811	9.4e-57	35	544	17	679	0.6768617021276596
GT2.hmm	170	3300026288.a:Ga0209572_1000037_357	339	1.6e-30	1	151	17	162	0.8823529411764706
AA4.hmm	522	3300026288.a:Ga0209572_1000037_96	477	1.7e-17	13	199	16	200	0.3563218390804598
GT51.hmm	177	3300026288.a:Ga0209572_1000075_11	737	3.7e-65	5	177	110	282	0.9717514124293786
GH23.hmm	135	3300026288.a:Ga0209572_1000075_154	813	6.9e-25	17	127	629	764	0.8148148148148148
GT4.hmm	160	3300026288.a:Ga0209572_1000075_216	349	5.7e-28	12	155	171	315	0.89375
GT4.hmm	160	3300026288.a:Ga0209572_1000075_222	408	4.6e-23	12	155	237	369	0.89375
GH108.hmm	86	3300026288.a:Ga0209572_1000075_41	255	2.3e-29	4	86	12	94	0.9534883720930233
AA4.hmm	522	3300026288.a:Ga0209572_1000075_71	470	2.5e-23	5	260	5	249	0.4885057471264368
CE4.hmm	130	3300026288.a:Ga0209572_1000138_141	350	5.8e-30	7	127	90	296	0.9230769230769231
GT4.hmm	160	3300026288.a:Ga0209572_1000138_145	380	2.2e-25	12	150	200	334	0.8625
CE4.hmm	130	3300026288.a:Ga0209572_1000138_15	286	4.6e-23	18	126	42	151	0.8307692307692308
GT2.hmm	170	3300026288.a:Ga0209572_1000138_79	248	2.3e-27	1	166	13	174	0.9705882352941176
GT83.hmm	540	3300026288.a:Ga0209572_1000138_80	559	1.8e-94	6	494	13	506	0.9037037037037037
GH2.hmm	752	3300026288.a:Ga0209572_1000201_130	393	4.5e-55	169	474	4	365	0.40558510638297873
GH109.hmm	399	3300026288.a:Ga0209572_1000225_48	371	1.1e-17	5	157	5	155	0.38095238095238093
GH109.hmm	399	3300026288.a:Ga0209572_1000225_90	343	5e-16	5	158	3	147	0.38345864661654133
AA1.hmm	358	3300026288.a:Ga0209572_1000229_87	488	2.8e-37	23	357	60	480	0.9329608938547486
GT51.hmm	177	3300026288.a:Ga0209572_1000232_32	794	2.9e-69	2	176	101	275	0.9830508474576272
GH33.hmm	342	3300026288.a:Ga0209572_1000271_65	388	3.6e-22	27	325	40	369	0.8713450292397661
GH25.hmm	177	3300026288.a:Ga0209572_1000315_15	269	1.9e-53	1	177	60	238	0.9943502824858758
CE4.hmm	130	3300026288.a:Ga0209572_1000315_17	248	6.5e-22	6	119	56	172	0.8692307692307693
GH109.hmm	399	3300026288.a:Ga0209572_1000315_21	352	5e-17	4	162	2	148	0.39598997493734334
GT51.hmm	177	3300026288.a:Ga0209572_1000315_70	808	9.7e-69	1	176	58	235	0.9887005649717514
AA1.hmm	358	3300026288.a:Ga0209572_1000429_44	479	5e-34	10	357	61	470	0.9692737430167597
AA3.hmm	618	3300026288.a:Ga0209572_1000429_53	531	4.6e-51	89	400	5	529	0.5032362459546925
AA1.hmm	358	3300026288.a:Ga0209572_1000440_13	493	3.6e-34	13	357	50	485	0.9608938547486033
AA3.hmm	618	3300026288.a:Ga0209572_1000440_4	589	1.1e-46	88	404	6	583	0.511326860841424
CE1.hmm	227	3300026288.a:Ga0209572_1000440_48	226	3.7e-16	29	143	2	137	0.5022026431718062
GH15.hmm	361	3300026288.a:Ga0209572_1000440_7	599	2.7e-69	2	360	223	587	0.9916897506925207
GT20.hmm	475	3300026288.a:Ga0209572_1000440_8	459	9.5e-159	13	474	2	452	0.9705263157894737
CE4.hmm	130	3300026288.a:Ga0209572_1000497_11	287	4.7e-23	25	126	65	168	0.7769230769230769
CE9.hmm	373	3300026288.a:Ga0209572_1000497_49	374	3.1e-88	6	344	20	350	0.9061662198391421
GH63.hmm	570	3300026288.a:Ga0209572_1001372_9	423	9.1e-43	362	566	35	421	0.35789473684210527
