dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH43_e187	GH43_33:5|CBM6:1|CBM66:1|GH43:1	-	-	285	3300029709.a:Ga0245177_100007_178	358	9e-71	2	284	47	330	0.9894736842105263	0.9894736842105263
GT2	GT2:387	-	-	162	3300029709.a:Ga0245177_100007_183	322	1.8e-78	1	161	11	171	0.9876543209876543	0.9876543209876543
GH109_e5	GH109:463	-	-	399	3300029709.a:Ga0245177_100007_286	466	8.9e-195	1	398	58	456	0.9949874686716792	0.9949874686716792
GH2_e121	GH2:8	-	-	355	3300029709.a:Ga0245177_100007_299	619	4.2e-105	2	353	114	469	0.9887323943661972	0.9887323943661972
GT20_e1	GT20:8450	2.4.1.15:96	-	473	3300029709.a:Ga0245177_100007_6	739	2.2e-172	29	467	7	444	0.9260042283298098	0.9260042283298098
GH15_e39	GH15:132	-	-	363	3300029709.a:Ga0245177_100007_7	600	3.1e-184	2	363	223	583	0.9944903581267218	0.9944903581267218
GH133_e1	GH133:236	-	-	351	3300029709.a:Ga0245177_100007_92	646	1.5e-146	2	351	288	634	0.9943019943019943	0.9943019943019943
GH57_e4	GH57:163|GT5:1	-	-	317	3300029709.a:Ga0245177_100007_95	405	3.1e-158	1	317	7	323	0.9968454258675079	0.9968454258675079
GT51_e160	GT51:316	-	-	185	3300029709.a:Ga0245177_100018_109	791	5e-78	2	184	69	254	0.9837837837837838	0.9837837837837838
GT4_e2409	GT4:16	-	-	150	3300029709.a:Ga0245177_100018_152	392	1.2e-59	3	147	203	349	0.96	0.96
GT2	GT2:12	-	-	128	3300029709.a:Ga0245177_100018_156	251	9.1e-58	1	127	5	134	0.984375	0.984375
GT30_e38	GT30:395	-	-	163	3300029709.a:Ga0245177_100018_225	410	1.8e-73	3	163	48	208	0.9815950920245399	0.9815950920245399
GH39_e82	GH39:7	-	-	312	3300029709.a:Ga0245177_100018_249	476	7.4e-103	1	263	104	372	0.8397435897435898	0.8397435897435898
GT2	GT2:16	-	-	181	3300029709.a:Ga0245177_100018_253	278	1.9e-70	1	181	12	190	0.994475138121547	0.994475138121547
GT4_e626	GT4:8	-	-	116	3300029709.a:Ga0245177_100018_254	370	1.6e-38	3	115	200	339	0.9655172413793104	0.9655172413793104
GH23_e275	GH23:8	-	-	159	3300029709.a:Ga0245177_100034_161	462	1.6e-61	1	159	300	456	0.9937106918238994	0.9937106918238994
GH127_e1	GH127:332|CBM51:1	-	-	530	3300029709.a:Ga0245177_100034_67	632	1.6e-43	68	527	103	558	0.8660377358490566	0.8660377358490566
CE1_e22	CE1:6|CBM48:2|CE0:2	-	-	206	3300029709.a:Ga0245177_100062_17	275	7.4e-23	4	200	43	256	0.9514563106796117	0.9514563106796117
GH106_e21	GH106:10	-	-	690	3300029709.a:Ga0245177_100062_20	1069	0	2	689	38	736	0.9956521739130435	0.9956521739130435
CBM67_e3	CBM67:11|GH78:11	-	rhamnose	180	3300029709.a:Ga0245177_100062_59	963	5.8e-56	9	177	191	359	0.9333333333333333	0.9333333333333333
GH78_e31	GH78:6|PL8:2|CBM67:1	-	-	507	3300029709.a:Ga0245177_100062_59	963	1.2e-180	1	505	388	915	0.9940828402366864	0.9940828402366864
GH146_e1	GH146:440	-	-	514	3300029709.a:Ga0245177_100062_84	578	7.3e-28	300	513	305	519	0.4143968871595331	0.4143968871595331
GH20_e12	GH20:1706|CBM32:19|CBM0:2	3.2.1.52:18|3.2.1.-:1	host glycan, host glycan	351	3300029709.a:Ga0245177_100084_133	548	2.4e-165	2	349	156	505	0.9886039886039886	0.9886039886039886
GH23_e228	GH23:17|CBM50:1	-	-	88	3300029709.a:Ga0245177_100084_27	166	6.4e-29	2	88	26	110	0.9772727272727273	0.9772727272727273
