HMM Profile	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH23.hmm	135	3300029191.a:Ga0168694_100001_30	519	3.9e-23	11	121	299	448	0.8148148148148148
GT83.hmm	540	3300029191.a:Ga0168694_100001_306	551	6.4e-155	6	527	3	521	0.9648148148148148
GT2.hmm	170	3300029191.a:Ga0168694_100001_309	323	2.2e-35	1	166	11	171	0.9705882352941176
CE1.hmm	227	3300029191.a:Ga0168694_100001_411	279	8.4e-53	1	224	21	273	0.9823788546255506
GT51.hmm	177	3300029191.a:Ga0168694_100001_70	758	2.5e-52	12	176	50	213	0.9265536723163842
CE9.hmm	373	3300029191.a:Ga0168694_100004_134	378	2.9e-129	3	373	7	372	0.9919571045576407
GH63.hmm	570	3300029191.a:Ga0168694_100004_186	784	5.8e-276	1	569	1	780	0.9964912280701754
GH2.hmm	752	3300029191.a:Ga0168694_100004_190	1031	2e-213	14	751	26	886	0.9800531914893617
AA1.hmm	358	3300029191.a:Ga0168694_100004_247	471	5.7e-18	9	235	65	285	0.6312849162011173
AA7.hmm	458	3300029191.a:Ga0168694_100004_292	500	6.2e-18	12	193	53	241	0.3951965065502183
GT4.hmm	160	3300029191.a:Ga0168694_100004_307	1267	3e-30	6	149	1099	1238	0.89375
GT107.hmm	532	3300029191.a:Ga0168694_100004_311	676	1.9e-107	186	484	10	306	0.5601503759398496
GT107.hmm	532	3300029191.a:Ga0168694_100004_311	676	2.8e-148	126	503	279	649	0.7086466165413534
GT51.hmm	177	3300029191.a:Ga0168694_100004_62	243	1.9e-57	9	177	60	228	0.9491525423728814
CBM34.hmm	120	3300029191.a:Ga0168694_100019_114	606	1.2e-21	2	104	6	112	0.85
GH13_21.hmm	308	3300029191.a:Ga0168694_100019_114	606	4.6e-145	1	308	178	492	0.9967532467532467
AA3_2.hmm	568	3300029191.a:Ga0168694_100019_32	557	2e-165	2	566	2	532	0.9929577464788732
GH2.hmm	752	3300029191.a:Ga0168694_100019_63	1025	3.1e-223	17	751	40	916	0.976063829787234
CE1.hmm	227	3300029191.a:Ga0168694_100019_74	278	3.1e-54	1	224	21	271	0.9823788546255506
GT2.hmm	170	3300029191.a:Ga0168694_100019_78	399	7.6e-26	2	166	34	198	0.9647058823529412
CE14.hmm	124	3300029191.a:Ga0168694_100019_79	224	5.4e-17	1	124	20	130	0.9919354838709677
GH102.hmm	157	3300029191.a:Ga0168694_100020_155	366	6.3e-41	51	157	150	257	0.6751592356687898
GH1.hmm	429	3300029191.a:Ga0168694_100020_59	478	1.6e-152	4	428	5	474	0.9883449883449883
CE4.hmm	130	3300029191.a:Ga0168694_100026_102	410	9.1e-28	4	128	227	371	0.9538461538461539
GT51.hmm	177	3300029191.a:Ga0168694_100026_121	845	1.1e-55	8	175	208	379	0.943502824858757
GT19.hmm	354	3300029191.a:Ga0168694_100026_154	383	1.1e-142	1	353	9	366	0.9943502824858758
GT28.hmm	157	3300029191.a:Ga0168694_100026_64	356	1.4e-49	2	157	185	341	0.9872611464968153
CE11.hmm	271	3300029191.a:Ga0168694_100026_70	306	1.1e-121	1	270	4	276	0.992619926199262
AA1.hmm	358	3300029191.a:Ga0168694_100026_95	517	2.2e-31	11	357	66	510	0.9664804469273743
CBM48.hmm	76	3300029191.a:Ga0168694_100034_49	729	1e-21	2	72	124	211	0.9210526315789473
GH13_9.hmm	301	3300029191.a:Ga0168694_100034_49	729	6.3e-159	1	301	274	574	0.9966777408637874
CBM48.hmm	76	3300029191.a:Ga0168694_100034_50	658	1.3e-19	1	71	10	100	0.9210526315789473
GH13_11.hmm	351	3300029191.a:Ga0168694_100034_50	658	9.1e-150	1	351	173	521	0.9971509971509972
GT5.hmm	472	3300029191.a:Ga0168694_100034_52	478	6.8e-164	1	471	2	474	0.9957627118644068
GT35.hmm	674	3300029191.a:Ga0168694_100034_53	816	1.3e-284	1	673	101	810	0.9970326409495549
GT35.hmm	674	3300029191.a:Ga0168694_100034_63	798	8.7e-264	2	673	92	795	0.9955489614243324
GH77.hmm	494	3300029191.a:Ga0168694_100034_64	695	4.6e-163	1	490	148	685	0.9898785425101214
GT51.hmm	177	3300029191.a:Ga0168694_100034_84	851	5e-71	1	176	54	229	0.9887005649717514
GT20.hmm	475	3300029191.a:Ga0168694_100040_105	475	5.3e-169	13	475	2	453	0.9726315789473684
GH104.hmm	145	3300029191.a:Ga0168694_100040_5	159	2.5e-64	3	144	5	149	0.9724137931034482
GH13_5.hmm	342	3300029191.a:Ga0168694_100040_78	496	3.8e-154	2	342	31	373	0.9941520467836257
GH73.hmm	128	3300029191.a:Ga0168694_100044_110	314	1.7e-34	5	127	160	295	0.953125
GT2.hmm	170	3300029191.a:Ga0168694_100044_141	838	1.6e-24	2	168	236	418	0.9764705882352941
GH37.hmm	491	3300029191.a:Ga0168694_100044_20	566	5e-192	1	490	56	531	0.9959266802443992
