dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GH77_e1	GH77:1346|GT35:16	2.4.1.25:3	starch	479	3300014764.a:Ga0169839_10001_162	1258	1.4e-213	1	478	11	492	0.9958246346555324	0.9958246346555324
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300014764.a:Ga0169839_10001_162	1258	1.5e-252	1	711	580	1256	0.9971910112359551	0.9971910112359551
GH32_e82	GH32:400	3.2.1.26:1	fructan	302	3300014764.a:Ga0169839_10001_301	486	2e-168	1	302	39	342	0.9966887417218543	0.9966887417218543
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300014764.a:Ga0169839_10001_340	822	0	1	711	107	815	0.9971910112359551	0.9971910112359551
GT2	GT2:120|GT4:1	-	-	123	3300014764.a:Ga0169839_10003_189	253	6.9e-60	1	123	6	128	0.991869918699187	0.991869918699187
GT30_e0	GT30:6984|GT2:1	2.4.99.-:25	-	177	3300014764.a:Ga0169839_10003_190	432	4.8e-70	2	176	36	213	0.9830508474576272	0.9830508474576272
GT41_e0	GT41:501	2.4.1.-:6	-	450	3300014764.a:Ga0169839_10003_57	673	1.2e-215	3	448	158	619	0.9888888888888889	0.9888888888888889
GH31_e60	GH31:2562|GH2:1	-	-	446	3300014764.a:Ga0169839_10003_64	793	4.2e-232	1	446	238	684	0.9977578475336323	0.9977578475336323
GH3_e19	GH3:6438	3.2.1.52:16	chitin	223	3300014764.a:Ga0169839_10004_47	348	9e-106	2	222	56	278	0.9865470852017937	0.9865470852017937
GH23_e168	GH23:454	-	-	148	3300014764.a:Ga0169839_10005_177	360	2.2e-83	1	148	207	354	0.9932432432432432	0.9932432432432432
GT8_e44	GT8:7	-	-	245	3300014764.a:Ga0169839_10005_186	287	1.4e-139	1	245	7	251	0.9959183673469387	0.9959183673469387
GH23_e907	GH23:431	-	-	129	3300014764.a:Ga0169839_10005_89	746	5e-69	2	129	595	722	0.9844961240310077	0.9844961240310077
GT28_e46	GT28:8561	2.4.1.227:11	-	160	3300014764.a:Ga0169839_10009_130	351	5.2e-61	1	159	182	337	0.9875	0.9875
GH102_e2	GH102:4353	4.2.2.n1:8	-	134	3300014764.a:Ga0169839_10009_67	376	8.3e-57	2	134	152	279	0.9850746268656716	0.9850746268656716
GT2	GT2:6	-	-	126	3300014764.a:Ga0169839_10014_107	312	4.1e-66	1	126	6	131	0.9920634920634921	0.9920634920634921
CBM50_e159	CBM50:312	-	chitin, peptidoglycan	49	3300014764.a:Ga0169839_10014_123	147	6.8e-31	1	49	96	144	0.9795918367346939	0.9795918367346939
GT9_e54	GT9:1176	-	-	228	3300014764.a:Ga0169839_10014_50	352	1.1e-100	1	228	79	307	0.9956140350877193	0.9956140350877193
GT2	GT2:12	-	-	119	3300014764.a:Ga0169839_10014_68	295	1.9e-47	1	118	9	118	0.9831932773109243	0.9831932773109243
GT9_e20	GT9:800	2.4.99.-:1	-	240	3300014764.a:Ga0169839_10020_104	343	1.9e-114	1	239	69	305	0.9916666666666667	0.9916666666666667
GT9_e247	GT9:332	2.4.99.-:3	-	222	3300014764.a:Ga0169839_10020_15	334	8.5e-93	3	221	94	312	0.9819819819819819	0.9819819819819819
GT9_e84	GT9:7143|GT2:1	2.4.99.-:11	-	263	3300014764.a:Ga0169839_10023_94	348	8.4e-102	4	241	65	307	0.9011406844106464	0.9011406844106464
GT51_e130	GT51:5094	2.4.1.129:12	-	176	3300014764.a:Ga0169839_10001_21	873	4.8e-87	1	176	55	230	0.9943181818181818	0.9943181818181818
