CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	STP	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_45	40341	40856	-	Fer4+Fer4
CGC1	null	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_46	40853	41377	-	null
CGC1	STP	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_47	41379	42179	-	Fer4
CGC1	STP	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_48	42179	42952	-	Fer4+Fer4
CGC1	TC	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_49	42958	45744	-	5.A.3.11.2
CGC1	STP	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_50	45939	46898	-	CheW+Response_reg
CGC1	TC	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_51	46957	48660	-	3.A.1.135.5
CGC1	CAZyme	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_52	48660	50594	-	 GT51|GT51
CGC1	TF	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_53	50693	51385	-	Trans_reg_C
CGC1	null	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_54	51473	51778	-	null
CGC1	TF	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_55	51964	52419	+	FUR
CGC1	STP	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_56	52422	52880	-	Pribosyltran
CGC1	null	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_57	52882	53955	-	null
CGC1	STP	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_58	54176	54703	+	PAS
CGC1	TC	3300003155.a:Ga0052270_10307285	3300003155.a:Ga0052270_10307285_59	54700	56073	+	1.B.52.2.1
