Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300008515.a:Ga0115189_1000071_32	ATA78318.1|GH0	99.7	350	1	0	1	350	1	350	2.3e-202	708.4
3300008515.a:Ga0115189_1000071_41	ATA78309.1|GH0	99.3	452	3	0	1	452	1	452	9.9e-262	906.0
3300008515.a:Ga0115189_1000071_67	AEY69616.1|GH23	26.2	1865	1034	46	6	1771	1702	3322	3.8e-142	510.8
3300008515.a:Ga0115189_1000352_4	ATA86777.1|GH163	94.7	713	38	0	1	713	1	713	0.0e+00	1361.3
3300008515.a:Ga0115189_1000352_6	ATA86778.1|GT2	99.2	479	3	1	1	479	1	478	2.9e-272	941.0
3300008515.a:Ga0115189_1000082_4	ATA88195.1|GT2	98.1	375	7	0	11	385	1	375	1.7e-209	732.3
3300008515.a:Ga0115189_1000082_17	ATA87261.1|GT5	98.9	268	3	0	1	268	1	268	2.2e-152	542.0
3300008515.a:Ga0115189_1000036_4	ATA87448.1|GT51	98.2	788	14	0	17	804	1	788	0.0e+00	1604.0
3300008515.a:Ga0115189_1000036_9	CAE6110940.1|CE8	44.4	541	269	9	33	564	270	787	1.1e-113	414.5
3300008515.a:Ga0115189_1000090_5	ATA88058.1|GT4	97.2	424	12	0	1	424	1	424	7.0e-241	836.6
3300008515.a:Ga0115189_1000090_14	AMJ20543.1|GH13_11	50.7	424	191	2	1	421	1	409	1.1e-113	414.1
3300008515.a:Ga0115189_1000090_26	ATA88039.1|GT9	97.4	346	9	0	1	346	1	346	2.2e-192	675.2
3300008515.a:Ga0115189_1000090_35	ATA88249.1|GT2	97.6	332	8	0	3	334	1	332	3.1e-188	661.4
3300008515.a:Ga0115189_1000090_36	ATA88029.1|GT51	99.2	780	6	0	1	780	1	780	0.0e+00	1575.8
3300008515.a:Ga0115189_1000090_57	CAD7235639.1|GT2	50.0	538	266	3	8	543	136	672	7.5e-158	561.2
3300008515.a:Ga0115189_1000048_22	ATA87883.1|CBM50	98.1	639	12	0	1	639	1	639	0.0e+00	1232.6
3300008515.a:Ga0115189_1000048_27	CAN65674.1|GH28	40.9	569	305	9	57	620	95	637	2.5e-117	426.8
3300008515.a:Ga0115189_1000016_68	ATA87167.1|GH57	99.0	409	4	0	1	409	1	409	3.1e-238	827.8
3300008515.a:Ga0115189_1000016_69	ATA87166.1|GT4	99.5	429	2	0	1	429	1	429	7.0e-249	863.2
3300008515.a:Ga0115189_1000016_70	ATA87165.1|GH133	99.1	654	6	0	1	654	1	654	0.0e+00	1343.2
3300008515.a:Ga0115189_1000016_72	ATA87163.1|GH13_8	97.3	655	18	0	1	655	1	655	0.0e+00	1344.7
3300008515.a:Ga0115189_1000016_91	ATA87145.1|GH13_38	98.1	578	11	0	1	578	1	578	0.0e+00	1197.6
3300008515.a:Ga0115189_1000490_16	CCO12868.2|GH1	44.4	1445	499	15	13	1412	7	1191	0.0e+00	1127.9
3300008515.a:Ga0115189_1000014_12	ATA86364.1|CE4	100.0	244	0	0	1	244	1	244	6.1e-141	503.8
3300008515.a:Ga0115189_1000014_27	ATA88132.1|GT19	96.8	378	12	0	22	399	1	378	2.6e-213	745.0
