Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300014595.a:Ga0121346_100003_56	ASK31008.1|GT4	64.8	372	131	0	2	373	3	374	1.5e-143	513.1
3300014595.a:Ga0121346_100003_103	UQB68153.1|GT2	93.0	299	21	0	1	299	1	299	2.4e-155	552.0
3300014595.a:Ga0121346_100003_104	UQB70599.1|GT9	95.4	305	14	0	17	321	1	305	5.7e-171	604.0
3300014595.a:Ga0121346_100003_120	UQB68134.1|GT51	95.9	785	32	0	1	785	1	785	0.0e+00	1527.7
3300014595.a:Ga0121346_100003_131	CAE6204650.1|GH28	49.8	606	288	6	2	597	745	1344	2.1e-171	606.3
3300014595.a:Ga0121346_100003_149	QIY84350.1|GT28	91.1	370	33	0	1	370	9	378	2.4e-189	665.2
3300014595.a:Ga0121346_100003_228	UQB67995.1|GT4	92.4	368	28	0	1	368	1	368	1.3e-203	712.6
3300014595.a:Ga0121346_100003_230	AGL63717.2|GT4	48.1	648	319	6	186	833	107	737	7.7e-159	565.1
3300014595.a:Ga0121346_100003_292	UQB70587.1|GT4	88.4	378	44	0	23	400	1	378	4.0e-198	694.5
3300014595.a:Ga0121346_100003_328	AVM55139.1|GH65	56.4	675	293	1	4	677	683	1357	5.1e-230	801.2
3300014595.a:Ga0121346_100003_331	UQB67849.1|GT2	98.7	238	3	0	1	238	1	238	1.1e-134	483.0
3300014595.a:Ga0121346_100003_389	UQB67779.1|GT4	85.3	402	50	1	1	402	1	393	1.6e-194	682.6
3300014595.a:Ga0121346_100003_392	AZI39008.1|GT4	74.5	385	98	0	1	385	1	385	3.7e-169	598.2
3300014595.a:Ga0121346_100003_396	AZI55865.1|GT2	82.6	265	46	0	4	268	3	267	6.5e-128	460.7
3300014595.a:Ga0121346_100003_398	QQQ26805.1|GT2	75.6	299	73	0	1	299	1	299	1.6e-135	486.1
3300014595.a:Ga0121346_100003_400	AZI55867.1|GT2	90.9	331	30	0	1	331	1	331	6.1e-176	620.5
