3300000865_14	GT2	N
3300000865_14	GT2	N
3300000865_14	GT2	N
3300000865_14	GT55	N
3300000865_14	GT2	N
3300000865_14	GT2	N
3300000865_14	GT2	N
3300000865_14	GT4	N
3300017400_20	GT2	N
3300017400_20	GT81	N
3300017400_20	GT39	N
3300017400_20	GT2	N
3300017400_20	GT4	N
3300026279_35	GT2	N
3300026279_35	GT2	N
3300028654_9	GT2	N
3300028654_9	GT2	N
3300028654_9	GT4	N
3300028654_9	GT4	N
3300028654_9	GT4	N
3300028654_9	GT2	N
3300028654_9	GT2	N
3300028654_9	GT2	N
3300028654_9	GT2	N
3300028654_9	GT2	N
3300028654_9	GH135	Y
3300028654_9	GH135	Y
3300028654_9	GT4	N
3300028654_9	CE14	N
3300028654_9	GH135	N
