dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT9_e281	GT9:14	-	-	232	3300013014.a:Ga0164295_10000095_35	325	6.7e-63	2	230	80	301	0.9827586206896551	0.9827586206896551
GT2	GT2:294	-	-	175	3300013014.a:Ga0164295_10000141_40	238	1.4e-77	4	172	13	181	0.96	0.96
GT2	GT2:23	-	-	221	3300013014.a:Ga0164295_10000154_23	317	8.6e-47	1	190	8	229	0.8552036199095022	0.8552036199095022
GT2	GT2:98|GT4:77	-	-	236	3300013014.a:Ga0164295_10000154_29	297	5e-31	1	213	3	204	0.8983050847457628	0.8983050847457628
GT2	GT2:36	-	-	238	3300013014.a:Ga0164295_10000154_9	313	4.5e-26	1	209	5	210	0.8739495798319328	0.8739495798319328
CBM48_e32	CBM48:1020|GH13_8:992|GH13:3|GT4:2|GH28:2	2.4.1.18:166	glycogen	89	3300013014.a:Ga0164295_10000214_16	663	1.8e-25	1	89	53	137	0.9887640449438202	0.9887640449438202
GH13_e20	GH13_8:470|CBM48:339|GH13:16|GT4:1|GH28:1	2.4.1.18:50	sucrose, alpha-glucan	293	3300013014.a:Ga0164295_10000214_16	663	5.3e-145	1	293	222	512	0.9965870307167235	0.9965870307167235
GH2_e127	GH2:646|CBM32:8|CBM35:1	3.2.1.23:2	beta-galactan	717	3300013014.a:Ga0164295_10000214_8	870	6.7e-283	7	716	20	802	0.9888423988842399	0.9888423988842399
GT2	GT2:56	-	-	165	3300013014.a:Ga0164295_10000220_2	251	1.7e-72	1	165	10	174	0.9939393939393939	0.9939393939393939
GH8_e33	GH8:46|CBM12:2|CBM5:2	3.2.1.4:2|3.2.1.132:1	cellulose, chitosan	348	3300013014.a:Ga0164295_10000220_50	275	1.8e-76	90	347	5	264	0.7385057471264368	0.7385057471264368
GT51_e168	GT51:120	-	-	175	3300013014.a:Ga0164295_10000275_26	570	4.9e-67	8	174	80	246	0.9485714285714286	0.9485714285714286
GH36_e37	GH36:485|CBM51:1	-	-	270	3300013014.a:Ga0164295_10000385_30	625	5.2e-49	2	267	167	442	0.9814814814814815	0.9814814814814815
GT28_e150	GT28:102	-	-	132	3300013014.a:Ga0164295_10000410_12	382	2.2e-55	1	131	219	349	0.9848484848484849	0.9848484848484849
GH109_e7	GH109:31	-	-	390	3300013014.a:Ga0164295_10000453_1	383	8.1e-18	2	193	5	205	0.4897435897435897	0.4897435897435897
GT4_e1620	GT4:80	-	-	145	3300013014.a:Ga0164295_10000520_12	646	3.9e-52	3	135	196	328	0.9103448275862069	0.9103448275862069
CE20_e0	CE20:119|CE12:1	-	-	302	3300013014.a:Ga0164295_10000533_16	539	2.2e-117	1	301	130	430	0.9933774834437086	0.9933774834437086
GH158_e17	GH158:13	-	-	133	3300013014.a:Ga0164295_10000533_8	431	2e-45	2	133	53	183	0.9849624060150376	0.9849624060150376
CE4_e274	CE4:13|GT4:1	-	-	141	3300013014.a:Ga0164295_10000603_6	393	1.7e-23	2	139	98	234	0.9716312056737588	0.9716312056737588
GT19_e7	GT19:11	-	-	351	3300013014.a:Ga0164295_10000616_27	377	8.7e-154	2	351	8	358	0.9943019943019943	0.9943019943019943
CE11_e18	CE11:339	-	-	269	3300013014.a:Ga0164295_10000672_4	439	2.5e-110	1	268	7	274	0.9925650557620818	0.9925650557620818
GT4_e3930	GT4:52|CE4:1	-	-	149	3300013014.a:Ga0164295_10000702_13	429	1e-55	1	145	197	342	0.9664429530201343	0.9664429530201343
CE20_e41	CE20:31	-	-	209	3300013014.a:Ga0164295_10000748_17	987	2e-18	2	193	636	848	0.9138755980861244	0.9138755980861244
GH106_e46	GH106:55	-	-	732	3300013014.a:Ga0164295_10000748_3	1075	0	3	732	345	1073	0.9959016393442623	0.9959016393442623
AA4_e1	AA4:19	-	-	525	3300013014.a:Ga0164295_10000907_9	477	7.3e-24	12	257	20	253	0.4666666666666667	0.4666666666666667
GT2	GT2:245	-	-	417	3300013014.a:Ga0164295_10000910_18	503	2e-145	2	383	53	460	0.9136690647482014	0.9136690647482014
GH106_e1	GH106:28	3.2.1.40:5	pectin	665	3300013014.a:Ga0164295_10001134_8	1090	1.4e-177	1	663	33	729	0.9954887218045113	0.9954887218045113
GT83_e67	GT83:8	-	-	363	3300013014.a:Ga0164295_10001297_18	524	2.1e-35	8	352	24	364	0.9476584022038568	0.9476584022038568
GH43_e246	GH43:5|GH106:1	-	-	273	3300013014.a:Ga0164295_10001734_18	213	3.4e-37	72	251	4	181	0.6556776556776557	0.6556776556776557
GT2	GT2:9	-	-	144	3300013014.a:Ga0164295_10001750_10	307	4.5e-33	1	126	9	140	0.8680555555555556	0.8680555555555556
GT11_e8	GT11:12	-	-	289	3300013014.a:Ga0164295_10001750_6	302	4.3e-79	1	278	2	291	0.9584775086505191	0.9584775086505191
GT2	GT2:23	-	-	156	3300013014.a:Ga0164295_10001750_9	1084	6.6e-30	1	153	574	727	0.9743589743589743	0.9743589743589743
GT51_e168	GT51:120	-	-	175	3300013014.a:Ga0164295_10005266_4	771	7.4e-66	2	175	107	286	0.9885714285714285	0.9885714285714285
GH16_e222	GH16_3:48	-	-	230	3300013014.a:Ga0164295_10007458_7	295	5e-92	1	230	59	290	0.9956521739130435	0.9956521739130435
CBM38_e12	CBM38:15|GH116:15	-	fructan	135	3300013014.a:Ga0164295_10015971_1	637	5.5e-41	1	134	286	424	0.9851851851851852	0.9851851851851852
GH117_e10	GH117:15	-	-	148	3300013014.a:Ga0164295_10016857_3	426	1.1e-21	5	147	101	247	0.9594594594594594	0.9594594594594594
GH29_e51	GH29:76|CBM32:1	-	-	335	3300013014.a:Ga0164295_10018180_1	431	1.9e-125	3	335	43	368	0.991044776119403	0.991044776119403
GH136_e44	GH136:9	-	-	479	3300013014.a:Ga0164295_10020971_6	398	1.6e-111	1	373	19	379	0.7766179540709812	0.7766179540709812
PL6_e7	PL6_1:35|PL6:2|PL6_2:1	4.2.2.11:2|4.2.2.-:2|4.2.2.3:1	alginate, alginate, alginate	366	3300013014.a:Ga0164295_10030782_3	426	5.2e-141	2	363	42	403	0.9863387978142076	0.9863387978142076
GT81_e15	GT81:45	2.4.1.266:1	-	305	3300013014.a:Ga0164295_10032320_1	311	7.3e-117	2	302	4	301	0.9836065573770492	0.9836065573770492
GT2	GT2:6	-	-	123	3300013014.a:Ga0164295_10035316_4	265	3e-48	1	122	5	125	0.983739837398374	0.983739837398374
GT30_e67	GT30:12	-	-	182	3300013014.a:Ga0164295_10000064_2	429	3.7e-75	2	182	41	218	0.989010989010989	0.989010989010989
GH2_e78	GH2:71|PL38:2	-	-	582	3300013014.a:Ga0164295_10000064_46	835	3.7e-266	4	582	47	614	0.993127147766323	0.993127147766323
CBM51_e35	CBM51:42|GH27:41|CBM40:1|GH33:1	-	host glycan	134	3300013014.a:Ga0164295_10000160_35	145	8.1e-25	1	100	37	138	0.7388059701492538	0.7388059701492538
GT2	GT2:27	-	-	172	3300013014.a:Ga0164295_10000220_4	496	7.3e-68	1	172	11	181	0.9941860465116279	0.9941860465116279
GH57_e4	GH57:163|GT5:1	-	-	317	3300013014.a:Ga0164295_10000446_11	400	5.2e-133	1	316	7	319	0.9936908517350158	0.9936908517350158
GT4_e2827	GT4:12	-	-	149	3300013014.a:Ga0164295_10000446_12	437	2.3e-71	2	149	260	407	0.9865771812080537	0.9865771812080537
GH43_e97	GH43_24:6	-	-	260	3300013014.a:Ga0164295_10000533_20	680	1.9e-103	2	260	65	328	0.9923076923076923	0.9923076923076923
GH43_e97	GH43_24:6	-	-	260	3300013014.a:Ga0164295_10000533_20	680	9.2e-131	1	260	387	646	0.9961538461538462	0.9961538461538462
GH78_e14	GH78:99	-	-	493	3300013014.a:Ga0164295_10000616_9	575	9.1e-235	2	492	83	571	0.9939148073022313	0.9939148073022313
GH77_e22	GH77:485|CBM20:400	2.4.1.25:5	starch	646	3300013014.a:Ga0164295_10000693_17	893	3.3e-266	1	645	246	887	0.9969040247678018	0.9969040247678018
GH115_e6	GH115:205|GH159:1	-	-	764	3300013014.a:Ga0164295_10000748_1	542	8.6e-83	9	490	39	528	0.6295811518324608	0.6295811518324608
GT8_e2	GT8:359	-	-	249	3300013014.a:Ga0164295_10000893_10	351	8.5e-26	2	247	8	265	0.9839357429718876	0.9839357429718876
GT2	GT2:112|GT1:1|GT4:1	-	-	272	3300013014.a:Ga0164295_10000893_4	315	9.4e-56	1	239	5	245	0.875	0.875
GT35_e2	GT35:370	-	-	307	3300013014.a:Ga0164295_10000907_8	554	6.3e-154	1	305	181	485	0.990228013029316	0.990228013029316
GT2	GT2:39	-	-	175	3300013014.a:Ga0164295_10000910_10	240	9.5e-56	2	174	8	180	0.9828571428571429	0.9828571428571429
GH105_e29	GH105:94|PL33_2:14|PL35:2	-	-	312	3300013014.a:Ga0164295_10001030_16	705	3.3e-113	3	311	66	374	0.9871794871794872	0.9871794871794872
GH130_e14	GH130:473	-	-	225	3300013014.a:Ga0164295_10001030_6	489	9.9e-109	1	224	259	482	0.9911111111111112	0.9911111111111112
GT9_e283	GT9:17	-	-	250	3300013014.a:Ga0164295_10001560_13	316	3e-30	22	248	87	297	0.904	0.904
GT2	GT2:17|GT4:1	-	-	246	3300013014.a:Ga0164295_10001770_14	897	2.1e-76	1	243	108	351	0.983739837398374	0.983739837398374
