CGC#	Gene Type	Contig ID	Protein ID	Gene Start	Gene Stop	Direction	Protein Family
CGC1	TC	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_38	28306	29157	-	2.A.64.3.2
CGC1	null	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_39	29218	29799	-	null
CGC1	STP	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_40	29818	30777	-	SIS+CBS+CBS
CGC1	TC	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_41	30912	33110	+	2.A.16.2.2
CGC1	CAZyme	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_42	33162	35447	-	GH92| GH92
CGC1	CAZyme	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_43	35533	36630	+	GT4| GT4
CGC1	STP	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_44	36688	38091	+	Pyr_redox_2
CGC1	null	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_45	38173	38997	+	null
CGC1	TF	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_46	39402	40211	+	HTH_AraC+HTH_AraC
CGC1	null	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_47	40316	41473	+	null
CGC1	null	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_48	41578	42408	+	null
CGC1	TC	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_49	42615	43370	+	1.B.81.1.10
CGC1	null	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_50	43520	44158	+	null
CGC1	TC	3300011834.a:Ga0121064_100070	3300011834.a:Ga0121064_100070_51	44177	45322	+	2.A.20.1.5
CGC1	TC	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_49	49825	50535	+	3.A.1.124.5
CGC1	STP	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_50	50612	51520	-	PfkB
CGC1	CAZyme	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_51	51530	53062	-	GH32| GH32
CGC1	null	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_52	53072	54469	-	null
CGC1	TC	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_53	54481	56178	-	8.A.46.1.3
CGC1	TC	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_54	56394	59306	-	1.B.14.6.1
CGC1	CAZyme	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_55	59320	60987	-	GH32| GH32
CGC1	TC	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_56	60927	62267	-	2.A.1.1.106
CGC1	TF	3300011834.a:Ga0121064_100034	3300011834.a:Ga0121064_100034_57	62517	65258	-	HTH_8+HTH_AraC
CGC1	TF	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_107	109159	109371	+	HTH_3
CGC1	CAZyme	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_108	109366	110343	-	GT1
CGC1	null	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_109	110558	111586	-	null
CGC1	null	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_110	111596	112249	-	null
CGC1	TC	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_111	112251	113027	-	3.A.1.14.18
CGC1	TC	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_112	113024	114064	-	3.A.1.14.21
CGC1	STP	3300011834.a:Ga0121064_100003	3300011834.a:Ga0121064_100003_113	114086	114949	-	Peripla_BP_2
CGC1	TF	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_11	10891	11784	+	HTH_1
CGC1	TC	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_12	11853	12794	+	2.A.98.1.4
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_13	12878	14041	-	null
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_14	14200	14928	+	null
CGC1	CAZyme	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_15	14993	15895	-	 GT2|GT2
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_16	15899	16930	-	null
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_17	17448	17987	+	null
CGC1	TF	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_18	18445	19317	-	HTH_AraC
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_19	19425	19640	-	null
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_20	19724	20026	-	null
CGC1	TC	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_21	20124	23312	-	2.A.6.3.4
CGC1	TC	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_22	23418	24506	-	2.A.6.2.19
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_23	24670	25977	-	null
CGC1	STP	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_24	26218	26529	-	Rhodanese
CGC1	TF	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_25	26600	27208	-	Crp
CGC1	TC	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_26	27369	29048	+	2.A.3.3.22
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_27	29230	30999	+	null
CGC1	TC	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_28	31387	32304	-	2.A.7.3.62
CGC1	null	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_29	32489	33046	-	null
CGC1	CAZyme	3300011834.a:Ga0121064_100191	3300011834.a:Ga0121064_100191_30	33043	34008	-	 GT2|GT2
