dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
GT4_e2566	GT4:386|GH3:1	-	-	167	3300011834.a:Ga0121064_100003_268	387	1.4e-65	3	163	189	350	0.9580838323353293	0.9580838323353293
GT2	GT2:21	-	-	132	3300011834.a:Ga0121064_100003_340	259	5.3e-50	1	130	4	132	0.9772727272727273	0.9772727272727273
GT35_e7	GT35:1062|GT3:53	2.4.1.1:9	-	531	3300011834.a:Ga0121064_100016_104	553	3.9e-53	1	300	36	309	0.5630885122410546	0.5630885122410546
GT35_e2	GT35:370	-	-	307	3300011834.a:Ga0121064_100016_104	553	2.3e-160	1	306	177	483	0.993485342019544	0.993485342019544
GH13_e235	GH13:102	3.2.1.1:1	sucrose, starch	322	3300011834.a:Ga0121064_100016_155	617	4.6e-160	1	321	159	483	0.9937888198757764	0.9937888198757764
GH97_e22	GH97:651	3.2.1.3:2|3.2.1.20:2	alpha-glucan, alpha-glucan	689	3300011834.a:Ga0121064_100016_157	719	0	6	689	17	715	0.9912917271407837	0.9912917271407837
GH43_e55	GH43_28:215|CBM32:62	-	-	269	3300011834.a:Ga0121064_100016_17	590	3.2e-131	1	269	52	319	0.9962825278810409	0.9962825278810409
CBM32_e176	CBM32:54|GH43_28:54	-	host glycan	112	3300011834.a:Ga0121064_100016_17	590	7.2e-57	1	112	364	475	0.9910714285714286	0.9910714285714286
CBM20_e36	CBM20:10	-	starch	76	3300011834.a:Ga0121064_100020_123	382	6e-18	8	73	12	78	0.8552631578947368	0.8552631578947368
CE20_e28	CE20:50	-	-	252	3300011834.a:Ga0121064_100020_148	462	1.2e-98	1	251	100	351	0.9920634920634921	0.9920634920634921
GH5_e79	GH5_2:79|CE2:1	3.2.1.4:3|3.2.1.-:1	beta-glucan, beta-mannan	233	3300011834.a:Ga0121064_100020_149	661	1.4e-121	1	233	42	274	0.9957081545064378	0.9957081545064378
CE2_e28	CE2:26|GH5_2:1	-	-	213	3300011834.a:Ga0121064_100020_149	661	3.2e-101	1	213	442	654	0.9953051643192489	0.9953051643192489
GH27_e32	GH27:17	-	-	256	3300011834.a:Ga0121064_100020_151	412	3.5e-114	2	255	132	386	0.98828125	0.98828125
GH26_e67	GH26:70	-	-	313	3300011834.a:Ga0121064_100020_153	414	1.6e-129	1	313	58	380	0.9968051118210862	0.9968051118210862
GH43_e254	GH43_34:17|CBM32:16|GH43:2|CBM13:1|GH43_30:1	-	-	281	3300011834.a:Ga0121064_100020_156	435	1.7e-47	1	281	22	283	0.99644128113879	0.99644128113879
CBM32_e207	CBM32:18	-	host glycan	118	3300011834.a:Ga0121064_100020_156	435	6.9e-18	2	117	315	429	0.9745762711864406	0.9745762711864406
GH26_e34	GH26:48|GH5_7:1	3.2.1.100:1	beta-mannan	305	3300011834.a:Ga0121064_100020_158	377	3.7e-138	2	304	31	333	0.9901639344262295	0.9901639344262295
GT9_e319	GT9:50|GT2:6	-	-	236	3300011834.a:Ga0121064_100025_152	331	8.1e-72	3	232	66	292	0.9703389830508474	0.9703389830508474
GT2	GT2:387	-	-	162	3300011834.a:Ga0121064_100025_69	318	3.1e-75	1	161	5	166	0.9876543209876543	0.9876543209876543
GT51_e158	GT51:844	-	-	164	3300011834.a:Ga0121064_100032_3	215	1.7e-80	2	164	47	209	0.9878048780487805	0.9878048780487805
GT2	GT2:79	-	-	185	3300011834.a:Ga0121064_100034_10	302	2.2e-63	1	165	9	174	0.8864864864864865	0.8864864864864865
GT32_e82	GT32:42	-	-	77	3300011834.a:Ga0121064_100034_3	267	9.1e-40	2	76	22	96	0.961038961038961	0.961038961038961
GT94_e7	GT94:20|GT1:1|GT2:1	-	-	297	3300011834.a:Ga0121064_100034_6	338	4.5e-20	1	293	47	329	0.9831649831649831	0.9831649831649831
GT2	GT2:7	-	-	135	3300011834.a:Ga0121064_100034_9	294	3.7e-53	1	131	8	149	0.9629629629629629	0.9629629629629629
CBM50_e921	CBM50:133	-	chitin, peptidoglycan	43	3300011834.a:Ga0121064_100042_36	642	2.1e-17	1	43	24	66	0.9767441860465116	0.9767441860465116
