dbCAN subfam	Subfam Composition	Subfam EC	Substrate	Profile Length	Gene ID	Gene Length	E Value	Profile Start	Profile End	Gene Start	Gene End	Coverage
AA2_e1	AA2:59	-	-	252	3300026287.a:Ga0209571_1000015_122	724	4.6e-17	14	109	84	180	0.376984126984127	0.376984126984127
GT19_e24	GT19:218	-	-	356	3300026287.a:Ga0209571_1000015_27	390	1.7e-155	1	355	12	364	0.9943820224719101	0.9943820224719101
GT4_e1404	GT4:12|GT2:2	-	-	97	3300026287.a:Ga0209571_1000015_366	401	1.2e-17	2	89	228	316	0.8969072164948454	0.8969072164948454
GH23_e866	GH23:26	-	-	103	3300026287.a:Ga0209571_1000015_444	280	1e-37	1	103	36	137	0.9902912621359223	0.9902912621359223
GT2	GT2:630	-	-	347	3300026287.a:Ga0209571_1000015_57	703	1.4e-152	4	342	117	455	0.9740634005763689	0.9740634005763689
GT2	GT2:31|GT4:1	-	-	121	3300026287.a:Ga0209571_1000025_174	264	8.2e-54	1	121	11	129	0.9917355371900827	0.9917355371900827
GT2	GT2:108	2.4.1.12:1	-	294	3300026287.a:Ga0209571_1000025_214	1132	7.1e-152	1	294	497	790	0.9965986394557823	0.9965986394557823
GH23_e640	GH23:6	-	-	99	3300026287.a:Ga0209571_1000025_232	176	5.7e-41	1	98	68	165	0.9797979797979798	0.9797979797979798
CE11_e19	CE11:108	-	-	273	3300026287.a:Ga0209571_1000025_255	316	1.6e-115	1	272	4	276	0.9926739926739927	0.9926739926739927
GT35_e0	GT35:17065|GH77:18|GH13_39:1	2.4.1.1:158	-	712	3300026287.a:Ga0209571_1000025_89	831	0	1	711	115	827	0.9971910112359551	0.9971910112359551
GH103_e3	GH103:1578	-	-	294	3300026287.a:Ga0209571_1000034_288	392	1.5e-129	2	294	24	315	0.9931972789115646	0.9931972789115646
GT4_e966	GT4:262	-	-	163	3300026287.a:Ga0209571_1000034_291	412	4.8e-79	2	161	215	374	0.9754601226993865	0.9754601226993865
GT4_e2066	GT4:13	-	-	150	3300026287.a:Ga0209571_1000034_35	368	1.3e-36	2	148	189	335	0.9733333333333334	0.9733333333333334
GT26_e183	GT26:12	-	-	169	3300026287.a:Ga0209571_1000034_36	253	5.7e-80	2	169	58	225	0.9881656804733728	0.9881656804733728
GH2_e46	GH2:515	-	-	677	3300026287.a:Ga0209571_1000037_326	811	5.2e-247	3	674	17	679	0.9911373707533235	0.9911373707533235
GT2	GT2:55	-	-	162	3300026287.a:Ga0209571_1000141_79	248	1.5e-78	1	162	14	175	0.9938271604938271	0.9938271604938271
GH25_e49	GH25:77	-	-	179	3300026287.a:Ga0209571_1000270_15	269	4.5e-86	1	179	61	239	0.994413407821229	0.994413407821229
GT1_e251	GT1:32	-	-	370	3300026287.a:Ga0209571_1000015_195	640	6.2e-138	1	368	4	369	0.9918918918918919	0.9918918918918919
GT4_e298	GT4:32	-	-	130	3300026287.a:Ga0209571_1000015_196	376	4.4e-47	1	129	210	341	0.9846153846153847	0.9846153846153847
GT4_e800	GT4:151|GT2:1	-	-	153	3300026287.a:Ga0209571_1000015_197	416	1.5e-62	1	153	231	383	0.9934640522875817	0.9934640522875817
GT1_e452	GT1:446	-	-	276	3300026287.a:Ga0209571_1000015_198	427	1e-107	2	274	107	384	0.9855072463768116	0.9855072463768116
GT2	GT2:25	-	-	155	3300026287.a:Ga0209571_1000015_361	300	7.4e-61	1	155	10	173	0.9935483870967742	0.9935483870967742
CBM50_e391	CBM50:1681	-	chitin, peptidoglycan	49	3300026287.a:Ga0209571_1000015_58	147	6.9e-29	1	49	96	144	0.9795918367346939	0.9795918367346939
GT51_e112	GT51:71	-	-	156	3300026287.a:Ga0209571_1000022_265	211	4.2e-73	2	154	38	190	0.9743589743589743	0.9743589743589743
GH109_e7	GH109:31	-	-	390	3300026287.a:Ga0209571_1000022_333	365	1.3e-20	3	145	6	149	0.3641025641025641	0.3641025641025641
GH8_e18	GH8:63	-	-	309	3300026287.a:Ga0209571_1000025_212	365	3.6e-114	1	308	44	351	0.9935275080906149	0.9935275080906149
GT28_e116	GT28:753	-	-	163	3300026287.a:Ga0209571_1000025_245	363	3.7e-71	1	163	187	349	0.9938650306748467	0.9938650306748467
GT2	GT2:38	-	-	225	3300026287.a:Ga0209571_1000034_148	463	1.3e-97	1	225	90	314	0.9955555555555555	0.9955555555555555
GH102_e25	GH102:36	-	-	157	3300026287.a:Ga0209571_1000034_208	379	1e-65	2	156	118	272	0.9808917197452229	0.9808917197452229
GH31_e88	GH31:19	-	-	447	3300026287.a:Ga0209571_1000034_224	789	3.5e-191	2	445	239	686	0.9910514541387024	0.9910514541387024
GT4_e1814	GT4:10	-	-	146	3300026287.a:Ga0209571_1000034_42	379	3.6e-36	1	140	192	331	0.952054794520548	0.952054794520548
GT2	GT2:40	-	-	190	3300026287.a:Ga0209571_1000037_357	339	8.2e-72	1	165	18	182	0.8631578947368421	0.8631578947368421
