Gene ID	CAZy ID	% Identical	Length	Mismatches	Gap Open	Gene Start	Gene End	CAZy Start	CAZy End	E Value	Bit Score
3300014543.a:Ga0169722_102156_1	QOV20136.1|GH28	45.9	1513	400	17	3	1494	29	1143	0.0e+00	1192.6
3300014543.a:Ga0169722_101090_5	ACR71540.1|GT2	77.6	340	73	2	2	339	3	341	1.5e-150	536.2
3300014543.a:Ga0169722_101090_15	ACR71540.1|GT2	76.1	306	70	2	1	304	37	341	2.0e-133	479.2
3300014543.a:Ga0169722_100631_13	CAG7911095.1|GH5_11	43.4	906	476	17	2	878	577	1474	5.1e-214	748.4
3300014543.a:Ga0169722_100488_35	ACR73371.1|GH105	97.1	375	11	0	1	375	16	390	3.3e-218	761.1
3300014543.a:Ga0169722_100406_1	AGL64345.2|GT2	54.5	583	258	3	133	711	277	856	1.1e-171	607.4
3300014543.a:Ga0169722_100406_13	ADQ05930.1|CBM66	47.9	668	339	7	2	667	4	664	2.6e-181	639.4
3300014543.a:Ga0169722_100704_8	ABX42993.1|GH43_10	71.3	554	147	3	1	554	1	542	1.5e-251	872.5
3300014543.a:Ga0169722_100670_3	ACR72407.1|CE12	59.5	476	190	3	1	474	1	475	1.9e-162	576.2
3300014543.a:Ga0169722_100605_6	ACR72912.1|GT51	64.6	616	214	3	55	670	37	648	1.0e-234	817.0
3300014543.a:Ga0169722_100605_11	CAD7245033.1|GT58	66.6	473	142	5	5	463	1053	1523	3.6e-174	615.1
3300014543.a:Ga0169722_100605_26	ACR72932.1|GH18	55.8	505	222	1	58	561	1	505	4.2e-161	572.0
3300014543.a:Ga0169722_100539_7	ADL35206.1|CE8|PL9_1	47.3	1326	638	27	35	1325	1153	2452	6.1e-309	1064.7
3300014543.a:Ga0169722_100539_18	CAD7245033.1|GT58	66.0	471	146	3	6	463	1055	1524	2.0e-169	599.4
3300014543.a:Ga0169722_100069_31	ACR71573.1|GT2	68.9	351	109	0	1	351	1	351	1.5e-145	519.6
3300014543.a:Ga0169722_100069_85	BDF60831.1|GT2	58.4	428	172	3	1	428	2	423	1.4e-140	503.4
3300014543.a:Ga0169722_100223_3	ACR71089.1|GT28	82.2	353	63	0	1	353	1	353	6.8e-165	583.9
3300014543.a:Ga0169722_100223_14	CCO12112.2|GH13_31	50.7	467	188	4	95	559	8	434	1.8e-124	450.3
3300014543.a:Ga0169722_100223_19	ACR72247.1|PL1|PL9_1	79.1	1294	259	2	1	1291	1	1286	0.0e+00	1744.9
3300014543.a:Ga0169722_100223_20	CAN65674.1|GH28	39.0	557	307	10	5	555	101	630	3.3e-116	422.9
3300014543.a:Ga0169722_100223_36	ACR71186.1|GT2	89.8	244	25	0	1	244	1	244	1.6e-125	452.6
3300014543.a:Ga0169722_100223_44	ACR71181.1|GT2	80.9	246	47	0	1	246	1	246	1.5e-110	402.9
3300014543.a:Ga0169722_100223_48	ACR71126.1|GT4	58.7	366	146	1	1	361	16	381	1.5e-122	443.4
3300014543.a:Ga0169722_100223_51	ACR71118.1|GT2	59.3	364	122	3	4	361	1	344	1.8e-112	409.8
3300014543.a:Ga0169722_100480_20	ACR71403.1|GH77	78.2	533	116	0	7	539	6	538	6.7e-265	916.8
3300014543.a:Ga0169722_100987_7	ACR74776.1|GH13	83.6	434	71	0	1	434	1	434	1.4e-225	785.8
3300014543.a:Ga0169722_100100_4	ACR72308.1|CBM48|GH13_11	55.4	619	256	8	6	620	6	608	4.6e-196	688.3
3300014543.a:Ga0169722_100100_7	ACR72312.1|GH25	51.6	399	180	2	3	398	1	389	3.1e-118	429.1
3300014543.a:Ga0169722_100100_42	ACR71776.1|CBM48|GH13_9	42.7	757	394	7	3	758	1	718	2.9e-174	616.3
3300014543.a:Ga0169722_100100_68	AMJ18631.1|GT2	44.9	1193	610	19	6	1181	2	1164	8.3e-276	954.1
3300014543.a:Ga0169722_100100_69	CBK81881.1|CE4	53.6	455	207	2	29	481	25	477	1.9e-133	479.9
3300014543.a:Ga0169722_100100_74	CAE6204650.1|GH28	50.5	602	290	5	6	601	744	1343	7.7e-169	597.8
3300014543.a:Ga0169722_100100_102	AGL63871.2|GT2	47.3	486	241	4	568	1053	526	996	1.1e-119	435.3
3300014543.a:Ga0169722_100769_2	VCV20945.1|GT2	67.5	314	102	0	1	314	1	314	6.0e-125	451.1
3300014543.a:Ga0169722_100574_21	AWZ17133.1|GH13_30	40.1	1128	587	22	3	1087	406	1487	4.7e-223	778.9
3300014543.a:Ga0169722_100852_6	AGL63717.2|GT4	53.5	606	265	10	170	774	107	696	3.1e-165	586.3
3300014543.a:Ga0169722_100852_10	ACR71698.1|GT2	58.0	357	150	0	1	357	4	360	2.5e-111	406.0
3300014543.a:Ga0169722_100852_14	AMJ20771.1|GH13_26	39.5	864	447	18	7	804	5	858	1.9e-162	577.0
3300014543.a:Ga0169722_100166_11	AHC21644.2|GH1	57.6	523	215	5	4	526	8	523	1.2e-170	603.6
3300014543.a:Ga0169722_100166_12	ACR71571.1|GH73	53.6	666	298	5	1	662	1	659	1.2e-189	667.2
