#                                                                                       --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                      accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----            -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT2_e2540.hmm|GT2:29 -            162 3300006312.a:Ga0099626_100429_10 -            151    0.0025   18.0   0.7   1   1   2.2e-07    0.0028   17.9   0.7    56   156    44   145    12   150 0.76 -
GT4_e1833.hmm|GT4:6  -            141 3300006312.a:Ga0099626_100429_10 -            151     0.021   15.1   0.7   1   1   2.6e-06     0.034   14.5   0.7    80   138    54   118    43   121 0.87 -
GT2_e799.hmm|GT2:11  -            125 3300006312.a:Ga0099626_100429_11 -            113       0.3   11.4   1.2   1   2   1.7e-05      0.43   10.9   0.1    95   114    28    47     8    49 0.87 -
GT2_e799.hmm|GT2:11  -            125 3300006312.a:Ga0099626_100429_11 -            113       0.3   11.4   1.2   2   2       0.1   2.7e+03   -1.3   0.1    29    38    49    58    48    62 0.87 -
GH30_e4.hmm|GH30_3:36|CBM13:1 -            422 3300006312.a:Ga0099626_100429_18 -            138      0.17   10.8   2.2   1   2    0.0028        73    2.2   0.1   100   157    23    81     8    89 0.66 -
GH30_e4.hmm|GH30_3:36|CBM13:1 -            422 3300006312.a:Ga0099626_100429_18 -            138      0.17   10.8   2.2   2   2   3.3e-05      0.85    8.6   0.2   127   160   100   133    95   136 0.90 -
GH24_e215.hmm|GH24:11 -            142 3300006312.a:Ga0099626_100429_19 -            920      0.44   10.8   4.9   1   3      0.29   7.4e+03   -2.9   0.0    64    90   136   162   108   174 0.60 -
GH24_e215.hmm|GH24:11 -            142 3300006312.a:Ga0099626_100429_19 -            920      0.44   10.8   4.9   2   3     0.012     3e+02    1.6   0.2     8    77   498   565   491   625 0.65 -
GH24_e215.hmm|GH24:11 -            142 3300006312.a:Ga0099626_100429_19 -            920      0.44   10.8   4.9   3   3   3.9e-05      0.99    9.7   0.3    39   129   675   766   648   770 0.87 -
CE8_e47.hmm|CE8:56|3.1.1.11:4          -            295 3300006312.a:Ga0099626_100429_21 -            194    0.0046   16.5   0.1   1   1     2e-06    0.0083   15.6   0.0   118   154    90   126    56   133 0.86 -
CE8_e14.hmm|CE8:78|3.1.1.11:2          -            296 3300006312.a:Ga0099626_100429_21 -            194      0.03   13.8   0.1   1   1   1.1e-05     0.047   13.1   0.1   119   154    91   126    12   133 0.92 -
CE8_e24.hmm|CE8:99|3.1.1.11:7          -            293 3300006312.a:Ga0099626_100429_21 -            194       0.1   12.2   0.0   1   1   5.2e-05      0.22   11.1   0.0   117   153    90   126    61   132 0.91 -
CE8_e49.hmm|CE8:47                     -            287 3300006312.a:Ga0099626_100429_21 -            194      0.12   11.9   0.0   1   1   7.3e-05      0.31   10.6   0.0   117   152    90   125    79   136 0.88 -
CE8_e67.hmm|CE8:76                     -            298 3300006312.a:Ga0099626_100429_21 -            194      0.13   11.7   0.0   1   1   4.6e-05      0.19   11.1   0.0   121   156    91   126    57   131 0.90 -
GH18_e114.hmm|GH18:36|CBM5:22|CBM12:14 -            257 3300006312.a:Ga0099626_100429_21 -            194      0.13   12.1   0.2   1   1   3.8e-05      0.16   11.9   0.2    72   162    21   117     9   143 0.71 -
GT1_e533.hmm|GT1:10  -            221 3300006312.a:Ga0099626_100429_42 -            307      0.11   12.1   0.0   1   1   7.7e-06       0.2   11.3   0.0   132   165   118   152   116   162 0.91 -
GH136_e28.hmm|GH136:54 -            374 3300006312.a:Ga0099626_100681_17 -            273    0.0011   18.5   0.2   1   2   7.8e-05         2    7.7   0.1    75   112    89   127    53   135 0.83 -
GH136_e28.hmm|GH136:54 -            374 3300006312.a:Ga0099626_100681_17 -            273    0.0011   18.5   0.2   2   2   3.1e-05      0.79    9.0   0.0    75   119   204   248   183   259 0.83 -
GT28_e3.hmm|GT28:199 -            163 3300006312.a:Ga0099626_100681_19 -            154      0.23   11.6   0.0   1   1   1.3e-05      0.32   11.1   0.0    23    87    55   119    46   123 0.92 -
GT28_e1.hmm|GT28:2579|CE4:1                  -            164 3300006312.a:Ga0099626_100859_8 -            372   2.6e-56  190.5   0.1   1   1   5.2e-58   3.8e-56  190.0   0.1     1   164   191   354   191   354 0.98 -
GT28_e119.hmm|GT28:32                        -            159 3300006312.a:Ga0099626_100859_8 -            372   7.2e-47  159.5   0.2   1   1   1.6e-48   1.1e-46  158.9   0.2     1   159   191   353   191   353 0.98 -
GT28_e115.hmm|GT28:31                        -            163 3300006312.a:Ga0099626_100859_8 -            372   1.7e-46  158.3   0.1   1   1   3.3e-48   2.4e-46  157.8   0.1     1   163   191   353   191   353 0.98 -
GT28_e53.hmm|GT28:85                         -            162 3300006312.a:Ga0099626_100859_8 -            372   4.4e-44  150.6   0.1   1   1     9e-46   6.6e-44  150.0   0.1     1   162   191   354   191   354 0.95 -
GT28_e57.hmm|GT28:25                         -            166 3300006312.a:Ga0099626_100859_8 -            372   1.1e-43  149.5   0.2   1   1   2.3e-45   1.6e-43  148.9   0.2     1   165   191   352   191   353 0.96 -
