Gene ID	EC#	HMMER	dbCAN_sub	DIAMOND	Signalp	#ofTools
3300005300.a:Ga0072500_123416_4	-	GT2(4-166)	GT2	-	N	2
3300005300.a:Ga0072500_130896_1	-	GT2(5-100)	GT2	-	N	2
3300005300.a:Ga0072500_130896_2	-	GT2(4-177)	GT2	-	N	2
3300005300.a:Ga0072500_130896_7	2.4.99.18:1	GT66(6-515)	GT66_e3	GT66	Y(1-19)	3
3300005300.a:Ga0072500_130896_8	-	GT2(4-161)	GT2	GT2	N	3
3300005300.a:Ga0072500_130896_9	-	GT4(193-331)	GT4_e383	GT4	N	3
3300005300.a:Ga0072500_133239_38	-	AA7(38-225)	-	-	N	1
3300005300.a:Ga0072500_133540_127	-	AA6(19-193)	-	-	N	1
3300005300.a:Ga0072500_137747_32	-	GT2(3-224)	GT2	GT2	N	3
3300005300.a:Ga0072500_140896_8	-	GT2(4-170)	GT2	GT2	N	3
3300005300.a:Ga0072500_142847_13	-	AA2(61-173)	AA2_e1	AA0	N	3
3300005300.a:Ga0072500_146479_3	-	GT83(72-398)	GT83_e53	-	N	2
3300005300.a:Ga0072500_146479_5	-	GT2(5-167)	GT2	GT2	N	3
3300005300.a:Ga0072500_159096_31	2.4.99.18:1	GT66(33-722)	GT66_e7	GT66	N	3
3300005300.a:Ga0072500_159096_39	-	GT2(4-158)	GT2	GT2	N	3
3300005300.a:Ga0072500_159775_63	-	GT83(3-361)	-	-	N	1
3300005300.a:Ga0072500_146479_1	-	-	GT4_e989	-	N	1
3300005300.a:Ga0072500_117031_64	-	-	-	GH1	N	1
3300005300.a:Ga0072500_133540_136	-	-	-	GT7	N	1
3300005300.a:Ga0072500_143242_69	-	-	-	CBM50	N	1
3300005300.a:Ga0072500_143259_14	-	-	-	CBM50	N	1
3300005300.a:Ga0072500_159096_3	-	-	-	CBM50	N	1
3300005300.a:Ga0072500_159096_19	-	-	-	GH1	N	1
3300005300.a:Ga0072500_156971_53	-	-	-	GH101	N	1
3300005300.a:Ga0072500_137747_11	-	-	-	GH1	N	1
3300005300.a:Ga0072500_142122_75	-	-	-	GH130	N	1
