#                                                                                        --- full sequence --- -------------- this domain -------------   hmm coord   ali coord   env coord
# target name        accession   tlen query name                       accession   qlen   E-value  score  bias   #  of  c-Evalue  i-Evalue  score  bias  from    to  from    to  from    to  acc description of target
#------------------- ---------- -----             -------------------- ---------- ----- --------- ------ ----- --- --- --------- --------- ------ ----- ----- ----- ----- ----- ----- ----- ---- ---------------------
GT4_e3925.hmm|GT4:22 -            153 3300006249.a:Ga0099390_1007117_5 -             98     0.058   13.9   0.1   1   1   3.3e-06     0.086   13.3   0.1    14    58    40    88    33    95 0.85 -
GT2_e3645.hmm|GT2:7  -            114 3300006249.a:Ga0099390_1002891_3 -           1020     0.064   14.1   1.4   1   2   2.4e-05       0.6   10.9   0.4    29    94    54   119    47   133 0.83 -
GT2_e3645.hmm|GT2:7  -            114 3300006249.a:Ga0099390_1002891_3 -           1020     0.064   14.1   1.4   2   2      0.05   1.3e+03    0.2   0.0    61    95   392   426   389   437 0.82 -
CBM50_e466.hmm|CBM50:10 -             42 3300006249.a:Ga0099390_1002891_4 -            371         3    8.0   5.0   1   3       0.2   5.2e+03   -2.4   0.1    31    39    91    99    69   100 0.68 -
CBM50_e466.hmm|CBM50:10 -             42 3300006249.a:Ga0099390_1002891_4 -            371         3    8.0   5.0   2   3      0.23     6e+03   -2.5   0.2    31    39   228   236   227   238 0.78 -
CBM50_e466.hmm|CBM50:10 -             42 3300006249.a:Ga0099390_1002891_4 -            371         3    8.0   5.0   3   3   5.9e-05       1.5    9.0   0.0    27    41   336   350   320   351 0.86 -
GT30_e55.hmm|GT30:437 -            163 3300006249.a:Ga0099390_1002995_6 -            380     0.031   14.9   0.0   1   1   7.1e-06     0.061   14.0   0.0    23    74   282   336   279   342 0.84 -
GT30_e38.hmm|GT30:395 -            163 3300006249.a:Ga0099390_1002995_6 -            380     0.049   14.2   0.0   1   1   1.1e-05     0.093   13.3   0.0    23    74   282   336   273   342 0.85 -
GT2_e3160.hmm|GT2:6   -            114 3300006249.a:Ga0099390_1002995_6 -            380     0.065   13.9   0.1   1   2       1.1   9.3e+03   -2.7   0.0    30    46    78    94    75   123 0.56 -
GT2_e3160.hmm|GT2:6   -            114 3300006249.a:Ga0099390_1002995_6 -            380     0.065   13.9   0.1   2   2   2.8e-05      0.24   12.1   0.0    42    84   253   296   219   307 0.80 -
GT2_e1766.hmm|GT2:8  -            143 3300006249.a:Ga0099390_1000309_6 -            265      0.06   14.0   1.4   1   3   3.2e-06     0.083   13.5   0.1    68   134    18    85     6    96 0.77 -
GT2_e1766.hmm|GT2:8  -            143 3300006249.a:Ga0099390_1000309_6 -            265      0.06   14.0   1.4   2   3      0.68   1.7e+04   -3.7   0.0     6    24   110   128   107   131 0.62 -
GT2_e1766.hmm|GT2:8  -            143 3300006249.a:Ga0099390_1000309_6 -            265      0.06   14.0   1.4   3   3      0.21   5.5e+03   -2.1   0.1    77   120   185   226   177   250 0.45 -
GH16_e137.hmm|CBM39:23|GH16_4:23 -            313 3300006249.a:Ga0099390_1000309_9 -            184     0.016   15.4   0.2   1   2   3.8e-06     0.097   12.9   0.1   211   256    79   125    72   131 0.90 -
GH16_e137.hmm|CBM39:23|GH16_4:23 -            313 3300006249.a:Ga0099390_1000309_9 -            184     0.016   15.4   0.2   2   2     0.026   6.7e+02    0.2   0.0   112   130   140   158   138   164 0.86 -
GT32_e60.hmm|GT32:9  -             77 3300006249.a:Ga0099390_1000309_15 -            304      0.17   12.6   5.2   1   3     0.042   1.1e+03    0.4   0.1    33    66    60    93    45   103 0.57 -
